current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.000,0.7617,-8.211e-05
2,-0.000,0.7798,-9.908e-05
3,-0.049,0.7925,-0.000113
4,-0.000,0.8024,-0.0001289
5,-0.000,0.8114,-0.0001433
6,-0.025,0.8191,-0.000157
7,0.049,0.8260,-0.0001719
8,0.025,0.8324,-0.0001872
9,-0.000,0.8382,-0.0002033
10,-0.000,0.8438,-0.0002211
11,0.049,0.8490,-0.0002408
12,0.049,0.8539,-0.000261
13,0.074,0.8586,-0.0002837
14,0.049,0.8631,-0.0003087
15,0.098,0.8673,-0.0003364
16,0.098,0.8716,-0.000368
17,0.098,0.8757,-0.0004037
18,0.147,0.8796,-0.0004411
19,0.123,0.8834,-0.0004867
20,0.221,0.8870,-0.0005822
21,0.443,0.8899,-0.001066
22,0.811,0.8925,-0.001785
23,1.230,0.8951,-0.002478
24,1.574,0.8976,-0.003152
25,1.967,0.9003,-0.003809
26,2.287,0.9027,-0.004458
27,2.828,0.9048,-0.005413
28,3.394,0.9069,-0.006422
29,3.886,0.9090,-0.007436
30,4.402,0.9112,-0.008396
31,4.869,0.9132,-0.009348
32,5.435,0.9154,-0.01035
33,5.902,0.9175,-0.01129
34,6.320,0.9197,-0.01223
35,6.812,0.9218,-0.01319
36,7.255,0.9240,-0.01411
37,7.771,0.9261,-0.01504
38,8.189,0.9283,-0.01591
39,8.681,0.9304,-0.01684
40,9.099,0.9326,-0.01773
41,9.566,0.9347,-0.01861
42,9.960,0.9369,-0.01953
43,10.427,0.9391,-0.02043
44,10.796,0.9412,-0.02132
45,11.288,0.9435,-0.02219
46,11.681,0.9457,-0.02311
47,12.099,0.9478,-0.02398
48,12.542,0.9500,-0.02484
49,12.960,0.9521,-0.02571
50,13.354,0.9542,-0.02657
51,13.796,0.9564,-0.02746
52,14.141,0.9586,-0.02831
53,14.559,0.9607,-0.02917
54,14.977,0.9629,-0.03007
55,15.395,0.9650,-0.03092
56,15.788,0.9671,-0.03176
57,16.256,0.9693,-0.03264
58,16.600,0.9715,-0.03349
59,16.993,0.9736,-0.03436
60,17.411,0.9757,-0.03519
61,17.805,0.9778,-0.03605
62,18.198,0.9800,-0.03686
63,18.592,0.9820,-0.0377
64,18.961,0.9842,-0.03856
65,19.354,0.9863,-0.03938
