current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.000,0.7683,-8.418e-05
2,-0.000,0.7857,-0.0001011
3,0.025,0.7987,-0.000118
4,-0.000,0.8095,-0.0001329
5,0.025,0.8186,-0.0001479
6,0.025,0.8267,-0.0001632
7,0.025,0.8343,-0.0001789
8,0.025,0.8412,-0.0001949
9,0.025,0.8475,-0.0002114
10,0.025,0.8535,-0.0002294
11,0.025,0.8591,-0.0002499
12,0.049,0.8645,-0.0002719
13,0.049,0.8698,-0.0003313
14,0.344,0.8736,-0.001314
15,0.689,0.8767,-0.002568
16,1.131,0.8801,-0.003935
17,1.500,0.8834,-0.005236
18,1.894,0.8865,-0.006532
19,2.287,0.8897,-0.007846
20,2.681,0.8930,-0.009203
21,3.049,0.8961,-0.01047
22,3.418,0.8992,-0.01175
23,3.787,0.9023,-0.01306
24,4.156,0.9054,-0.01433
25,4.550,0.9085,-0.01565
26,4.918,0.9117,-0.01695
27,5.312,0.9147,-0.0182
28,5.681,0.9178,-0.01944
29,6.074,0.9207,-0.02073
30,6.443,0.9237,-0.022
31,6.812,0.9268,-0.02332
32,7.230,0.9298,-0.02458
33,7.599,0.9327,-0.02584
34,8.017,0.9357,-0.02707
35,8.361,0.9386,-0.02834
36,8.706,0.9415,-0.02956
37,9.124,0.9444,-0.03083
38,9.419,0.9474,-0.03205
39,9.788,0.9502,-0.03329
40,10.157,0.9531,-0.0345
41,10.550,0.9558,-0.03576
42,10.919,0.9587,-0.03698
43,11.263,0.9615,-0.03821
44,11.681,0.9643,-0.03945
45,12.001,0.9672,-0.04064
46,12.419,0.9699,-0.04189
47,12.739,0.9726,-0.0431
48,13.132,0.9754,-0.04428
49,13.477,0.9782,-0.04555
50,13.821,0.9808,-0.0467
51,14.214,0.9836,-0.04788
52,14.534,0.9863,-0.04914
53,14.854,0.9889,-0.05029
54,15.272,0.9916,-0.05148
55,15.641,0.9943,-0.05275
56,15.960,0.9970,-0.05387
57,16.354,0.9996,-0.05507
58,16.698,1.0023,-0.05628
59,17.043,1.0048,-0.05747
60,17.411,1.0075,-0.05863
61,17.756,1.0101,-0.05984
62,18.100,1.0126,-0.06096
63,18.494,1.0152,-0.06221
64,18.838,1.0178,-0.06335
65,19.231,1.0203,-0.06448
66,19.526,1.0228,-0.0656
67,19.871,1.0253,-0.06678
68,20.264,1.0278,-0.0679
69,20.559,1.0303,-0.06911
70,20.879,1.0328,-0.07021
71,21.272,1.0352,-0.07131
72,21.617,1.0377,-0.07245
73,21.961,1.0402,-0.07362
74,22.281,1.0426,-0.07476
75,22.600,1.0451,-0.07585
76,22.994,1.0474,-0.07698
77,23.314,1.0498,-0.07812
78,23.658,1.0522,-0.07927
79,24.002,1.0545,-0.08035
80,24.322,1.0569,-0.08148
81,24.740,1.0593,-0.08261
82,25.011,1.0616,-0.08369
83,25.330,1.0640,-0.0848
84,25.699,1.0663,-0.08592
85,26.019,1.0685,-0.08707
86,26.363,1.0709,-0.08813
87,26.658,1.0732,-0.08924
88,26.978,1.0755,-0.09031
89,27.371,1.0778,-0.0914
90,27.667,1.0800,-0.09251
91,28.011,1.0822,-0.09355
92,28.306,1.0845,-0.09464
93,28.675,1.0867,-0.09576
94,29.019,1.0889,-0.09673
95,29.314,1.0912,-0.09786
96,29.609,1.0933,-0.09884
97,29.929,1.0955,-0.0999
98,30.298,1.0977,-0.101
99,30.568,1.0999,-0.1021
100,30.937,1.1019,-0.103
101,31.208,1.1041,-0.1042
102,31.601,1.1063,-0.1052
103,31.823,1.1084,-0.1062
104,32.192,1.1106,-0.1073
105,32.536,1.1127,-0.1084
106,32.782,1.1147,-0.1093
107,33.126,1.1168,-0.1103
108,33.421,1.1189,-0.1114
109,33.741,1.1209,-0.1125
110,34.036,1.1230,-0.1135
111,34.430,1.1250,-0.1144
112,34.675,1.1270,-0.1155
113,34.971,1.1291,-0.1165
114,35.290,1.1311,-0.1174
115,35.659,1.1332,-0.1184
116,35.880,1.1352,-0.1194
117,36.151,1.1372,-0.1204
118,36.520,1.1392,-0.1214
119,36.840,1.1412,-0.1225
120,37.159,1.1432,-0.1234
121,37.479,1.1452,-0.1244
122,37.725,1.1471,-0.1255
