current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.000,0.7582,-7.129e-05
2,-0.025,0.7788,-8.761e-05
3,-0.000,0.7928,-0.0001016
4,-0.000,0.8042,-0.0001169
5,0.025,0.8143,-0.0001313
6,0.049,0.8228,-0.0001449
7,-0.000,0.8306,-0.0001596
8,0.025,0.8378,-0.0001753
9,0.025,0.8444,-0.000192
10,0.025,0.8508,-0.00021
11,0.074,0.8568,-0.0002299
12,0.025,0.8623,-0.0002557
13,0.147,0.8671,-0.0006526
14,0.639,0.8707,-0.001948
15,1.008,0.8741,-0.003257
16,1.377,0.8776,-0.004553
17,1.795,0.8809,-0.005885
18,2.238,0.8842,-0.007179
19,2.631,0.8877,-0.00851
20,3.074,0.8910,-0.009807
21,3.418,0.8944,-0.01108
22,3.836,0.8976,-0.01236
23,4.254,0.9009,-0.01367
24,4.673,0.9041,-0.01491
25,5.017,0.9074,-0.01621
26,5.435,0.9106,-0.01747
27,5.828,0.9137,-0.01873
28,6.246,0.9169,-0.02003
29,6.640,0.9201,-0.02127
30,7.033,0.9230,-0.02249
31,7.402,0.9262,-0.02371
32,7.796,0.9292,-0.02498
33,8.214,0.9323,-0.02619
34,8.583,0.9353,-0.02742
35,8.927,0.9383,-0.02866
36,9.394,0.9412,-0.02986
37,9.739,0.9442,-0.0311
38,10.107,0.9471,-0.0323
39,10.452,0.9501,-0.03353
40,10.870,0.9530,-0.03474
41,11.288,0.9559,-0.03594
42,11.608,0.9588,-0.03718
43,12.026,0.9616,-0.03837
44,12.370,0.9644,-0.03956
45,12.763,0.9673,-0.04074
46,13.132,0.9701,-0.04195
47,13.526,0.9728,-0.04316
48,13.944,0.9757,-0.04438
49,14.288,0.9785,-0.04555
50,14.632,0.9811,-0.04666
51,15.026,0.9839,-0.04786
52,15.370,0.9866,-0.04902
53,15.739,0.9892,-0.05014
54,16.108,0.9919,-0.05131
55,16.452,0.9945,-0.05246
56,16.797,0.9971,-0.05361
57,17.239,0.9998,-0.05473
58,17.559,1.0025,-0.0559
59,17.903,1.0050,-0.05703
60,18.272,1.0076,-0.0582
61,18.641,1.0102,-0.05932
62,18.985,1.0127,-0.06041
63,19.305,1.0152,-0.06156
64,19.723,1.0177,-0.06268
65,20.043,1.0201,-0.06377
66,20.412,1.0227,-0.06491
67,20.805,1.0252,-0.06606
68,21.100,1.0275,-0.06714
69,21.494,1.0300,-0.06826
70,21.814,1.0324,-0.06936
71,22.158,1.0347,-0.07045
72,22.453,1.0371,-0.07155
73,22.822,1.0394,-0.0727
74,23.142,1.0418,-0.07374
75,23.510,1.0441,-0.07489
76,23.830,1.0465,-0.07588
77,24.174,1.0488,-0.07699
78,24.568,1.0511,-0.07806
79,24.814,1.0533,-0.07908
80,25.183,1.0556,-0.08015
81,25.478,1.0578,-0.08121
82,25.896,1.0600,-0.08226
83,26.191,1.0622,-0.08328
84,26.535,1.0646,-0.08434
85,26.880,1.0667,-0.08531
86,27.150,1.0689,-0.08628
87,27.494,1.0711,-0.08739
88,27.814,1.0732,-0.08841
89,28.158,1.0753,-0.08947
90,28.503,1.0775,-0.09045
91,28.847,1.0796,-0.09144
92,29.093,1.0817,-0.09246
93,29.413,1.0838,-0.09347
94,29.781,1.0859,-0.0945
95,30.101,1.0880,-0.09554
96,30.421,1.0901,-0.09656
97,30.667,1.0920,-0.09753
98,30.987,1.0941,-0.09854
99,31.306,1.0961,-0.0996
100,31.651,1.0981,-0.1006
101,31.921,1.1001,-0.1016
102,32.241,1.1021,-0.1026
103,32.585,1.1041,-0.1035
104,32.831,1.1061,-0.1045
105,33.175,1.1081,-0.1055
106,33.495,1.1100,-0.1064
107,33.815,1.1120,-0.1074
108,34.110,1.1139,-0.1084
109,34.405,1.1158,-0.1093
110,34.749,1.1177,-0.1102
111,35.044,1.1196,-0.111
112,35.290,1.1215,-0.1121
113,35.585,1.1234,-0.1129
114,35.954,1.1252,-0.1139
115,36.176,1.1271,-0.1147
116,36.446,1.1290,-0.1157
117,36.790,1.1308,-0.1167
118,37.085,1.1326,-0.1176
119,37.381,1.1344,-0.1186
120,37.651,1.1362,-0.1195
121,37.946,1.1381,-0.1203
122,38.192,1.1398,-0.1213
123,38.536,1.1416,-0.1222
124,38.881,1.1434,-0.1231
125,39.077,1.1452,-0.1241
126,39.373,1.1469,-0.1249
127,39.717,1.1486,-0.1258
128,39.938,1.1504,-0.1267
129,40.209,1.1521,-0.1276
130,40.504,1.1538,-0.1284
131,40.824,1.1556,-0.1294
132,41.069,1.1573,-0.1303
133,41.340,1.1590,-0.1311
134,41.586,1.1607,-0.1319
135,41.955,1.1623,-0.1328
136,42.225,1.1640,-0.1335
137,42.447,1.1657,-0.1344
138,42.717,1.1673,-0.1353
139,42.988,1.1690,-0.1361
140,43.234,1.1706,-0.1369
141,43.504,1.1723,-0.1379
142,43.775,1.1739,-0.1387
143,43.996,1.1755,-0.1396
144,44.316,1.1771,-0.1404
145,44.611,1.1788,-0.1412
146,44.857,1.1803,-0.1421
147,45.127,1.1820,-0.143
148,45.373,1.1836,-0.1439
149,45.619,1.1851,-0.1447
150,45.914,1.1867,-0.1454
151,46.160,1.1883,-0.1464
152,46.455,1.1898,-0.1472
153,46.652,1.1914,-0.148
154,46.947,1.1929,-0.1487
155,47.144,1.1944,-0.1495
156,47.439,1.1960,-0.1503
157,47.709,1.1976,-0.1511
158,47.955,1.1990,-0.1518
159,48.201,1.2005,-0.1525
160,48.472,1.2021,-0.1534
161,48.693,1.2035,-0.1542
162,49.013,1.2051,-0.1549
163,49.160,1.2066,-0.1557
164,49.431,1.2080,-0.1565
165,49.652,1.2095,-0.1573
166,49.972,1.2109,-0.158
167,50.193,1.2124,-0.1588
168,50.439,1.2139,-0.1597
169,50.661,1.2154,-0.1605
170,50.907,1.2168,-0.1613
171,51.152,1.2183,-0.1621
172,51.448,1.2197,-0.1629
173,51.644,1.2211,-0.1635
174,51.890,1.2226,-0.1642
175,52.185,1.2240,-0.165
176,52.308,1.2254,-0.1657
177,52.603,1.2268,-0.1665
178,52.849,1.2282,-0.1672
