current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.000,0.7651,-8.526e-05
2,0.025,0.7821,-0.0001026
3,0.025,0.7941,-0.0001204
4,-0.000,0.8042,-0.000137
5,0.025,0.8128,-0.0001533
6,-0.025,0.8203,-0.000169
7,0.025,0.8273,-0.0001858
8,0.025,0.8335,-0.0002031
9,0.049,0.8392,-0.0002209
10,0.025,0.8447,-0.0002411
11,0.049,0.8499,-0.0002628
12,0.074,0.8547,-0.0002863
13,0.049,0.8594,-0.0003158
14,0.147,0.8636,-0.0005164
15,0.492,0.8664,-0.001522
16,0.984,0.8688,-0.00276
17,1.353,0.8714,-0.004005
18,1.771,0.8738,-0.00517
19,2.213,0.8764,-0.006391
20,2.582,0.8788,-0.007619
21,3.025,0.8812,-0.008795
22,3.443,0.8837,-0.009976
23,3.836,0.8862,-0.01121
24,4.254,0.8886,-0.01236
25,4.673,0.8911,-0.01356
26,5.115,0.8935,-0.01476
27,5.459,0.8959,-0.01589
28,5.878,0.8983,-0.01708
29,6.345,0.9008,-0.01825
30,6.738,0.9031,-0.01935
31,7.156,0.9055,-0.02053
32,7.501,0.9079,-0.02171
33,7.943,0.9103,-0.02287
34,8.361,0.9127,-0.02407
35,8.730,0.9150,-0.02517
36,9.075,0.9173,-0.02628
37,9.591,0.9197,-0.02744
38,9.935,0.9220,-0.02852
39,10.304,0.9244,-0.02969
40,10.722,0.9267,-0.03085
41,11.165,0.9290,-0.03196
42,11.558,0.9314,-0.03307
43,11.927,0.9337,-0.03423
44,12.321,0.9360,-0.0353
45,12.714,0.9382,-0.03642
46,13.108,0.9406,-0.03753
47,13.501,0.9428,-0.0387
48,13.870,0.9451,-0.03975
49,14.264,0.9474,-0.04087
50,14.657,0.9496,-0.04194
51,15.075,0.9519,-0.04304
52,15.469,0.9541,-0.04409
53,15.838,0.9563,-0.04518
54,16.206,0.9586,-0.04626
55,16.551,0.9608,-0.0474
56,17.018,0.9630,-0.04843
57,17.387,0.9652,-0.04954
58,17.707,0.9675,-0.05062
59,18.198,0.9696,-0.05162
60,18.592,0.9718,-0.05268
61,18.961,0.9740,-0.05378
62,19.280,0.9762,-0.05475
63,19.674,0.9783,-0.05588
64,20.092,0.9805,-0.05696
65,20.436,0.9826,-0.05792
66,20.805,0.9848,-0.05893
67,21.150,0.9870,-0.06001
68,21.592,0.9891,-0.06103
69,21.961,0.9913,-0.06206
70,22.330,0.9934,-0.06314
71,22.723,0.9955,-0.06408
72,23.043,0.9976,-0.06512
73,23.461,0.9997,-0.0661
74,23.781,1.0018,-0.0671
75,24.150,1.0039,-0.06818
76,24.568,1.0060,-0.06915
