current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.025,0.7658,-8.494e-05
2,-0.000,0.7844,-0.0001026
3,-0.000,0.7973,-0.0001198
4,0.025,0.8077,-0.0001352
5,-0.025,0.8170,-0.0001507
6,-0.000,0.8249,-0.0001662
7,-0.000,0.8325,-0.0001824
8,0.025,0.8394,-0.0001988
9,0.049,0.8456,-0.000216
10,-0.000,0.8516,-0.0002348
11,0.049,0.8571,-0.000255
12,0.074,0.8622,-0.0002766
13,0.049,0.8674,-0.0003014
14,0.074,0.8723,-0.0003292
15,0.098,0.8769,-0.0003641
16,0.197,0.8811,-0.0007418
17,0.738,0.8840,-0.001843
18,1.131,0.8868,-0.002927
19,1.648,0.8897,-0.004018
20,2.066,0.8925,-0.00512
21,2.533,0.8954,-0.006187
22,2.951,0.8982,-0.007274
23,3.467,0.9011,-0.008339
24,3.861,0.9039,-0.009419
25,4.254,0.9068,-0.01049
26,4.697,0.9096,-0.01157
27,5.164,0.9124,-0.01265
28,5.558,0.9153,-0.0137
29,5.951,0.9181,-0.01477
30,6.419,0.9208,-0.0158
31,6.861,0.9236,-0.01686
32,7.206,0.9264,-0.01792
33,7.673,0.9291,-0.01895
34,8.091,0.9319,-0.01997
35,8.484,0.9347,-0.02102
36,8.853,0.9373,-0.02207
37,9.296,0.9401,-0.02312
38,9.640,0.9428,-0.02412
39,10.083,0.9455,-0.02518
40,10.476,0.9482,-0.02622
41,10.919,0.9509,-0.02722
42,11.239,0.9536,-0.02827
43,11.657,0.9563,-0.0293
44,12.099,0.9589,-0.03029
45,12.419,0.9615,-0.0313
46,12.862,0.9642,-0.03235
47,13.206,0.9667,-0.03331
48,13.526,0.9693,-0.03432
49,13.919,0.9719,-0.03533
50,14.337,0.9744,-0.03634
51,14.755,0.9771,-0.0373
52,15.174,0.9796,-0.03834
53,15.542,0.9821,-0.03927
54,15.887,0.9846,-0.04029
55,16.231,0.9872,-0.0413
56,16.649,0.9896,-0.04228
57,17.043,0.9921,-0.04326
58,17.338,0.9946,-0.04429
59,17.756,0.9970,-0.04522
60,18.125,0.9995,-0.04624
61,18.592,1.0020,-0.04721
62,18.862,1.0044,-0.04823
63,19.207,1.0069,-0.0492
64,19.625,1.0093,-0.05016
65,20.018,1.0117,-0.05114
66,20.363,1.0141,-0.05208
67,20.756,1.0165,-0.05306
68,21.125,1.0189,-0.05401
69,21.445,1.0213,-0.05499
70,21.814,1.0237,-0.05599
