current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.000,0.7652,-8.257e-05
2,-0.025,0.7819,-9.827e-05
3,0.025,0.7938,-0.0001115
4,-0.000,0.8040,-0.0001267
5,-0.025,0.8126,-0.0001403
6,0.025,0.8199,-0.000154
7,-0.000,0.8269,-0.0001684
8,-0.000,0.8331,-0.0001839
9,0.025,0.8389,-0.0002001
10,-0.000,0.8443,-0.0002181
11,0.049,0.8495,-0.0002375
12,0.025,0.8542,-0.0002595
13,0.049,0.8588,-0.0002852
14,0.123,0.8632,-0.000358
15,0.344,0.8663,-0.001168
16,0.787,0.8689,-0.002359
17,1.230,0.8714,-0.003488
18,1.623,0.8738,-0.00463
19,2.066,0.8764,-0.005766
20,2.435,0.8788,-0.006899
21,2.828,0.8813,-0.00804
22,3.320,0.8839,-0.009203
23,3.787,0.8863,-0.01035
24,4.131,0.8887,-0.01144
25,4.525,0.8912,-0.01258
26,4.968,0.8937,-0.01371
27,5.337,0.8961,-0.01482
28,5.779,0.8985,-0.01592
29,6.173,0.9009,-0.01704
30,6.566,0.9033,-0.01813
31,6.935,0.9058,-0.01923
32,7.402,0.9082,-0.02033
33,7.771,0.9104,-0.0214
34,8.263,0.9129,-0.02249
35,8.607,0.9152,-0.02359
36,8.976,0.9176,-0.02467
37,9.394,0.9200,-0.02576
38,9.788,0.9223,-0.02683
39,10.206,0.9246,-0.02791
40,10.550,0.9269,-0.02897
41,10.919,0.9292,-0.03004
42,11.312,0.9316,-0.03113
43,11.755,0.9339,-0.03218
44,12.149,0.9362,-0.0332
45,12.591,0.9384,-0.03427
46,12.936,0.9408,-0.03537
47,13.378,0.9430,-0.03641
48,13.698,0.9453,-0.03744
49,14.141,0.9476,-0.0385
50,14.485,0.9498,-0.03952
51,14.854,0.9520,-0.04059
52,15.296,0.9543,-0.04162
53,15.665,0.9564,-0.04263
54,16.083,0.9587,-0.04366
55,16.452,0.9609,-0.04471
56,16.821,0.9631,-0.04569
57,17.215,0.9653,-0.04673
58,17.608,0.9675,-0.04775
59,17.952,0.9697,-0.04876
60,18.321,0.9719,-0.04978
61,18.764,0.9740,-0.05078
62,19.084,0.9762,-0.05175
63,19.477,0.9783,-0.05277
64,19.920,0.9805,-0.05378
65,20.240,0.9826,-0.05472
66,20.633,0.9848,-0.05572
67,21.002,0.9870,-0.05674
68,21.371,0.9890,-0.05766
69,21.764,0.9911,-0.05865
70,22.158,0.9933,-0.05962
71,22.527,0.9953,-0.06058
72,22.896,0.9975,-0.06154
73,23.289,0.9995,-0.06249
74,23.584,1.0017,-0.06345
75,24.002,1.0038,-0.06441
76,24.371,1.0059,-0.06541
77,24.814,1.0079,-0.06632
78,25.134,1.0100,-0.06729
79,25.502,1.0120,-0.06827
80,25.847,1.0141,-0.0692
81,26.216,1.0161,-0.07011
82,26.609,1.0181,-0.07104
83,26.978,1.0202,-0.07199
84,27.322,1.0222,-0.07295
85,27.716,1.0241,-0.07386
86,28.060,1.0262,-0.07479
87,28.454,1.0281,-0.07571
88,28.773,1.0301,-0.07659
89,29.142,1.0321,-0.07752
90,29.536,1.0342,-0.07842
91,29.831,1.0361,-0.07933
92,30.273,1.0381,-0.0803
93,30.642,1.0401,-0.08119
94,30.962,1.0420,-0.08207
95,31.355,1.0439,-0.08297
96,31.675,1.0459,-0.08379
97,32.069,1.0478,-0.08471
98,32.413,1.0498,-0.08554
99,32.757,1.0517,-0.0865
100,33.200,1.0536,-0.08731
101,33.495,1.0555,-0.08817
102,33.815,1.0574,-0.08902
103,34.159,1.0593,-0.08983
104,34.552,1.0612,-0.09069
105,34.946,1.0632,-0.09153
106,35.241,1.0650,-0.09239
107,35.585,1.0669,-0.09318
108,36.003,1.0687,-0.09401
109,36.249,1.0707,-0.09481
110,36.692,1.0725,-0.09569
111,37.036,1.0743,-0.0965
112,37.331,1.0762,-0.0973
113,37.676,1.0781,-0.09803
114,38.020,1.0799,-0.09893
115,38.364,1.0818,-0.09967
116,38.709,1.0836,-0.1005
117,39.028,1.0854,-0.1013
118,39.422,1.0873,-0.1021
119,39.741,1.0891,-0.1028
120,40.135,1.0909,-0.1036
121,40.504,1.0927,-0.1043
122,40.774,1.0945,-0.1051
123,41.119,1.0963,-0.1059
124,41.488,1.0981,-0.1067
125,41.832,1.0998,-0.1075
126,42.127,1.1016,-0.1082
127,42.422,1.1034,-0.109
128,42.816,1.1052,-0.1097
129,43.135,1.1069,-0.1104
130,43.455,1.1086,-0.1111
131,43.775,1.1104,-0.1118
132,44.217,1.1122,-0.1126
133,44.488,1.1139,-0.1133
134,44.832,1.1157,-0.114
135,45.176,1.1174,-0.1146
