current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.025,0.7611,-8.685e-05
2,-0.000,0.7813,-0.0001053
3,0.025,0.7933,-0.0001228
4,-0.000,0.8036,-0.0001396
5,-0.000,0.8122,-0.0001554
6,-0.000,0.8197,-0.0001709
7,-0.025,0.8268,-0.0001878
8,-0.000,0.8331,-0.0002048
9,-0.000,0.8390,-0.0002225
10,-0.025,0.8446,-0.0002418
11,0.025,0.8498,-0.0002623
12,0.025,0.8546,-0.0002842
13,0.074,0.8594,-0.0003087
14,0.049,0.8639,-0.000336
15,0.074,0.8681,-0.0003654
16,0.098,0.8723,-0.0004007
17,0.098,0.8763,-0.0004488
18,0.270,0.8799,-0.0007084
19,0.566,0.8822,-0.00163
20,1.057,0.8845,-0.002671
21,1.451,0.8866,-0.003697
22,1.869,0.8889,-0.004679
23,2.262,0.8911,-0.005727
24,2.681,0.8934,-0.006714
25,3.148,0.8957,-0.007723
26,3.541,0.8980,-0.008751
27,3.910,0.9002,-0.009748
28,4.279,0.9025,-0.01077
29,4.673,0.9047,-0.01177
30,5.041,0.9070,-0.01273
31,5.484,0.9093,-0.01375
32,5.828,0.9116,-0.01475
33,6.197,0.9138,-0.01572
34,6.591,0.9161,-0.01674
35,6.935,0.9184,-0.01773
36,7.279,0.9207,-0.01867
37,7.722,0.9229,-0.01965
38,7.968,0.9252,-0.02061
39,8.411,0.9274,-0.02156
40,8.755,0.9298,-0.02255
41,9.099,0.9320,-0.02351
42,9.443,0.9343,-0.02449
43,9.837,0.9365,-0.02548
44,10.083,0.9388,-0.02645
45,10.501,0.9411,-0.02741
46,10.870,0.9434,-0.02838
47,11.190,0.9456,-0.02932
48,11.509,0.9478,-0.03029
49,11.854,0.9501,-0.03122
50,12.173,0.9522,-0.03218
51,12.567,0.9545,-0.0331
52,12.837,0.9567,-0.03407
53,13.231,0.9589,-0.03498
54,13.526,0.9611,-0.03592
55,13.919,0.9633,-0.03688
56,14.165,0.9655,-0.03781
57,14.559,0.9677,-0.03878
58,14.952,0.9700,-0.03971
59,15.223,0.9721,-0.04064
60,15.567,0.9743,-0.04155
61,15.862,0.9765,-0.04251
62,16.206,0.9786,-0.04342
63,16.600,0.9808,-0.04437
64,16.870,0.9830,-0.04528
65,17.141,0.9851,-0.04617
66,17.461,0.9873,-0.04716
67,17.854,0.9894,-0.04807
68,18.174,0.9916,-0.04901
69,18.494,0.9937,-0.04993
70,18.789,0.9958,-0.05085
71,19.158,0.9979,-0.05168
72,19.453,1.0000,-0.05264
73,19.822,1.0021,-0.05353
74,20.092,1.0042,-0.05448
75,20.387,1.0063,-0.05538
76,20.756,1.0084,-0.05627
77,21.002,1.0106,-0.05716
78,21.395,1.0126,-0.05806
79,21.666,1.0146,-0.05893
80,22.010,1.0167,-0.05984
81,22.330,1.0188,-0.06074
82,22.625,1.0208,-0.06159
83,22.896,1.0229,-0.06254
84,23.289,1.0250,-0.06342
85,23.560,1.0270,-0.06429
86,23.830,1.0290,-0.06519
87,24.174,1.0310,-0.06609
88,24.470,1.0330,-0.06697
89,24.765,1.0351,-0.06788
90,25.109,1.0371,-0.06876
91,25.379,1.0391,-0.0696
92,25.699,1.0412,-0.07045
93,26.019,1.0432,-0.07136
94,26.314,1.0451,-0.07225
95,26.658,1.0472,-0.07317
96,26.855,1.0491,-0.074
97,27.248,1.0511,-0.07489
98,27.519,1.0531,-0.07578
99,27.839,1.0551,-0.07666
100,28.158,1.0570,-0.07754
101,28.429,1.0590,-0.07838
102,28.749,1.0609,-0.07925
103,29.019,1.0628,-0.08005
104,29.339,1.0648,-0.08097
105,29.683,1.0668,-0.08183
106,29.904,1.0686,-0.08266
107,30.175,1.0706,-0.08352
108,30.519,1.0725,-0.08429
109,30.839,1.0744,-0.08517
110,31.134,1.0763,-0.08603
111,31.380,1.0782,-0.08682
112,31.724,1.0801,-0.0877
113,31.995,1.0820,-0.08854
114,32.315,1.0838,-0.08928
115,32.634,1.0857,-0.09016
116,32.880,1.0876,-0.09096
117,33.151,1.0895,-0.09178
118,33.446,1.0914,-0.09262
119,33.741,1.0933,-0.09348
120,34.011,1.0951,-0.09432
121,34.307,1.0970,-0.09513
122,34.577,1.0988,-0.09599
123,34.848,1.1006,-0.09676
124,35.143,1.1024,-0.09756
125,35.438,1.1043,-0.09838
126,35.733,1.1061,-0.09924
127,35.979,1.1079,-0.1001
128,36.274,1.1098,-0.1009
129,36.544,1.1116,-0.1017
130,36.840,1.1134,-0.1025
131,37.110,1.1152,-0.1033
132,37.356,1.1170,-0.1041
133,37.627,1.1188,-0.1049
134,37.946,1.1206,-0.1056
135,38.217,1.1223,-0.1064
136,38.512,1.1241,-0.1071
137,38.782,1.1259,-0.108
138,39.053,1.1277,-0.1087
139,39.299,1.1294,-0.1095
140,39.545,1.1312,-0.1104
141,39.864,1.1329,-0.1111
142,40.086,1.1347,-0.1119
143,40.405,1.1364,-0.1127
144,40.701,1.1382,-0.1135
145,40.947,1.1400,-0.1143
146,41.143,1.1417,-0.115
147,41.438,1.1435,-0.1159
148,41.709,1.1452,-0.1166
149,41.955,1.1469,-0.1174
150,42.299,1.1486,-0.1182
151,42.570,1.1503,-0.119
152,42.816,1.1520,-0.1196
153,43.111,1.1538,-0.1203
154,43.307,1.1555,-0.1211
155,43.553,1.1571,-0.1219
156,43.824,1.1588,-0.1226
157,44.094,1.1605,-0.1234
158,44.340,1.1622,-0.1241
159,44.586,1.1639,-0.1249
160,44.857,1.1656,-0.1256
161,45.127,1.1672,-0.1263
162,45.398,1.1689,-0.1272
163,45.644,1.1706,-0.1279
164,45.865,1.1723,-0.1286
165,46.111,1.1739,-0.1293
166,46.381,1.1756,-0.13
167,46.677,1.1772,-0.1309
168,46.873,1.1788,-0.1316
169,47.193,1.1805,-0.1322
170,47.365,1.1821,-0.133
171,47.660,1.1837,-0.1337
172,47.882,1.1854,-0.1344
173,48.152,1.1869,-0.1351
174,48.398,1.1886,-0.1358
175,48.619,1.1902,-0.1365
176,48.890,1.1918,-0.1372
177,49.136,1.1934,-0.138
178,49.357,1.1950,-0.1387
179,49.652,1.1966,-0.1393
180,49.898,1.1982,-0.1401
181,50.095,1.1998,-0.1407
182,50.316,1.2014,-0.1415
183,50.611,1.2030,-0.1423
184,50.784,1.2046,-0.1429
185,51.029,1.2061,-0.1436
186,51.275,1.2077,-0.1443
187,51.497,1.2093,-0.145
188,51.767,1.2108,-0.1457
189,51.989,1.2124,-0.1464
190,52.185,1.2139,-0.1471
191,52.480,1.2155,-0.1477
192,52.726,1.2171,-0.1483
193,52.923,1.2186,-0.1491
194,53.218,1.2201,-0.1497
195,53.390,1.2217,-0.1504
196,53.636,1.2232,-0.1511
197,53.882,1.2248,-0.1517
198,54.104,1.2263,-0.1524
199,54.325,1.2278,-0.1531
200,54.546,1.2293,-0.1538
201,54.817,1.2308,-0.1545
202,55.038,1.2323,-0.1551
203,55.235,1.2338,-0.1558
204,55.505,1.2353,-0.1564
205,55.677,1.2369,-0.157
206,55.899,1.2383,-0.1579
207,56.120,1.2399,-0.1585
208,56.341,1.2413,-0.1591
209,56.563,1.2428,-0.1597
210,56.784,1.2443,-0.1603
211,57.005,1.2457,-0.161
212,57.202,1.2473,-0.1617
213,57.374,1.2487,-0.1622
214,57.620,1.2502,-0.1629
215,57.866,1.2517,-0.1636
216,58.063,1.2531,-0.1642
217,58.309,1.2546,-0.1649
218,58.555,1.2560,-0.1656
219,58.752,1.2575,-0.1662
220,58.948,1.2589,-0.1669
221,59.170,1.2604,-0.1676
222,59.342,1.2618,-0.1681
223,59.612,1.2633,-0.1687
224,59.784,1.2647,-0.1693
225,60.030,1.2662,-0.1699
226,60.227,1.2676,-0.1706
227,60.399,1.2690,-0.1713
228,60.645,1.2704,-0.1718
229,60.842,1.2719,-0.1724
230,61.039,1.2733,-0.173
231,61.260,1.2747,-0.1736
232,61.432,1.2761,-0.1742
233,61.653,1.2775,-0.1748
234,61.899,1.2789,-0.1755
235,62.096,1.2803,-0.1761
236,62.268,1.2817,-0.1768
237,62.490,1.2831,-0.1773
238,62.662,1.2845,-0.178
239,62.883,1.2859,-0.1786
240,63.080,1.2872,-0.1791
241,63.326,1.2887,-0.1797
242,63.473,1.2901,-0.1803
243,63.621,1.2914,-0.1808
244,63.891,1.2928,-0.1814
245,64.064,1.2942,-0.182
246,64.260,1.2955,-0.1825
247,64.457,1.2969,-0.1832
248,64.678,1.2983,-0.1838
249,64.875,1.2996,-0.1844
250,65.047,1.3010,-0.185
251,65.244,1.3024,-0.1855
252,65.465,1.3037,-0.1861
253,65.613,1.3051,-0.1868
254,65.834,1.3064,-0.1873
255,66.006,1.3077,-0.1878
256,66.228,1.3091,-0.1885
257,66.375,1.3104,-0.189
258,66.523,1.3117,-0.1896
259,66.769,1.3131,-0.1902
260,66.941,1.3144,-0.1906
261,67.113,1.3157,-0.1912
262,67.285,1.3171,-0.1917
263,67.482,1.3184,-0.1922
264,67.629,1.3197,-0.1928
265,67.826,1.3210,-0.1934
266,68.023,1.3223,-0.194
267,68.220,1.3236,-0.1946
268,68.392,1.3250,-0.1951
269,68.589,1.3263,-0.1957
270,68.761,1.3276,-0.1962
271,68.908,1.3289,-0.1968
272,69.130,1.3302,-0.1973
273,69.326,1.3315,-0.1979
274,69.474,1.3328,-0.1983
275,69.671,1.3341,-0.1989
276,69.843,1.3354,-0.1993
277,70.015,1.3367,-0.2
278,70.212,1.3379,-0.2003
279,70.359,1.3392,-0.2009
280,70.482,1.3405,-0.2015
281,70.704,1.3418,-0.2019
282,70.826,1.3430,-0.2025
283,70.974,1.3443,-0.2031
284,71.171,1.3455,-0.2037
285,71.318,1.3468,-0.2042
286,71.540,1.3480,-0.2046
287,71.736,1.3493,-0.2051
288,71.810,1.3506,-0.2057
289,72.056,1.3518,-0.2062
290,72.204,1.3531,-0.2067
291,72.351,1.3544,-0.2071
292,72.548,1.3556,-0.2076
293,72.671,1.3568,-0.2082
294,72.843,1.3581,-0.2087
295,73.015,1.3593,-0.2092
296,73.187,1.3605,-0.2096
297,73.360,1.3618,-0.2102
298,73.482,1.3630,-0.2107
299,73.630,1.3642,-0.2112
300,73.778,1.3655,-0.2117
301,73.999,1.3666,-0.2122
302,74.122,1.3679,-0.2126
303,74.269,1.3691,-0.2131
304,74.442,1.3703,-0.2136
305,74.688,1.3715,-0.2139
306,74.737,1.3727,-0.2145
307,74.860,1.3739,-0.215
308,75.032,1.3752,-0.2154
309,75.204,1.3764,-0.2158
310,75.376,1.3776,-0.2163
311,75.524,1.3787,-0.2169
312,75.696,1.3800,-0.2174
313,75.843,1.3812,-0.2179
314,75.991,1.3823,-0.2184
315,76.089,1.3836,-0.2188
316,76.237,1.3847,-0.2192
317,76.409,1.3859,-0.2196
318,76.507,1.3871,-0.2201
319,76.704,1.3883,-0.2205
320,76.876,1.3895,-0.2209
321,76.999,1.3906,-0.2214
322,77.221,1.3919,-0.2219
323,77.319,1.3930,-0.2225
