current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.025,0.7561,-6.645e-05
2,-0.025,0.7772,-7.98e-05
3,-0.000,0.7914,-9.22e-05
4,-0.025,0.8031,-0.0001038
5,0.025,0.8131,-0.0001168
6,-0.025,0.8218,-0.0001289
7,0.049,0.8299,-0.0001417
8,0.049,0.8371,-0.0001556
9,0.025,0.8436,-0.0001702
10,0.049,0.8500,-0.0001867
11,-0.000,0.8560,-0.0002079
12,0.098,0.8612,-0.0005076
13,0.492,0.8649,-0.001822
14,0.934,0.8685,-0.003207
15,1.279,0.8719,-0.004511
16,1.721,0.8754,-0.005907
17,2.017,0.8789,-0.007252
18,2.459,0.8822,-0.008521
19,2.803,0.8856,-0.009891
20,3.148,0.8891,-0.01129
21,3.590,0.8924,-0.01259
22,3.959,0.8958,-0.01395
23,4.328,0.8991,-0.01527
24,4.746,0.9024,-0.01659
25,5.140,0.9057,-0.01793
26,5.533,0.9090,-0.01924
27,5.878,0.9121,-0.02056
28,6.246,0.9154,-0.02187
29,6.591,0.9186,-0.02323
30,6.984,0.9217,-0.02451
31,7.353,0.9249,-0.0258
32,7.697,0.9280,-0.02711
33,8.066,0.9311,-0.02838
34,8.411,0.9342,-0.02972
35,8.853,0.9373,-0.03099
36,9.148,0.9403,-0.03227
37,9.517,0.9434,-0.03355
38,9.886,0.9463,-0.03481
39,10.304,0.9493,-0.03613
40,10.649,0.9524,-0.03745
41,10.993,0.9553,-0.03867
42,11.312,0.9583,-0.03997
43,11.681,0.9613,-0.04123
44,12.075,0.9641,-0.04248
45,12.419,0.9670,-0.04375
46,12.788,0.9698,-0.04502
47,13.108,0.9726,-0.04622
48,13.477,0.9755,-0.04745
49,13.870,0.9783,-0.04873
50,14.141,0.9811,-0.04989
51,14.534,0.9838,-0.0512
52,14.878,0.9866,-0.05245
53,15.198,0.9893,-0.05362
54,15.518,0.9920,-0.05483
55,15.887,0.9948,-0.05606
56,16.231,0.9974,-0.05727
57,16.600,1.0002,-0.05848
58,16.944,1.0029,-0.05973
59,17.288,1.0054,-0.0609
60,17.657,1.0081,-0.06212
61,17.928,1.0107,-0.06332
62,18.272,1.0133,-0.06446
63,18.592,1.0158,-0.06568
64,18.961,1.0184,-0.06685
65,19.280,1.0208,-0.06801
66,19.625,1.0234,-0.06919
67,19.969,1.0260,-0.07046
68,20.289,1.0285,-0.07159
69,20.584,1.0309,-0.07273
70,20.977,1.0334,-0.0739
71,21.248,1.0358,-0.07505
72,21.568,1.0382,-0.07621
73,21.863,1.0406,-0.07727
74,22.256,1.0430,-0.07846
75,22.576,1.0454,-0.07963
76,22.871,1.0477,-0.08075
77,23.191,1.0501,-0.08183
78,23.510,1.0524,-0.08301
79,23.855,1.0547,-0.08404
80,24.150,1.0570,-0.08514
81,24.470,1.0593,-0.08635
82,24.765,1.0616,-0.08743
83,25.084,1.0639,-0.08856
84,25.429,1.0662,-0.08965
85,25.675,1.0684,-0.09079
86,26.043,1.0707,-0.09183
87,26.339,1.0729,-0.09296
88,26.584,1.0750,-0.09401
89,26.953,1.0772,-0.09508
90,27.248,1.0795,-0.09621
91,27.519,1.0816,-0.09736
92,27.839,1.0838,-0.09839
93,28.183,1.0859,-0.09944
