current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.049,0.7664,-8.012e-05
2,-0.025,0.7842,-9.67e-05
3,0.025,0.7972,-0.0001106
4,-0.000,0.8085,-0.0001262
5,-0.000,0.8179,-0.0001399
6,0.025,0.8260,-0.0001538
7,0.025,0.8336,-0.0001682
8,0.025,0.8407,-0.0001839
9,0.025,0.8471,-0.0001992
10,0.025,0.8533,-0.0002163
11,0.025,0.8592,-0.0002352
12,-0.000,0.8647,-0.000255
13,0.025,0.8700,-0.0002769
14,0.049,0.8752,-0.000301
15,0.049,0.8800,-0.0003274
16,0.098,0.8848,-0.0003581
17,0.098,0.8894,-0.0003992
18,0.270,0.8933,-0.0007427
19,0.811,0.8961,-0.001827
20,1.377,0.8990,-0.002892
21,1.869,0.9019,-0.003905
22,2.336,0.9048,-0.004959
23,2.902,0.9078,-0.006014
24,3.295,0.9107,-0.006978
25,3.812,0.9137,-0.008001
26,4.279,0.9167,-0.008986
27,4.746,0.9195,-0.009962
28,5.189,0.9226,-0.01097
29,5.656,0.9256,-0.01194
30,6.001,0.9284,-0.01288
31,6.468,0.9314,-0.01384
32,6.960,0.9344,-0.01482
33,7.378,0.9373,-0.01575
34,7.820,0.9403,-0.01673
35,8.214,0.9432,-0.01766
36,8.607,0.9461,-0.01858
37,9.075,0.9490,-0.01952
38,9.443,0.9519,-0.02042
39,9.911,0.9548,-0.0214
40,10.280,0.9577,-0.02233
41,10.649,0.9605,-0.02325
42,11.091,0.9635,-0.02416
43,11.509,0.9663,-0.0251
44,11.878,0.9691,-0.02601
45,12.272,0.9720,-0.02694
46,12.690,0.9749,-0.02787
47,13.108,0.9776,-0.02873
48,13.526,0.9804,-0.02965
49,13.895,0.9833,-0.03059
50,14.313,0.9860,-0.03149
51,14.682,0.9888,-0.03241
52,15.100,0.9917,-0.03333
53,15.444,0.9943,-0.03422
54,15.911,0.9971,-0.0351
55,16.256,0.9998,-0.03601
56,16.624,1.0026,-0.03688
57,17.018,1.0053,-0.03781
58,17.411,1.0081,-0.03871
59,17.805,1.0108,-0.03958
60,18.149,1.0134,-0.04047
61,18.592,1.0162,-0.04134
62,18.961,1.0188,-0.04222
63,19.354,1.0214,-0.04307
64,19.699,1.0241,-0.04399
65,20.117,1.0266,-0.04485
66,20.486,1.0292,-0.04571
67,20.830,1.0318,-0.0466
68,21.199,1.0344,-0.04745
69,21.592,1.0370,-0.04836
70,22.010,1.0396,-0.04922
71,22.404,1.0422,-0.05007
72,22.723,1.0447,-0.05089
73,23.092,1.0472,-0.05182
74,23.461,1.0497,-0.05269
75,23.806,1.0522,-0.05353
76,24.199,1.0548,-0.05434
77,24.568,1.0573,-0.05524
78,24.912,1.0597,-0.05612
79,25.330,1.0622,-0.05692
80,25.675,1.0647,-0.05776
81,26.043,1.0672,-0.05863
82,26.437,1.0696,-0.05953
83,26.732,1.0721,-0.06026
84,27.126,1.0745,-0.06111
85,27.519,1.0769,-0.06195
86,27.839,1.0794,-0.06283
87,28.183,1.0818,-0.06366
88,28.552,1.0841,-0.06452
89,28.896,1.0865,-0.06535
90,29.314,1.0889,-0.06622
91,29.585,1.0913,-0.06696
92,29.929,1.0936,-0.06783
93,30.323,1.0960,-0.06864
94,30.691,1.0982,-0.06949
95,31.036,1.1006,-0.07029
96,31.355,1.1029,-0.07113
97,31.700,1.1051,-0.07197
98,32.093,1.1075,-0.07274
99,32.511,1.1098,-0.07361
100,32.806,1.1120,-0.07443
101,33.102,1.1144,-0.07523
102,33.520,1.1166,-0.07603
103,33.790,1.1188,-0.07679
104,34.159,1.1211,-0.07758
105,34.528,1.1233,-0.07838
106,34.848,1.1255,-0.07913
107,35.216,1.1277,-0.07991
108,35.487,1.1299,-0.08069
109,35.831,1.1321,-0.08154
110,36.225,1.1343,-0.08231
111,36.520,1.1364,-0.08314
