current[mA],power[mW],voltage[V],mpd_current[mA]
1,0.025,0.7622,-7.978e-05
2,0.025,0.7813,-9.745e-05
3,-0.000,0.7944,-0.0001125
4,0.049,0.8055,-0.0001288
5,-0.000,0.8148,-0.0001439
6,0.025,0.8230,-0.000159
7,-0.000,0.8305,-0.0001747
8,-0.000,0.8374,-0.000191
9,-0.000,0.8438,-0.0002083
10,0.025,0.8499,-0.0002277
11,0.049,0.8556,-0.0002657
12,0.295,0.8596,-0.001218
13,0.689,0.8630,-0.002685
14,1.057,0.8663,-0.004089
15,1.426,0.8696,-0.005488
16,1.820,0.8729,-0.006949
17,2.189,0.8762,-0.008377
18,2.607,0.8794,-0.00979
19,3.000,0.8827,-0.01119
20,3.345,0.8858,-0.01256
21,3.689,0.8889,-0.01398
22,4.131,0.8921,-0.01539
23,4.525,0.8952,-0.01681
24,4.820,0.8983,-0.01818
25,5.312,0.9015,-0.01959
26,5.607,0.9046,-0.02099
27,6.074,0.9076,-0.02234
28,6.419,0.9107,-0.02374
29,6.837,0.9138,-0.02513
30,7.206,0.9167,-0.02649
31,7.624,0.9197,-0.02785
32,7.943,0.9227,-0.02926
33,8.337,0.9256,-0.03061
34,8.755,0.9286,-0.03195
35,9.124,0.9316,-0.03333
36,9.493,0.9344,-0.03466
37,9.837,0.9373,-0.03601
38,10.206,0.9401,-0.03737
39,10.624,0.9431,-0.03873
40,10.968,0.9460,-0.04008
41,11.362,0.9488,-0.04143
42,11.681,0.9517,-0.04273
43,12.099,0.9544,-0.04412
44,12.444,0.9572,-0.04541
45,12.862,0.9600,-0.04675
46,13.206,0.9628,-0.04809
47,13.600,0.9656,-0.04945
48,13.919,0.9684,-0.05071
49,14.288,0.9710,-0.05207
50,14.657,0.9738,-0.05336
51,15.075,0.9765,-0.0547
52,15.395,0.9792,-0.05603
53,15.739,0.9818,-0.0573
54,16.157,0.9845,-0.0586
55,16.502,0.9872,-0.05991
56,16.870,0.9898,-0.06116
57,17.239,0.9924,-0.06244
58,17.559,0.9950,-0.06377
59,17.952,0.9976,-0.06501
60,18.321,1.0003,-0.06634
61,18.641,1.0029,-0.06761
62,19.010,1.0054,-0.06888
63,19.354,1.0080,-0.07014
64,19.699,1.0106,-0.07142
65,20.067,1.0131,-0.07268
66,20.387,1.0156,-0.07396
67,20.805,1.0182,-0.07526
68,21.125,1.0206,-0.07643
69,21.494,1.0230,-0.07772
70,21.789,1.0255,-0.07892
71,22.182,1.0279,-0.08018
72,22.502,1.0304,-0.08146
73,22.846,1.0328,-0.08266
74,23.142,1.0353,-0.08393
75,23.510,1.0377,-0.08517
76,23.904,1.0401,-0.0864
77,24.248,1.0425,-0.0876
78,24.617,1.0449,-0.08887
79,24.912,1.0472,-0.09005
80,25.232,1.0496,-0.09122
81,25.576,1.0519,-0.09252
82,25.945,1.0543,-0.09372
83,26.240,1.0566,-0.09497
84,26.609,1.0590,-0.09615
85,26.953,1.0612,-0.09733
86,27.273,1.0636,-0.09853
87,27.642,1.0659,-0.09976
88,27.962,1.0681,-0.1009
89,28.232,1.0704,-0.1021
90,28.650,1.0727,-0.1033
91,28.995,1.0749,-0.1044
92,29.314,1.0771,-0.1056
93,29.609,1.0794,-0.1069
94,29.954,1.0816,-0.1079
95,30.249,1.0838,-0.1092
96,30.618,1.0860,-0.1103
97,30.937,1.0882,-0.1115
98,31.282,1.0904,-0.1127
99,31.601,1.0926,-0.1138
100,31.946,1.0947,-0.115
101,32.216,1.0969,-0.1162
102,32.560,1.0990,-0.1173
103,32.979,1.1012,-0.1184
104,33.224,1.1033,-0.1196
105,33.520,1.1054,-0.1207
106,33.864,1.1075,-0.1218
107,34.159,1.1096,-0.123
108,34.454,1.1117,-0.1242
109,34.774,1.1138,-0.1253
110,35.143,1.1159,-0.1264
111,35.487,1.1179,-0.1274
112,35.758,1.1199,-0.1286
113,36.077,1.1220,-0.1297
114,36.372,1.1240,-0.1307
115,36.667,1.1261,-0.1319
116,37.036,1.1280,-0.133
117,37.331,1.1300,-0.1341
118,37.602,1.1321,-0.1352
119,37.922,1.1341,-0.1363
120,38.241,1.1360,-0.1374
121,38.512,1.1380,-0.1384
122,38.832,1.1401,-0.1396
123,39.151,1.1419,-0.1406
124,39.471,1.1439,-0.1416
125,39.766,1.1458,-0.1428
126,40.086,1.1477,-0.1439
127,40.307,1.1497,-0.145
128,40.701,1.1516,-0.146
129,40.897,1.1535,-0.1471
130,41.242,1.1554,-0.148
131,41.561,1.1573,-0.1491
132,41.832,1.1592,-0.1502
133,42.127,1.1611,-0.1512
134,42.471,1.1630,-0.1522
135,42.742,1.1648,-0.1533
136,43.086,1.1667,-0.1544
137,43.332,1.1686,-0.1554
138,43.603,1.1704,-0.1564
139,43.922,1.1722,-0.1573
140,44.217,1.1741,-0.1584
141,44.488,1.1759,-0.1594
142,44.758,1.1777,-0.1605
143,45.029,1.1795,-0.1614
144,45.349,1.1813,-0.1624
145,45.644,1.1831,-0.1635
146,45.914,1.1849,-0.1645
147,46.185,1.1866,-0.1655
148,46.504,1.1884,-0.1665
149,46.775,1.1902,-0.1674
150,47.070,1.1920,-0.1685
151,47.316,1.1937,-0.1694
152,47.611,1.1954,-0.1704
153,47.882,1.1972,-0.1715
154,48.128,1.1989,-0.1725
155,48.472,1.2006,-0.1734
156,48.792,1.2024,-0.1743
157,49.013,1.2041,-0.1754
158,49.259,1.2058,-0.1762
159,49.554,1.2075,-0.1772
160,49.800,1.2091,-0.1782
161,50.046,1.2108,-0.1793
162,50.365,1.2125,-0.1801
163,50.562,1.2142,-0.181
164,50.931,1.2159,-0.182
165,51.152,1.2175,-0.1829
166,51.423,1.2192,-0.1839
167,51.718,1.2208,-0.1848
168,51.964,1.2225,-0.1857
169,52.210,1.2241,-0.1867
170,52.480,1.2258,-0.1876
171,52.776,1.2274,-0.1886
172,52.948,1.2290,-0.1896
173,53.267,1.2307,-0.1904
174,53.538,1.2323,-0.1913
175,53.858,1.2339,-0.1922
176,54.030,1.2355,-0.1931
177,54.374,1.2371,-0.194
178,54.571,1.2387,-0.195
179,54.866,1.2402,-0.1959
180,55.087,1.2418,-0.1968
181,55.333,1.2434,-0.1976
182,55.653,1.2450,-0.1984
183,55.825,1.2465,-0.1994
184,56.096,1.2480,-0.2003
185,56.317,1.2496,-0.2012
186,56.661,1.2512,-0.202
187,56.858,1.2527,-0.2029
188,57.079,1.2543,-0.2038
189,57.374,1.2557,-0.2046
190,57.571,1.2572,-0.2054
191,57.842,1.2588,-0.2063
192,58.112,1.2603,-0.2071
193,58.358,1.2618,-0.208
194,58.579,1.2633,-0.2089
195,58.801,1.2648,-0.2098
196,59.071,1.2663,-0.2105
197,59.293,1.2678,-0.2115
198,59.538,1.2693,-0.2123
199,59.784,1.2708,-0.2131
200,60.030,1.2723,-0.2139
201,60.227,1.2737,-0.2149
202,60.498,1.2752,-0.2157
203,60.793,1.2767,-0.2165
204,61.014,1.2781,-0.2175
