current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.025,0.7646,-8.38e-05
2,-0.049,0.7827,-9.997e-05
3,-0.025,0.7954,-0.0001152
4,-0.000,0.8064,-0.0001285
5,-0.000,0.8157,-0.0001413
6,0.025,0.8237,-0.0001531
7,0.025,0.8308,-0.0001652
8,0.049,0.8377,-0.000178
9,0.049,0.8440,-0.0001909
10,-0.000,0.8499,-0.0002046
11,0.025,0.8557,-0.0002193
12,0.049,0.8608,-0.0002352
13,0.049,0.8660,-0.0002529
14,0.049,0.8710,-0.0002744
15,0.123,0.8754,-0.0003577
16,0.492,0.8787,-0.0009185
17,0.934,0.8817,-0.001572
18,1.426,0.8847,-0.002206
19,1.844,0.8877,-0.002843
20,2.213,0.8906,-0.003462
21,2.754,0.8936,-0.004093
22,3.099,0.8966,-0.004709
23,3.517,0.8995,-0.005332
24,3.959,0.9024,-0.005934
25,4.353,0.9054,-0.006538
26,4.820,0.9083,-0.007144
27,5.214,0.9111,-0.007731
28,5.607,0.9141,-0.008339
29,6.025,0.9170,-0.008949
30,6.419,0.9198,-0.009525
31,6.787,0.9227,-0.01014
32,7.255,0.9256,-0.01076
33,7.624,0.9284,-0.01134
34,8.066,0.9313,-0.01192
35,8.460,0.9341,-0.01253
36,8.878,0.9369,-0.0131
37,9.247,0.9396,-0.01368
38,9.616,0.9424,-0.01422
39,10.058,0.9452,-0.01482
40,10.403,0.9480,-0.01541
41,10.771,0.9507,-0.01597
42,11.239,0.9535,-0.01654
43,11.632,0.9562,-0.01716
44,12.001,0.9589,-0.01768
45,12.370,0.9616,-0.01828
46,12.788,0.9643,-0.01885
47,13.182,0.9669,-0.01941
48,13.501,0.9696,-0.01999
49,13.895,0.9723,-0.02055
50,14.313,0.9749,-0.0211
51,14.755,0.9776,-0.02167
52,15.124,0.9802,-0.02225
53,15.444,0.9828,-0.02281
54,15.887,0.9853,-0.02335
55,16.256,0.9880,-0.02391
56,16.575,0.9905,-0.02444
57,16.969,0.9931,-0.025
58,17.362,0.9957,-0.02555
59,17.707,0.9981,-0.02608
60,18.075,1.0007,-0.02662
61,18.494,1.0032,-0.02718
62,18.887,1.0058,-0.02771
63,19.059,1.0084,-0.02805
64,19.403,1.0110,-0.02856
65,19.871,1.0133,-0.02912
66,20.190,1.0158,-0.02968
67,20.584,1.0182,-0.03023
68,20.953,1.0206,-0.03077
69,21.322,1.0230,-0.03132
70,21.691,1.0254,-0.03186
71,22.059,1.0277,-0.03239
72,22.453,1.0301,-0.03295
73,22.846,1.0324,-0.03348
74,23.191,1.0347,-0.03401
75,23.584,1.0371,-0.0346
76,23.904,1.0394,-0.0351
77,24.297,1.0417,-0.03564
78,24.666,1.0440,-0.03617
79,25.035,1.0463,-0.03669
80,25.379,1.0485,-0.0372
81,25.699,1.0509,-0.03776
82,26.117,1.0531,-0.03824
83,26.462,1.0553,-0.03882
84,26.855,1.0576,-0.03934
85,27.126,1.0598,-0.03985
86,27.494,1.0621,-0.04039
87,27.863,1.0643,-0.04093
88,28.257,1.0665,-0.04142
89,28.576,1.0687,-0.042
90,28.970,1.0709,-0.04245
91,29.265,1.0731,-0.043
92,29.634,1.0753,-0.04347
93,29.929,1.0774,-0.04407
94,30.347,1.0796,-0.0445
95,30.716,1.0818,-0.04501
96,31.085,1.0839,-0.0455
97,31.405,1.0859,-0.04603
98,31.700,1.0881,-0.04653
99,32.118,1.0902,-0.04702
100,32.388,1.0923,-0.04756
101,32.757,1.0944,-0.04805
102,33.077,1.0965,-0.0485
103,33.446,1.0986,-0.04907
104,33.790,1.1007,-0.04954
105,34.061,1.1028,-0.05006
106,34.454,1.1048,-0.05055
107,34.725,1.1068,-0.05105
108,35.118,1.1088,-0.05147
109,35.438,1.1108,-0.05194
110,35.758,1.1129,-0.05244
111,36.126,1.1149,-0.05301
112,36.421,1.1169,-0.05344
113,36.766,1.1189,-0.05398
114,37.085,1.1209,-0.05442
115,37.381,1.1229,-0.05493
116,37.749,1.1249,-0.05539
117,38.143,1.1268,-0.05588
118,38.413,1.1288,-0.05637
119,38.733,1.1308,-0.05683
120,39.077,1.1326,-0.05729
121,39.397,1.1346,-0.05781
122,39.692,1.1365,-0.05825
123,40.012,1.1384,-0.05874
124,40.283,1.1404,-0.05917
125,40.602,1.1423,-0.05971
126,40.922,1.1442,-0.06016
127,41.217,1.1461,-0.06062
128,41.561,1.1480,-0.06103
129,41.881,1.1499,-0.06152
130,42.225,1.1517,-0.06196
131,42.520,1.1536,-0.06242
132,42.791,1.1555,-0.06289
133,43.234,1.1573,-0.06338
134,43.455,1.1592,-0.06387
135,43.725,1.1610,-0.06431
136,44.045,1.1628,-0.0648
137,44.414,1.1647,-0.06517
138,44.734,1.1664,-0.0656
139,45.004,1.1683,-0.06606
140,45.275,1.1701,-0.06656
141,45.619,1.1719,-0.06697
142,45.890,1.1737,-0.06743
143,46.160,1.1754,-0.06785
144,46.455,1.1772,-0.06831
145,46.800,1.1790,-0.06876
146,47.070,1.1807,-0.06913
147,47.439,1.1825,-0.06957
148,47.685,1.1843,-0.07002
149,47.931,1.1860,-0.07048
150,48.251,1.1877,-0.07091
151,48.570,1.1894,-0.07131
152,48.865,1.1911,-0.07173
153,49.160,1.1929,-0.07221
154,49.431,1.1946,-0.07267
155,49.775,1.1963,-0.07301
156,49.997,1.1980,-0.07351
157,50.341,1.1997,-0.07384
158,50.538,1.2014,-0.07432
159,50.907,1.2031,-0.07472
160,51.202,1.2048,-0.07518
161,51.448,1.2065,-0.07561
162,51.718,1.2081,-0.076
163,52.038,1.2098,-0.07647
164,52.284,1.2114,-0.07682
165,52.530,1.2131,-0.0772
166,52.849,1.2147,-0.07766
167,53.095,1.2164,-0.07804
168,53.390,1.2181,-0.07841
169,53.710,1.2197,-0.07886
170,54.005,1.2212,-0.07928
171,54.251,1.2229,-0.0797
172,54.546,1.2245,-0.08014
173,54.841,1.2261,-0.0805
174,55.063,1.2277,-0.08082
175,55.309,1.2293,-0.08139
176,55.628,1.2309,-0.08176
177,55.923,1.2325,-0.08211
178,56.194,1.2341,-0.08251
179,56.440,1.2356,-0.08289
180,56.637,1.2372,-0.08335
181,56.956,1.2388,-0.08367
182,57.153,1.2404,-0.08413
183,57.448,1.2419,-0.08458
184,57.768,1.2435,-0.08488
185,58.014,1.2450,-0.08522
186,58.235,1.2466,-0.08569
187,58.530,1.2481,-0.08601
188,58.776,1.2496,-0.08643
189,59.047,1.2512,-0.08682
190,59.268,1.2526,-0.08711
191,59.588,1.2542,-0.08758
192,59.834,1.2557,-0.08793
193,60.080,1.2572,-0.08829
194,60.350,1.2587,-0.08873
195,60.621,1.2602,-0.08906
196,60.793,1.2617,-0.08941
197,61.112,1.2632,-0.08986
198,61.334,1.2647,-0.09018
199,61.580,1.2662,-0.0906
200,61.850,1.2677,-0.09098
201,62.121,1.2692,-0.09136
202,62.342,1.2706,-0.09169
203,62.637,1.2721,-0.09203
204,62.858,1.2735,-0.09245
205,63.080,1.2750,-0.09278
206,63.277,1.2764,-0.0931
207,63.572,1.2779,-0.0935
208,63.842,1.2793,-0.09378
209,64.137,1.2807,-0.09419
210,64.285,1.2822,-0.0946
211,64.580,1.2836,-0.09481
212,64.752,1.2851,-0.09535
213,65.047,1.2865,-0.09568
214,65.293,1.2879,-0.09595
215,65.539,1.2893,-0.09647
216,65.711,1.2907,-0.09664
217,65.982,1.2921,-0.09705
218,66.252,1.2935,-0.09731
219,66.474,1.2949,-0.09766
220,66.695,1.2963,-0.098
221,66.965,1.2977,-0.09839
222,67.162,1.2991,-0.09872
223,67.408,1.3005,-0.0991
224,67.580,1.3019,-0.0995
225,67.900,1.3032,-0.09978
226,68.121,1.3046,-0.1001
227,68.269,1.3060,-0.1005
228,68.490,1.3073,-0.1009
229,68.810,1.3087,-0.1011
230,69.031,1.3101,-0.1015
231,69.253,1.3114,-0.1018
232,69.449,1.3128,-0.1022
233,69.671,1.3141,-0.1026
234,69.867,1.3154,-0.1029
235,70.113,1.3168,-0.1032
236,70.359,1.3181,-0.1035
237,70.531,1.3194,-0.1038
238,70.826,1.3208,-0.1042
239,71.023,1.3221,-0.1045
240,71.245,1.3234,-0.1048
241,71.417,1.3248,-0.1051
242,71.663,1.3261,-0.1054
243,71.884,1.3274,-0.1057
244,72.081,1.3287,-0.1061
245,72.277,1.3300,-0.1064
246,72.548,1.3313,-0.1065
247,72.794,1.3325,-0.1069
248,72.917,1.3339,-0.1074
249,73.187,1.3351,-0.1076
250,73.433,1.3364,-0.108
251,73.605,1.3377,-0.1082
252,73.851,1.3390,-0.1086
253,73.974,1.3403,-0.1089
254,74.171,1.3415,-0.1092
255,74.417,1.3428,-0.1095
256,74.638,1.3441,-0.1098
257,74.835,1.3453,-0.11
258,75.032,1.3466,-0.1104
259,75.229,1.3479,-0.1108
260,75.425,1.3491,-0.1111
261,75.622,1.3504,-0.1113
262,75.893,1.3516,-0.1117
263,76.016,1.3529,-0.1119
264,76.261,1.3541,-0.1122
265,76.434,1.3553,-0.1126
266,76.606,1.3566,-0.1128
267,76.802,1.3578,-0.1131
268,77.024,1.3591,-0.1135
269,77.221,1.3603,-0.1137
270,77.417,1.3615,-0.114
271,77.639,1.3627,-0.1143
272,77.811,1.3639,-0.1145
273,77.983,1.3652,-0.115
274,78.229,1.3664,-0.1152
275,78.401,1.3676,-0.1154
