current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.000,0.7571,-7.249e-05
2,-0.000,0.7784,-8.786e-05
3,-0.000,0.7923,-0.000101
4,-0.000,0.8040,-0.0001157
5,0.049,0.8139,-0.0001293
6,-0.000,0.8224,-0.0001429
7,0.025,0.8303,-0.0001575
8,0.025,0.8377,-0.0001729
9,0.025,0.8442,-0.0001882
10,-0.000,0.8504,-0.0002061
11,-0.000,0.8564,-0.0002252
12,0.049,0.8620,-0.0002465
13,0.049,0.8674,-0.0002706
14,0.074,0.8726,-0.0003022
15,0.147,0.8773,-0.0005306
16,0.590,0.8807,-0.001606
17,0.984,0.8841,-0.002769
18,1.451,0.8874,-0.003899
19,1.943,0.8907,-0.00502
20,2.312,0.8940,-0.006149
21,2.779,0.8972,-0.007231
22,3.148,0.9004,-0.008343
23,3.566,0.9038,-0.009433
24,4.058,0.9069,-0.01052
25,4.402,0.9101,-0.01162
26,4.869,0.9134,-0.01268
27,5.263,0.9165,-0.01372
28,5.656,0.9197,-0.01476
29,6.074,0.9228,-0.01581
30,6.517,0.9259,-0.01683
31,6.861,0.9290,-0.01786
32,7.304,0.9321,-0.01887
33,7.697,0.9350,-0.01986
34,8.042,0.9381,-0.02087
35,8.484,0.9412,-0.0219
36,8.853,0.9442,-0.02283
37,9.271,0.9470,-0.02382
38,9.616,0.9500,-0.02477
39,10.034,0.9530,-0.02576
40,10.452,0.9560,-0.02669
41,10.796,0.9587,-0.02762
42,11.239,0.9616,-0.02856
43,11.608,0.9646,-0.02954
44,11.952,0.9674,-0.03045
45,12.321,0.9702,-0.03136
46,12.739,0.9730,-0.03228
47,13.108,0.9759,-0.03319
48,13.452,0.9787,-0.03409
49,13.846,0.9815,-0.03494
50,14.264,0.9841,-0.0358
51,14.608,0.9868,-0.03667
52,14.977,0.9895,-0.03755
53,15.296,0.9922,-0.03839
54,15.715,0.9949,-0.03923
55,16.083,0.9976,-0.04009
56,16.428,1.0003,-0.04089
57,16.821,1.0029,-0.04172
58,17.166,1.0056,-0.04252
59,17.141,1.0083,-0.0374
60,17.534,1.0109,-0.03826
61,17.928,1.0135,-0.03914
62,18.297,1.0159,-0.03993
63,18.641,1.0184,-0.04074
64,19.035,1.0208,-0.0416
65,19.379,1.0233,-0.04239
66,19.772,1.0258,-0.04323
67,20.141,1.0283,-0.04403
68,20.387,1.0307,-0.04483
69,20.781,1.0332,-0.04561
70,21.100,1.0355,-0.04644
71,21.543,1.0379,-0.04723
72,21.887,1.0402,-0.04804
73,22.207,1.0426,-0.04888
74,22.527,1.0449,-0.04963
75,22.920,1.0473,-0.05046
76,23.240,1.0495,-0.05121
77,23.584,1.0518,-0.05198
78,23.953,1.0541,-0.05283
79,24.297,1.0564,-0.05354
80,24.617,1.0587,-0.05432
81,25.011,1.0610,-0.05511
82,25.281,1.0631,-0.05589
83,25.625,1.0654,-0.05671
84,26.019,1.0676,-0.05749
85,26.339,1.0698,-0.05818
86,26.683,1.0720,-0.05894
87,26.978,1.0742,-0.05972
88,27.273,1.0762,-0.06046
89,27.617,1.0784,-0.06127
90,27.986,1.0805,-0.06199
91,28.281,1.0826,-0.06277
92,28.626,1.0848,-0.0635
93,28.995,1.0869,-0.06419
94,29.290,1.0890,-0.06501
95,29.609,1.0910,-0.06572
96,29.904,1.0931,-0.0664
97,30.298,1.0951,-0.06721
98,30.593,1.0972,-0.06793
99,30.913,1.0992,-0.06868
100,31.208,1.1012,-0.06946
101,31.528,1.1032,-0.07008
102,31.872,1.1052,-0.07083
103,32.142,1.1072,-0.07156
104,32.462,1.1091,-0.07228
105,32.757,1.1112,-0.073
106,33.077,1.1131,-0.07371
107,33.421,1.1151,-0.07437
108,33.716,1.1170,-0.07505
109,34.011,1.1189,-0.0758
110,34.307,1.1208,-0.07648
111,34.626,1.1226,-0.07718
112,34.921,1.1246,-0.07782
113,35.216,1.1264,-0.0786
114,35.512,1.1283,-0.0793
115,35.782,1.1302,-0.07991
116,36.126,1.1321,-0.0806
117,36.446,1.1338,-0.0813
118,36.692,1.1357,-0.08203
119,37.036,1.1375,-0.08269
120,37.307,1.1393,-0.08342
121,37.651,1.1411,-0.08405
122,37.897,1.1429,-0.08471
123,38.168,1.1447,-0.08539
124,38.487,1.1465,-0.08602
125,38.758,1.1482,-0.08675
126,39.077,1.1500,-0.08739
127,39.299,1.1518,-0.08801
128,39.619,1.1536,-0.0887
129,39.938,1.1553,-0.08939
130,40.209,1.1570,-0.09002
131,40.504,1.1587,-0.09064
132,40.750,1.1604,-0.09134
133,41.045,1.1621,-0.09197
134,41.365,1.1639,-0.09259
135,41.611,1.1655,-0.09324
136,41.906,1.1672,-0.09382
137,42.152,1.1688,-0.09451
138,42.397,1.1705,-0.09508
139,42.693,1.1722,-0.09575
140,42.963,1.1739,-0.09641
141,43.258,1.1754,-0.09705
142,43.480,1.1771,-0.09758
143,43.799,1.1787,-0.09825
144,44.070,1.1804,-0.09895
145,44.414,1.1820,-0.09959
146,44.611,1.1836,-0.1002
147,44.931,1.1852,-0.1008
148,45.103,1.1868,-0.1014
149,45.398,1.1884,-0.1021
150,45.693,1.1899,-0.1027
151,45.914,1.1915,-0.1032
152,46.185,1.1931,-0.1038
153,46.455,1.1946,-0.1044
154,46.726,1.1962,-0.105
155,46.972,1.1977,-0.1056
156,47.242,1.1993,-0.1061
157,47.513,1.2008,-0.1068
158,47.734,1.2023,-0.1073
159,48.005,1.2039,-0.1079
160,48.300,1.2054,-0.1085
161,48.472,1.2069,-0.1091
162,48.792,1.2084,-0.1097
163,49.037,1.2099,-0.1103
164,49.283,1.2113,-0.1108
165,49.529,1.2128,-0.1115
166,49.800,1.2143,-0.1121
167,50.046,1.2158,-0.1126
168,50.267,1.2173,-0.1132
169,50.538,1.2187,-0.1139
170,50.759,1.2202,-0.1145
171,51.029,1.2216,-0.1149
172,51.226,1.2231,-0.1155
173,51.497,1.2245,-0.116
174,51.743,1.2259,-0.1165
175,51.964,1.2273,-0.1171
176,52.185,1.2288,-0.1176
177,52.456,1.2302,-0.1181
178,52.702,1.2316,-0.1186
179,52.923,1.2330,-0.1192
180,53.169,1.2344,-0.1197
181,53.415,1.2358,-0.1203
182,53.685,1.2372,-0.1209
183,53.907,1.2386,-0.1214
184,54.153,1.2400,-0.122
185,54.300,1.2414,-0.1226
186,54.620,1.2427,-0.1232
187,54.817,1.2440,-0.1237
188,55.087,1.2455,-0.1242
189,55.284,1.2468,-0.1247
190,55.505,1.2482,-0.1253
191,55.751,1.2495,-0.1258
192,55.997,1.2509,-0.1263
193,56.169,1.2522,-0.1268
194,56.440,1.2536,-0.1273
195,56.637,1.2549,-0.1278
196,56.883,1.2562,-0.1283
197,57.104,1.2575,-0.1287
198,57.301,1.2588,-0.1293
199,57.497,1.2601,-0.1297
200,57.768,1.2614,-0.1303
201,57.989,1.2627,-0.1309
202,58.186,1.2640,-0.1314
203,58.407,1.2653,-0.1319
204,58.702,1.2666,-0.1323
205,58.899,1.2679,-0.133
206,59.071,1.2692,-0.1334
207,59.268,1.2704,-0.134
208,59.489,1.2717,-0.1344
209,59.711,1.2729,-0.1349
210,59.932,1.2742,-0.1354
211,60.104,1.2754,-0.1359
212,60.375,1.2767,-0.1364
213,60.547,1.2780,-0.1368
214,60.842,1.2792,-0.1373
215,60.989,1.2805,-0.1378
216,61.260,1.2817,-0.1382
217,61.408,1.2829,-0.1387
218,61.629,1.2841,-0.1391
219,61.801,1.2853,-0.1396
220,62.047,1.2866,-0.14
221,62.244,1.2878,-0.1406
222,62.465,1.2890,-0.1412
223,62.637,1.2903,-0.1416
224,62.858,1.2915,-0.142
225,63.006,1.2926,-0.1425
226,63.277,1.2939,-0.1429
227,63.424,1.2951,-0.1435
228,63.670,1.2962,-0.1439
229,63.818,1.2974,-0.1444
230,64.088,1.2986,-0.1448
231,64.260,1.2998,-0.1454
232,64.457,1.3010,-0.1458
233,64.654,1.3022,-0.1461
234,64.850,1.3034,-0.1466
235,65.072,1.3045,-0.147
236,65.219,1.3057,-0.1475
237,65.441,1.3069,-0.1479
238,65.662,1.3080,-0.1484
239,65.810,1.3092,-0.1488
240,66.006,1.3103,-0.1493
241,66.277,1.3115,-0.1498
242,66.351,1.3126,-0.1502
243,66.572,1.3137,-0.1506
244,66.769,1.3149,-0.1511
245,66.916,1.3160,-0.1514
246,67.138,1.3172,-0.152
247,67.310,1.3183,-0.1524
248,67.506,1.3194,-0.1528
249,67.679,1.3205,-0.1532
250,67.925,1.3217,-0.1535
251,67.998,1.3227,-0.154
252,68.269,1.3239,-0.1544
253,68.441,1.3250,-0.1549
254,68.589,1.3261,-0.1552
255,68.761,1.3272,-0.1557
256,68.957,1.3283,-0.156
257,69.179,1.3294,-0.1565
258,69.302,1.3305,-0.157
259,69.523,1.3316,-0.1574
260,69.695,1.3326,-0.1579
261,69.843,1.3337,-0.1582
262,70.089,1.3349,-0.1586
263,70.261,1.3359,-0.159
264,70.384,1.3370,-0.1595
265,70.556,1.3381,-0.1598
266,70.777,1.3391,-0.1603
267,70.925,1.3402,-0.1606
268,71.097,1.3413,-0.1611
269,71.245,1.3424,-0.1614
270,71.441,1.3434,-0.1618
271,71.589,1.3445,-0.1622
272,71.786,1.3455,-0.1625
273,71.958,1.3466,-0.163
274,72.105,1.3477,-0.1634
275,72.327,1.3487,-0.1638
276,72.400,1.3497,-0.1641
277,72.597,1.3508,-0.1645
278,72.769,1.3518,-0.1648
279,72.892,1.3528,-0.1653
280,73.064,1.3539,-0.1655
281,73.261,1.3549,-0.1659
282,73.458,1.3559,-0.1664
283,73.581,1.3570,-0.1667
284,73.728,1.3580,-0.1671
285,73.999,1.3590,-0.1676
286,74.073,1.3600,-0.1679
287,74.245,1.3610,-0.1682
288,74.392,1.3620,-0.1687
289,74.515,1.3631,-0.1689
290,74.761,1.3640,-0.1694
291,74.884,1.3651,-0.1698
292,75.032,1.3660,-0.1701
293,75.155,1.3671,-0.1705
294,75.327,1.3681,-0.1708
295,75.524,1.3691,-0.1711
296,75.597,1.3700,-0.1714
297,75.770,1.3711,-0.1717
298,75.991,1.3720,-0.1721
299,76.114,1.3730,-0.1724
300,76.212,1.3740,-0.1727
301,76.409,1.3750,-0.1732
302,76.557,1.3760,-0.1735
303,76.704,1.3769,-0.1739
304,76.925,1.3779,-0.1742
305,77.024,1.3789,-0.1746
306,77.147,1.3799,-0.175
307,77.343,1.3808,-0.1752
308,77.466,1.3818,-0.1756
309,77.614,1.3827,-0.176
310,77.762,1.3837,-0.1763
311,77.860,1.3847,-0.1765
312,78.057,1.3857,-0.1769
313,78.229,1.3866,-0.1773
314,78.327,1.3875,-0.1774
315,78.426,1.3885,-0.1778
316,78.647,1.3894,-0.1781
317,78.770,1.3904,-0.1784
318,78.942,1.3913,-0.1788
319,79.040,1.3922,-0.1791
320,79.213,1.3932,-0.1794
321,79.335,1.3941,-0.1798
322,79.483,1.3951,-0.1803
323,79.606,1.3960,-0.1805
324,79.680,1.3969,-0.1808
325,79.877,1.3979,-0.1812
326,79.975,1.3988,-0.1815
327,80.098,1.3997,-0.1817
328,80.344,1.4006,-0.1819
329,80.442,1.4015,-0.1823
330,80.516,1.4025,-0.1826
331,80.713,1.4034,-0.1827
332,80.836,1.4043,-0.1832
333,80.983,1.4052,-0.1834
334,81.057,1.4061,-0.1836
335,81.180,1.4071,-0.1841
336,81.352,1.4080,-0.1844
337,81.500,1.4088,-0.1849
338,81.573,1.4098,-0.1851
339,81.770,1.4106,-0.1854
340,81.819,1.4116,-0.1857
341,81.967,1.4124,-0.186
342,82.213,1.4133,-0.1862
343,82.213,1.4142,-0.1865
344,82.385,1.4151,-0.1868
345,82.483,1.4160,-0.187
346,82.655,1.4169,-0.1873
347,82.754,1.4178,-0.1875
348,82.877,1.4187,-0.1877
349,83.024,1.4196,-0.188
350,83.098,1.4204,-0.1884
351,83.197,1.4213,-0.1887
352,83.418,1.4222,-0.1891
353,83.467,1.4230,-0.1893
354,83.639,1.4239,-0.1896
355,83.762,1.4248,-0.19
356,83.836,1.4257,-0.1903
357,84.008,1.4265,-0.1905
358,84.082,1.4274,-0.1908
359,84.279,1.4283,-0.191
360,84.328,1.4291,-0.1911
361,84.500,1.4300,-0.1914
362,84.598,1.4308,-0.1916
363,84.721,1.4316,-0.1921
364,84.795,1.4325,-0.1922
365,84.943,1.4333,-0.1924
366,84.992,1.4342,-0.1927
367,85.139,1.4350,-0.193
368,85.262,1.4359,-0.1934
369,85.385,1.4367,-0.1936
370,85.484,1.4376,-0.194
371,85.607,1.4384,-0.1941
372,85.680,1.4393,-0.1944
373,85.803,1.4401,-0.1948
374,85.951,1.4409,-0.1948
375,86.025,1.4418,-0.1952
376,86.148,1.4426,-0.1954
377,86.295,1.4434,-0.1956
378,86.344,1.4443,-0.1957
379,86.492,1.4451,-0.1961
380,86.615,1.4459,-0.1962
381,86.738,1.4467,-0.1965
382,86.861,1.4476,-0.1969
383,86.935,1.4484,-0.197
384,87.033,1.4492,-0.1972
385,87.107,1.4500,-0.1976
386,87.279,1.4508,-0.1977
387,87.377,1.4517,-0.1981
388,87.402,1.4525,-0.1983
389,87.549,1.4532,-0.1985
390,87.672,1.4541,-0.1987
391,87.746,1.4548,-0.1989
392,87.820,1.4557,-0.1991
393,87.943,1.4565,-0.1993
394,88.017,1.4573,-0.1996
395,88.164,1.4581,-0.1998
396,88.213,1.4588,-0.2
397,88.336,1.4596,-0.2002
398,88.484,1.4604,-0.2003
399,88.558,1.4612,-0.2007
400,88.631,1.4620,-0.2008
401,88.730,1.4628,-0.2011
402,88.828,1.4636,-0.2014
403,88.951,1.4644,-0.2016
404,89.000,1.4651,-0.2018
405,89.074,1.4660,-0.202
406,89.148,1.4667,-0.2022
407,89.369,1.4675,-0.2024
408,89.443,1.4683,-0.2027
409,89.541,1.4690,-0.2028
410,89.591,1.4698,-0.2029
411,89.689,1.4706,-0.2034
412,89.738,1.4714,-0.2035
413,89.837,1.4721,-0.2037
414,89.935,1.4729,-0.204
415,90.009,1.4737,-0.204
416,90.058,1.4744,-0.2043
417,90.181,1.4752,-0.2045
418,90.304,1.4759,-0.2047
419,90.353,1.4767,-0.2049
420,90.501,1.4774,-0.2049
421,90.574,1.4782,-0.2052
422,90.623,1.4790,-0.2054
423,90.697,1.4797,-0.2056
424,90.869,1.4805,-0.2057
425,90.968,1.4812,-0.2061
426,91.017,1.4820,-0.2061
427,91.091,1.4827,-0.2065
428,91.140,1.4835,-0.2065
429,91.263,1.4842,-0.2067
430,91.337,1.4849,-0.2068
431,91.386,1.4857,-0.2071
432,91.460,1.4864,-0.2073
433,91.533,1.4872,-0.2074
434,91.681,1.4879,-0.2076
435,91.706,1.4886,-0.2078
436,91.829,1.4894,-0.208
437,91.829,1.4901,-0.2082
438,91.878,1.4908,-0.2083
439,92.001,1.4915,-0.2084
440,92.099,1.4923,-0.2087
441,92.197,1.4930,-0.2088
442,92.247,1.4937,-0.2091
443,92.394,1.4945,-0.2091
444,92.419,1.4952,-0.2093
445,92.517,1.4959,-0.2095
446,92.566,1.4966,-0.2096
447,92.640,1.4973,-0.2097
448,92.714,1.4981,-0.21
449,92.763,1.4988,-0.21
450,92.911,1.4995,-0.2102
451,92.935,1.5002,-0.2103
452,92.984,1.5009,-0.2106
453,93.083,1.5016,-0.2109
454,93.132,1.5023,-0.2109
455,93.304,1.5030,-0.2111
456,93.329,1.5037,-0.2111
457,93.353,1.5044,-0.2113
458,93.452,1.5051,-0.2116
459,93.501,1.5058,-0.2115
460,93.599,1.5065,-0.2119
461,93.624,1.5072,-0.2119
462,93.698,1.5079,-0.2121
463,93.747,1.5086,-0.2122
464,93.821,1.5093,-0.2123
465,93.919,1.5100,-0.2123
466,93.993,1.5107,-0.2126
467,94.017,1.5113,-0.2127
468,94.116,1.5120,-0.2129
469,94.214,1.5127,-0.2131
470,94.214,1.5134,-0.2132
471,94.337,1.5141,-0.2132
472,94.386,1.5148,-0.2134
473,94.411,1.5154,-0.2137
474,94.509,1.5161,-0.2139
475,94.558,1.5168,-0.2137
476,94.607,1.5175,-0.214
477,94.657,1.5182,-0.214
478,94.730,1.5188,-0.2141
479,94.804,1.5195,-0.2144
480,94.878,1.5202,-0.2144
481,94.853,1.5209,-0.2147
482,94.952,1.5215,-0.2146
483,95.026,1.5222,-0.2148
484,95.075,1.5228,-0.2149
485,95.148,1.5235,-0.2151
486,95.173,1.5242,-0.2151
487,95.222,1.5248,-0.2152
488,95.321,1.5255,-0.2154
489,95.296,1.5261,-0.2155
490,95.444,1.5268,-0.2155
491,95.517,1.5275,-0.2156
492,95.517,1.5281,-0.2157
493,95.542,1.5288,-0.2158
494,95.567,1.5294,-0.216
495,95.665,1.5301,-0.2161
496,95.788,1.5307,-0.2162
497,95.788,1.5313,-0.2163
498,95.813,1.5320,-0.2164
499,95.911,1.5326,-0.2165
500,95.960,1.5333,-0.2167
