current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.025,0.7657,-8.658e-05
2,0.025,0.7823,-0.0001026
3,-0.000,0.7942,-0.0001188
4,0.025,0.8044,-0.0001337
5,-0.025,0.8131,-0.0001482
6,-0.000,0.8203,-0.0001628
7,-0.025,0.8272,-0.0001779
8,0.049,0.8335,-0.000194
9,0.025,0.8393,-0.0002104
10,0.025,0.8446,-0.0002289
11,0.049,0.8498,-0.0002485
12,0.049,0.8544,-0.0002702
13,0.074,0.8592,-0.0002971
14,0.074,0.8636,-0.0004013
15,0.443,0.8663,-0.001345
16,0.836,0.8688,-0.002648
17,1.303,0.8712,-0.003883
18,1.648,0.8736,-0.005088
19,2.066,0.8761,-0.006349
20,2.484,0.8785,-0.007583
21,2.877,0.8809,-0.0088
22,3.320,0.8833,-0.01007
23,3.763,0.8857,-0.01129
24,4.205,0.8881,-0.01251
25,4.623,0.8905,-0.01376
26,4.992,0.8930,-0.01495
27,5.361,0.8953,-0.01618
28,5.804,0.8977,-0.01739
29,6.246,0.9001,-0.01859
30,6.566,0.9024,-0.01975
31,6.984,0.9047,-0.02096
32,7.402,0.9071,-0.02215
33,7.771,0.9093,-0.02334
34,8.214,0.9117,-0.02459
35,8.558,0.9141,-0.02577
36,8.976,0.9164,-0.02694
37,9.370,0.9188,-0.02814
38,9.739,0.9210,-0.02931
39,10.181,0.9233,-0.03047
40,10.526,0.9256,-0.03166
41,10.870,0.9278,-0.03283
42,11.312,0.9302,-0.03403
43,11.681,0.9325,-0.0352
44,12.099,0.9347,-0.03633
45,12.444,0.9370,-0.03755
46,12.911,0.9392,-0.03869
47,13.206,0.9414,-0.03985
48,13.600,0.9437,-0.04101
49,14.018,0.9459,-0.04222
50,14.387,0.9482,-0.04334
51,14.805,0.9504,-0.04449
52,15.149,0.9526,-0.04567
53,15.567,0.9548,-0.04681
54,15.862,0.9570,-0.04796
55,16.305,0.9592,-0.04915
56,16.624,0.9614,-0.05027
57,17.018,0.9636,-0.0514
58,17.411,0.9658,-0.05256
59,17.731,0.9679,-0.05368
60,18.149,0.9701,-0.05481
61,18.494,0.9722,-0.05595
62,18.912,0.9743,-0.05703
63,19.231,0.9765,-0.05821
64,19.649,0.9787,-0.05932
65,19.994,0.9808,-0.0604
66,20.387,0.9829,-0.06151
67,20.756,0.9851,-0.06264
68,21.100,0.9872,-0.06375
69,21.494,0.9893,-0.06491
70,21.814,0.9914,-0.06602
71,22.182,0.9934,-0.06706
72,22.527,0.9955,-0.06821
73,22.920,0.9976,-0.06928
74,23.338,0.9997,-0.07037
75,23.633,1.0018,-0.07151
76,24.027,1.0039,-0.07262
77,24.396,1.0059,-0.07369
78,24.765,1.0080,-0.07481
79,25.035,1.0100,-0.07585
80,25.478,1.0121,-0.07702
81,25.773,1.0142,-0.07815
82,26.142,1.0161,-0.0792
83,26.535,1.0182,-0.08024
84,26.830,1.0202,-0.08128
85,27.248,1.0222,-0.0824
86,27.544,1.0242,-0.08352
87,27.937,1.0262,-0.08455
88,28.331,1.0282,-0.08562
89,28.650,1.0301,-0.08667
90,28.995,1.0322,-0.08778
91,29.314,1.0341,-0.08878
92,29.683,1.0361,-0.08991
93,30.052,1.0381,-0.09094
94,30.396,1.0400,-0.09192
95,30.716,1.0420,-0.09292
96,31.060,1.0440,-0.09401
97,31.429,1.0459,-0.0951
98,31.774,1.0478,-0.09611
99,32.142,1.0498,-0.0972
100,32.511,1.0517,-0.09818
101,32.831,1.0536,-0.0992
102,33.151,1.0555,-0.1003
103,33.495,1.0574,-0.1014
104,33.864,1.0593,-0.1023
105,34.159,1.0613,-0.1034
106,34.552,1.0631,-0.1045
107,34.848,1.0650,-0.1055
