current[mA],power[mW],voltage[V],mpd_current[mA]
1,0.025,0.7585,-7.245e-05
2,0.025,0.7777,-8.698e-05
3,0.025,0.7907,-9.983e-05
4,0.049,0.8014,-0.000112
5,0.025,0.8102,-0.0001256
6,0.025,0.8178,-0.0001385
7,0.049,0.8250,-0.0001522
8,0.025,0.8316,-0.0001663
9,0.049,0.8373,-0.0001816
10,0.049,0.8428,-0.0001978
11,0.049,0.8480,-0.0002164
12,0.074,0.8529,-0.000237
13,0.049,0.8575,-0.0002695
14,0.270,0.8612,-0.0008212
15,0.664,0.8637,-0.002016
16,1.057,0.8663,-0.003273
17,1.475,0.8688,-0.004463
18,1.869,0.8713,-0.005664
19,2.287,0.8739,-0.006886
20,2.705,0.8764,-0.008073
21,3.123,0.8788,-0.009271
22,3.541,0.8813,-0.01048
23,3.861,0.8838,-0.01169
24,4.254,0.8862,-0.0129
25,4.697,0.8887,-0.01406
26,5.091,0.8912,-0.01528
27,5.435,0.8936,-0.01644
28,5.878,0.8961,-0.01765
29,6.246,0.8986,-0.01884
30,6.665,0.9009,-0.01997
31,7.033,0.9033,-0.02113
32,7.378,0.9057,-0.02232
33,7.820,0.9081,-0.02346
34,8.189,0.9105,-0.02464
35,8.607,0.9129,-0.02584
36,8.976,0.9153,-0.02698
37,9.345,0.9176,-0.02817
38,9.739,0.9200,-0.02932
39,10.107,0.9224,-0.03044
40,10.501,0.9247,-0.03164
41,10.870,0.9271,-0.03278
42,11.239,0.9294,-0.03393
43,11.681,0.9317,-0.03509
44,12.075,0.9340,-0.03624
45,12.444,0.9364,-0.03738
46,12.788,0.9387,-0.03852
47,13.108,0.9409,-0.03966
48,13.526,0.9433,-0.04077
49,13.919,0.9455,-0.04194
50,14.288,0.9478,-0.04307
51,14.682,0.9501,-0.0442
52,15.051,0.9523,-0.04536
53,15.419,0.9545,-0.04645
54,15.764,0.9568,-0.04759
55,16.157,0.9590,-0.04873
56,16.477,0.9613,-0.04987
57,16.895,0.9635,-0.05098
58,17.239,0.9658,-0.05213
59,17.608,0.9679,-0.0532
60,17.977,0.9701,-0.05435
61,18.346,0.9723,-0.05548
62,18.666,0.9745,-0.05656
63,19.108,0.9767,-0.05764
64,19.453,0.9789,-0.05877
65,19.772,0.9810,-0.05983
66,20.166,0.9832,-0.06096
67,20.608,0.9853,-0.06206
68,20.928,0.9874,-0.06311
69,21.272,0.9895,-0.06421
70,21.641,0.9916,-0.06532
71,21.986,0.9937,-0.06638
72,22.355,0.9959,-0.06751
73,22.674,0.9980,-0.06857
74,23.092,1.0002,-0.06965
75,23.461,1.0023,-0.07077
76,23.732,1.0043,-0.07184
77,24.125,1.0064,-0.07287
78,24.494,1.0085,-0.07396
79,24.814,1.0105,-0.075
80,25.207,1.0126,-0.0761
81,25.527,1.0147,-0.0772
82,25.871,1.0167,-0.0782
83,26.240,1.0188,-0.07931
84,26.658,1.0208,-0.08035
85,26.953,1.0228,-0.08143
86,27.298,1.0249,-0.08249
87,27.642,1.0269,-0.08356
88,27.986,1.0288,-0.08451
89,28.306,1.0309,-0.08555
90,28.650,1.0329,-0.0867
91,29.044,1.0348,-0.08778
92,29.363,1.0368,-0.08878
93,29.757,1.0388,-0.08982
94,30.052,1.0408,-0.09087
95,30.372,1.0428,-0.09186
96,30.765,1.0448,-0.09296
97,31.109,1.0467,-0.09394
98,31.454,1.0486,-0.095
99,31.774,1.0506,-0.09598
100,32.093,1.0525,-0.09695
101,32.413,1.0544,-0.09805
102,32.806,1.0563,-0.09902
103,33.126,1.0582,-0.1001
104,33.421,1.0602,-0.1011
105,33.815,1.0621,-0.1021
106,34.134,1.0640,-0.1031
107,34.503,1.0658,-0.1041
108,34.774,1.0677,-0.1051
109,35.192,1.0696,-0.1061
110,35.462,1.0715,-0.1071
111,35.782,1.0734,-0.1081
112,36.200,1.0752,-0.1091
113,36.471,1.0771,-0.1101
114,36.790,1.0790,-0.1112
115,37.110,1.0808,-0.1121
116,37.504,1.0827,-0.1131
117,37.848,1.0845,-0.1141
118,38.143,1.0864,-0.1151
119,38.389,1.0882,-0.1161
120,38.758,1.0900,-0.117
121,39.077,1.0918,-0.118
122,39.397,1.0937,-0.1191
123,39.741,1.0955,-0.12
124,40.061,1.0973,-0.121
125,40.381,1.0991,-0.122
126,40.651,1.1009,-0.1229
127,40.971,1.1026,-0.1239
128,41.365,1.1045,-0.1248
129,41.684,1.1062,-0.1258
130,41.955,1.1080,-0.1267
131,42.275,1.1098,-0.1276
132,42.570,1.1115,-0.1286
133,42.939,1.1133,-0.1295
134,43.258,1.1151,-0.1306
135,43.529,1.1168,-0.1314
136,43.873,1.1185,-0.1323
137,44.193,1.1202,-0.1332
138,44.512,1.1220,-0.1342
139,44.808,1.1238,-0.1352
140,45.127,1.1255,-0.1361
141,45.349,1.1272,-0.137
142,45.767,1.1289,-0.138
143,46.062,1.1306,-0.139
144,46.381,1.1323,-0.1399
145,46.652,1.1340,-0.1408
146,46.996,1.1357,-0.1417
147,47.291,1.1374,-0.1426
148,47.562,1.1391,-0.1435
149,47.882,1.1407,-0.1445
150,48.177,1.1424,-0.1454
151,48.447,1.1441,-0.1463
152,48.742,1.1457,-0.1473
153,49.111,1.1475,-0.1481
154,49.431,1.1491,-0.149
155,49.677,1.1507,-0.1497
156,49.972,1.1524,-0.1507
157,50.341,1.1541,-0.1516
158,50.587,1.1557,-0.1525
159,50.882,1.1573,-0.1533
160,51.177,1.1590,-0.1542
161,51.497,1.1606,-0.1551
162,51.743,1.1622,-0.156
163,52.087,1.1638,-0.1569
164,52.357,1.1654,-0.1577
165,52.603,1.1670,-0.1587
166,52.874,1.1686,-0.1596
167,53.218,1.1702,-0.1603
168,53.489,1.1718,-0.1612
169,53.808,1.1734,-0.1623
170,54.153,1.1750,-0.1631
171,54.423,1.1766,-0.1639
172,54.669,1.1782,-0.1647
173,55.013,1.1798,-0.1656
174,55.259,1.1814,-0.1664
175,55.628,1.1829,-0.1672
176,55.825,1.1844,-0.168
177,56.145,1.1860,-0.1689
178,56.366,1.1876,-0.1697
179,56.661,1.1891,-0.1705
180,56.981,1.1907,-0.1714
181,57.202,1.1922,-0.1722
182,57.448,1.1938,-0.173
183,57.792,1.1953,-0.1738
184,58.063,1.1968,-0.1747
185,58.333,1.1983,-0.1755
186,58.579,1.1999,-0.1764
187,58.899,1.2014,-0.1772
188,59.145,1.2029,-0.1781
189,59.440,1.2044,-0.1789
190,59.661,1.2059,-0.1798
191,59.932,1.2074,-0.1805
192,60.276,1.2089,-0.1814
193,60.498,1.2104,-0.1821
194,60.793,1.2119,-0.1829
195,61.063,1.2134,-0.1837
196,61.334,1.2149,-0.1846
197,61.653,1.2164,-0.1854
198,61.875,1.2179,-0.1861
199,62.145,1.2193,-0.1868
200,62.391,1.2208,-0.1876
201,62.736,1.2223,-0.1885
202,62.932,1.2237,-0.189
203,63.252,1.2252,-0.1899
204,63.498,1.2267,-0.1908
205,63.744,1.2281,-0.1916
206,63.990,1.2295,-0.1923
207,64.211,1.2310,-0.1932
208,64.580,1.2324,-0.1941
209,64.826,1.2339,-0.1948
210,65.023,1.2353,-0.1955
211,65.318,1.2367,-0.1964
212,65.564,1.2382,-0.1972
213,65.859,1.2396,-0.1979
214,66.080,1.2410,-0.1985
215,66.277,1.2424,-0.1993
216,66.621,1.2438,-0.2001
217,66.842,1.2452,-0.2008
218,67.088,1.2467,-0.2016
219,67.359,1.2480,-0.2021
220,67.654,1.2494,-0.2027
221,67.875,1.2509,-0.2037
222,68.072,1.2523,-0.2045
223,68.318,1.2536,-0.2052
224,68.589,1.2551,-0.2059
225,68.834,1.2565,-0.2066
226,69.105,1.2579,-0.2074
227,69.326,1.2593,-0.2083
228,69.597,1.2606,-0.2089
229,69.843,1.2619,-0.2097
230,70.040,1.2633,-0.2105
231,70.285,1.2647,-0.2113
232,70.605,1.2661,-0.2119
233,70.876,1.2674,-0.2126
234,71.023,1.2688,-0.2133
235,71.318,1.2701,-0.214
236,71.564,1.2715,-0.2147
237,71.761,1.2728,-0.2153
238,72.007,1.2742,-0.216
239,72.253,1.2755,-0.2166
240,72.450,1.2768,-0.2173
241,72.794,1.2782,-0.2181
242,72.991,1.2795,-0.2188
243,73.212,1.2809,-0.2194
244,73.482,1.2822,-0.2202
245,73.704,1.2835,-0.221
246,73.901,1.2848,-0.2217
247,74.122,1.2861,-0.2224
248,74.368,1.2875,-0.2232
249,74.589,1.2888,-0.2238
250,74.810,1.2901,-0.2246
251,75.056,1.2914,-0.225
252,75.327,1.2927,-0.2259
253,75.548,1.2940,-0.2264
254,75.794,1.2953,-0.227
255,75.966,1.2966,-0.2277
256,76.237,1.2979,-0.2283
257,76.434,1.2992,-0.2289
258,76.680,1.3005,-0.2295
259,76.876,1.3018,-0.2302
260,77.073,1.3030,-0.2308
261,77.319,1.3043,-0.2316
262,77.614,1.3056,-0.2323
263,77.762,1.3069,-0.2329
264,77.983,1.3081,-0.2336
265,78.204,1.3094,-0.2343
266,78.426,1.3107,-0.2352
267,78.721,1.3119,-0.2358
268,78.819,1.3132,-0.2364
269,79.040,1.3144,-0.2369
270,79.335,1.3157,-0.2377
271,79.532,1.3170,-0.2382
272,79.754,1.3182,-0.2387
273,79.975,1.3194,-0.2393
274,80.172,1.3207,-0.2398
275,80.368,1.3219,-0.2405
276,80.565,1.3232,-0.2409
277,80.811,1.3244,-0.2417
278,81.032,1.3257,-0.2424
279,81.205,1.3269,-0.243
280,81.450,1.3281,-0.2436
281,81.623,1.3293,-0.2443
282,81.869,1.3306,-0.245
283,82.164,1.3318,-0.2456
284,82.188,1.3330,-0.2463
285,82.459,1.3342,-0.247
286,82.655,1.3354,-0.2475
287,82.877,1.3366,-0.2482
288,83.049,1.3378,-0.2487
289,83.246,1.3390,-0.2493
290,83.516,1.3403,-0.2498
291,83.688,1.3415,-0.2503
292,83.984,1.3426,-0.2509
293,84.106,1.3439,-0.2514
294,84.303,1.3451,-0.2518
295,84.525,1.3463,-0.2524
296,84.746,1.3474,-0.2531
297,84.918,1.3486,-0.2537
298,85.090,1.3498,-0.2545
299,85.336,1.3510,-0.2551
300,85.484,1.3522,-0.2558
301,85.656,1.3533,-0.2563
302,85.951,1.3545,-0.257
303,86.098,1.3557,-0.2576
304,86.271,1.3569,-0.2581
305,86.467,1.3581,-0.2586
306,86.664,1.3592,-0.2592
307,86.861,1.3604,-0.2596
308,87.008,1.3616,-0.26
309,87.230,1.3627,-0.2606
310,87.426,1.3639,-0.2611
311,87.623,1.3650,-0.2616
312,87.820,1.3662,-0.2622
313,88.017,1.3673,-0.263
314,88.164,1.3685,-0.2635
