current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.025,0.7674,-7.912e-05
2,0.025,0.7864,-9.475e-05
3,-0.000,0.7999,-0.0001083
4,-0.025,0.8111,-0.0001234
5,0.025,0.8208,-0.0001373
6,-0.000,0.8293,-0.0001512
7,-0.025,0.8372,-0.0001657
8,-0.000,0.8444,-0.000181
9,0.025,0.8512,-0.0001974
10,0.025,0.8577,-0.0002153
11,-0.000,0.8638,-0.000236
12,0.049,0.8695,-0.000267
13,0.320,0.8741,-0.0009904
14,0.713,0.8777,-0.002212
15,1.131,0.8811,-0.003443
16,1.598,0.8847,-0.004725
17,1.967,0.8883,-0.005964
18,2.435,0.8918,-0.007187
19,2.779,0.8953,-0.008405
20,3.172,0.8989,-0.009609
21,3.664,0.9022,-0.01084
22,4.107,0.9057,-0.01208
23,4.427,0.9092,-0.01329
24,4.869,0.9126,-0.01447
25,5.312,0.9160,-0.01565
26,5.656,0.9193,-0.01688
27,6.050,0.9226,-0.01806
28,6.443,0.9260,-0.01925
29,6.861,0.9293,-0.02045
30,7.206,0.9325,-0.02161
31,7.673,0.9359,-0.02282
32,8.042,0.9392,-0.02402
33,8.411,0.9424,-0.02519
34,8.878,0.9458,-0.0264
35,9.222,0.9490,-0.02753
36,9.640,0.9521,-0.02869
37,10.034,0.9552,-0.02984
38,10.353,0.9583,-0.031
39,10.771,0.9615,-0.03217
40,11.116,0.9646,-0.03332
41,11.558,0.9677,-0.03445
42,11.878,0.9708,-0.03558
43,12.321,0.9738,-0.03667
44,12.665,0.9768,-0.03781
45,13.034,0.9798,-0.03898
46,13.427,0.9829,-0.04009
47,13.821,0.9857,-0.0412
48,14.190,0.9887,-0.04232
49,14.583,0.9917,-0.04347
50,14.952,0.9946,-0.04455
51,15.296,0.9976,-0.04571
52,15.715,1.0006,-0.0468
53,16.010,1.0034,-0.0479
54,16.379,1.0063,-0.049
55,16.821,1.0091,-0.05006
56,17.190,1.0118,-0.05118
57,17.461,1.0147,-0.0523
58,17.879,1.0175,-0.05337
59,18.248,1.0203,-0.05446
60,18.592,1.0230,-0.05557
61,18.961,1.0258,-0.05665
62,19.330,1.0284,-0.05776
63,19.699,1.0312,-0.05877
64,20.018,1.0338,-0.05988
65,20.363,1.0365,-0.06097
66,20.707,1.0392,-0.06201
67,21.100,1.0418,-0.06305
68,21.395,1.0444,-0.0641
69,21.740,1.0471,-0.06511
70,22.133,1.0496,-0.06622
