current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.049,0.7642,-8.018e-05
2,-0.000,0.7809,-9.537e-05
3,0.025,0.7926,-0.0001085
4,-0.000,0.8027,-0.000123
5,-0.000,0.8110,-0.0001368
6,0.049,0.8183,-0.0001499
7,-0.000,0.8249,-0.0001642
8,-0.000,0.8311,-0.0001795
9,-0.000,0.8368,-0.0001954
10,0.025,0.8421,-0.0002131
11,0.049,0.8471,-0.0002335
12,0.025,0.8518,-0.0002684
13,0.295,0.8552,-0.0009768
14,0.689,0.8577,-0.00225
15,1.107,0.8601,-0.003485
16,1.402,0.8626,-0.004714
17,1.820,0.8651,-0.005961
18,2.238,0.8675,-0.007169
19,2.631,0.8699,-0.00841
20,2.951,0.8723,-0.009633
21,3.369,0.8747,-0.01087
22,3.763,0.8771,-0.0121
23,4.156,0.8795,-0.01336
24,4.500,0.8819,-0.01454
25,4.943,0.8843,-0.01577
26,5.287,0.8867,-0.017
27,5.681,0.8890,-0.01818
28,6.050,0.8914,-0.0194
29,6.419,0.8937,-0.02061
30,6.738,0.8960,-0.0218
31,7.132,0.8984,-0.02299
32,7.525,0.9006,-0.02421
33,7.870,0.9029,-0.02538
34,8.288,0.9052,-0.0266
35,8.632,0.9075,-0.02783
36,9.001,0.9098,-0.02899
37,9.370,0.9121,-0.03018
38,9.739,0.9143,-0.03133
39,10.107,0.9166,-0.03256
40,10.501,0.9189,-0.03375
41,10.821,0.9211,-0.03487
42,11.190,0.9233,-0.03609
43,11.558,0.9255,-0.03727
44,11.927,0.9277,-0.03841
45,12.272,0.9300,-0.0396
46,12.665,0.9322,-0.04077
47,12.985,0.9343,-0.0419
48,13.354,0.9365,-0.04306
49,13.723,0.9387,-0.0442
50,14.091,0.9408,-0.04532
51,14.411,0.9430,-0.0465
52,14.755,0.9451,-0.04768
53,15.149,0.9473,-0.04876
54,15.493,0.9494,-0.04989
55,15.813,0.9515,-0.05106
56,16.182,0.9537,-0.05217
57,16.551,0.9557,-0.05333
58,16.895,0.9579,-0.05444
59,17.264,0.9599,-0.05557
60,17.608,0.9620,-0.05665
61,17.928,0.9640,-0.05784
62,18.297,0.9662,-0.05899
63,18.666,0.9683,-0.06012
64,19.010,0.9703,-0.06128
65,19.305,0.9723,-0.06235
66,19.723,0.9744,-0.06353
67,20.043,0.9764,-0.06463
68,20.387,0.9784,-0.06577
69,20.756,0.9805,-0.06686
70,21.100,0.9825,-0.068
71,21.445,0.9845,-0.06908
72,21.740,0.9866,-0.07025
73,22.109,0.9885,-0.07133
74,22.453,0.9905,-0.07239
75,22.773,0.9925,-0.0735
76,23.142,0.9944,-0.07459
77,23.461,0.9964,-0.07566
78,23.806,0.9984,-0.07677
79,24.174,1.0004,-0.07784
80,24.470,1.0024,-0.07889
81,24.814,1.0043,-0.07999
82,25.109,1.0062,-0.08099
83,25.453,1.0081,-0.08208
84,25.822,1.0101,-0.08313
85,26.166,1.0119,-0.08418
86,26.486,1.0139,-0.08519
87,26.830,1.0158,-0.08625
88,27.150,1.0176,-0.08731
89,27.519,1.0195,-0.08835
90,27.814,1.0215,-0.08941
91,28.134,1.0233,-0.09052
92,28.503,1.0252,-0.09159
93,28.847,1.0271,-0.09268
94,29.167,1.0289,-0.09369
95,29.486,1.0308,-0.09475
96,29.806,1.0327,-0.09584
97,30.101,1.0345,-0.09689
98,30.445,1.0363,-0.098
99,30.790,1.0382,-0.09911
100,31.085,1.0400,-0.1
101,31.454,1.0418,-0.1011
102,31.798,1.0437,-0.1022
103,32.118,1.0454,-0.1032
104,32.438,1.0472,-0.1042
105,32.659,1.0490,-0.1052
106,33.052,1.0508,-0.1062
107,33.347,1.0526,-0.1071
108,33.692,1.0543,-0.1081
109,34.011,1.0561,-0.1091
110,34.282,1.0579,-0.1101
111,34.651,1.0596,-0.1111
112,34.921,1.0614,-0.1121
113,35.216,1.0631,-0.113
114,35.536,1.0649,-0.114
115,35.880,1.0666,-0.1151
116,36.176,1.0684,-0.116
117,36.520,1.0701,-0.117
118,36.840,1.0718,-0.1179
119,37.159,1.0736,-0.119
120,37.430,1.0752,-0.12
121,37.774,1.0770,-0.121
122,38.069,1.0787,-0.1219
123,38.340,1.0804,-0.1229
124,38.709,1.0820,-0.1239
125,38.955,1.0838,-0.125
126,39.274,1.0854,-0.1259
127,39.594,1.0871,-0.1269
128,39.840,1.0888,-0.1278
129,40.209,1.0904,-0.1288
130,40.504,1.0921,-0.1298
131,40.799,1.0937,-0.1306
132,41.119,1.0953,-0.1316
133,41.389,1.0970,-0.1326
134,41.733,1.0986,-0.1334
135,41.979,1.1003,-0.1343
136,42.299,1.1019,-0.1353
137,42.570,1.1036,-0.1362
