current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.000,0.7646,-8.433e-05
2,0.025,0.7825,-0.000101
3,-0.000,0.7943,-0.0001184
4,-0.025,0.8045,-0.0001343
5,-0.000,0.8129,-0.0001498
6,0.025,0.8204,-0.0001654
7,0.025,0.8272,-0.0001817
8,0.049,0.8335,-0.0001973
9,-0.000,0.8392,-0.0002137
10,0.049,0.8447,-0.0002359
11,0.049,0.8498,-0.0002573
12,-0.000,0.8546,-0.0002794
13,0.025,0.8593,-0.0003049
14,0.074,0.8638,-0.000332
15,0.049,0.8680,-0.0003629
16,0.049,0.8723,-0.0003968
17,0.098,0.8762,-0.0004375
18,0.147,0.8801,-0.0004901
19,0.221,0.8835,-0.0007618
20,0.762,0.8858,-0.001689
21,1.303,0.8878,-0.002735
22,1.869,0.8900,-0.003789
23,2.262,0.8922,-0.004799
24,2.754,0.8943,-0.005788
25,3.271,0.8965,-0.006783
26,3.787,0.8987,-0.007783
27,4.131,0.9009,-0.008724
28,4.648,0.9031,-0.009737
29,5.115,0.9054,-0.01074
30,5.533,0.9076,-0.01167
31,6.001,0.9098,-0.01262
32,6.492,0.9121,-0.0136
33,6.861,0.9143,-0.01453
34,7.329,0.9165,-0.01547
35,7.697,0.9188,-0.01642
36,8.189,0.9210,-0.01732
37,8.583,0.9233,-0.01827
38,9.025,0.9255,-0.01919
39,9.419,0.9277,-0.02011
40,9.862,0.9299,-0.02104
41,10.255,0.9322,-0.02197
42,10.649,0.9344,-0.0229
43,11.116,0.9367,-0.02381
44,11.460,0.9388,-0.02472
45,11.927,0.9411,-0.02563
46,12.321,0.9433,-0.02654
47,12.640,0.9455,-0.02742
48,13.132,0.9477,-0.02835
49,13.501,0.9499,-0.02928
50,13.895,0.9520,-0.03017
51,14.288,0.9543,-0.03105
52,14.682,0.9564,-0.03196
53,15.026,0.9586,-0.03285
54,15.493,0.9608,-0.03376
55,15.862,0.9630,-0.03468
56,16.231,0.9651,-0.03553
57,16.600,0.9673,-0.03643
58,17.018,0.9695,-0.03735
59,17.362,0.9716,-0.0382
60,17.756,0.9738,-0.03911
61,18.174,0.9759,-0.04002
62,18.543,0.9780,-0.04084
63,18.912,0.9801,-0.04171
64,19.330,0.9823,-0.04261
65,19.674,0.9843,-0.04342
66,20.043,0.9864,-0.04435
67,20.412,0.9886,-0.04522
68,20.805,0.9907,-0.04608
69,21.150,0.9927,-0.04694
70,21.494,0.9948,-0.04783
71,21.912,0.9970,-0.04868
72,22.256,0.9990,-0.0495
73,22.674,1.0011,-0.05037
74,22.994,1.0032,-0.05124
75,23.363,1.0052,-0.05214
76,23.756,1.0073,-0.05293
77,24.150,1.0093,-0.05381
78,24.445,1.0114,-0.05462
79,24.814,1.0134,-0.05551
80,25.207,1.0155,-0.05633
81,25.502,1.0175,-0.05722
82,25.945,1.0195,-0.05802
83,26.289,1.0215,-0.05889
84,26.584,1.0235,-0.0597
85,26.953,1.0255,-0.06054
86,27.347,1.0275,-0.06141
87,27.716,1.0295,-0.06222
88,28.060,1.0315,-0.06304
89,28.404,1.0335,-0.0639
90,28.798,1.0355,-0.06476
91,29.093,1.0374,-0.0656
92,29.462,1.0394,-0.06644
93,29.855,1.0414,-0.0672
94,30.200,1.0433,-0.06804
95,30.544,1.0453,-0.06883
96,30.888,1.0472,-0.06974
97,31.232,1.0491,-0.07058
98,31.577,1.0511,-0.07136
99,31.896,1.0530,-0.0722
100,32.265,1.0549,-0.07302
101,32.634,1.0569,-0.07384
102,32.979,1.0588,-0.07472
103,33.323,1.0607,-0.07544
104,33.667,1.0626,-0.07631
105,33.987,1.0645,-0.07707
106,34.307,1.0664,-0.07787
107,34.626,1.0683,-0.07862
108,35.020,1.0701,-0.07944
109,35.315,1.0720,-0.08023
110,35.684,1.0739,-0.08103
111,36.053,1.0757,-0.08183
112,36.299,1.0776,-0.08261
113,36.692,1.0795,-0.08345
114,37.012,1.0814,-0.08423
115,37.331,1.0832,-0.08495
116,37.700,1.0851,-0.0858
117,37.995,1.0868,-0.08655
118,38.315,1.0888,-0.08735
119,38.684,1.0905,-0.08811
120,38.979,1.0924,-0.08888
121,39.299,1.0942,-0.08966
122,39.668,1.0960,-0.0905
123,39.938,1.0979,-0.09124
124,40.356,1.0997,-0.09195
125,40.651,1.1015,-0.09278
126,40.996,1.1032,-0.09348
127,41.291,1.1050,-0.09428
128,41.611,1.1068,-0.09506
129,41.856,1.1085,-0.09582
130,42.275,1.1103,-0.0966
131,42.545,1.1121,-0.09742
132,42.914,1.1139,-0.0981
133,43.209,1.1157,-0.09887
134,43.529,1.1174,-0.09958
135,43.775,1.1192,-0.1003
136,44.144,1.1209,-0.1011
137,44.512,1.1227,-0.102
138,44.758,1.1244,-0.1026
139,45.053,1.1262,-0.1034
140,45.422,1.1279,-0.1042
