current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.049,0.7664,-8.543e-05
2,-0.000,0.7841,-0.0001036
3,-0.025,0.7971,-0.0001207
4,-0.000,0.8081,-0.0001369
5,0.025,0.8175,-0.0001527
6,0.025,0.8255,-0.0001682
7,0.025,0.8331,-0.0001843
8,-0.000,0.8398,-0.0002009
9,-0.000,0.8462,-0.0002178
10,-0.000,0.8522,-0.0002371
11,0.049,0.8579,-0.0002574
12,0.049,0.8632,-0.0002784
13,0.074,0.8684,-0.0003031
14,0.049,0.8733,-0.0003303
15,0.074,0.8780,-0.0003685
16,0.369,0.8819,-0.000903
17,0.836,0.8849,-0.00192
18,1.279,0.8876,-0.002942
19,1.795,0.8907,-0.003971
20,2.189,0.8936,-0.004971
21,2.656,0.8964,-0.005959
22,3.099,0.8994,-0.006949
23,3.566,0.9024,-0.007984
24,4.033,0.9053,-0.008977
25,4.451,0.9083,-0.009964
26,4.820,0.9113,-0.01097
27,5.287,0.9140,-0.01193
28,5.730,0.9170,-0.0129
29,6.148,0.9199,-0.01388
30,6.517,0.9228,-0.01483
31,6.960,0.9257,-0.01581
32,7.329,0.9286,-0.01678
33,7.771,0.9315,-0.01775
34,8.189,0.9344,-0.01871
35,8.583,0.9372,-0.01968
36,8.976,0.9401,-0.02061
37,9.320,0.9429,-0.02156
38,9.714,0.9457,-0.02249
39,10.157,0.9485,-0.02345
40,10.550,0.9513,-0.02441
41,10.944,0.9540,-0.02531
42,11.312,0.9568,-0.02626
43,11.706,0.9596,-0.02718
44,12.026,0.9622,-0.02811
45,12.468,0.9649,-0.02905
46,12.911,0.9677,-0.02998
47,13.231,0.9703,-0.03092
48,13.624,0.9731,-0.03188
49,14.018,0.9758,-0.03281
50,14.387,0.9784,-0.03373
51,14.805,0.9812,-0.03465
52,15.124,0.9838,-0.03561
53,15.518,0.9864,-0.0365
54,15.887,0.9890,-0.03739
55,16.305,0.9916,-0.03834
56,16.649,0.9942,-0.03922
57,17.043,0.9968,-0.04011
58,17.387,0.9995,-0.04104
59,17.756,1.0020,-0.04194
60,18.174,1.0046,-0.04284
61,18.518,1.0071,-0.0437
62,18.887,1.0096,-0.04461
63,19.182,1.0121,-0.0455
64,19.551,1.0146,-0.04636
65,19.920,1.0171,-0.04722
66,20.264,1.0196,-0.04814
67,20.658,1.0221,-0.04904
68,21.027,1.0245,-0.04991
69,21.395,1.0270,-0.05078
70,21.764,1.0295,-0.05172
71,22.109,1.0319,-0.05259
72,22.428,1.0343,-0.05347
73,22.846,1.0367,-0.05441
74,23.191,1.0391,-0.05524
75,23.510,1.0414,-0.05609
76,23.904,1.0437,-0.05699
77,24.248,1.0462,-0.05791
78,24.592,1.0486,-0.05876
79,24.986,1.0509,-0.05961
80,25.256,1.0533,-0.06047
81,25.625,1.0556,-0.06134
82,25.970,1.0578,-0.06219
83,26.339,1.0602,-0.063
84,26.683,1.0625,-0.06384
85,27.052,1.0647,-0.06469
86,27.396,1.0670,-0.06553
87,27.716,1.0692,-0.06639
88,28.085,1.0714,-0.06721
89,28.404,1.0736,-0.06802
90,28.724,1.0759,-0.06886
91,29.068,1.0781,-0.06967
92,29.413,1.0803,-0.07052
93,29.781,1.0825,-0.07136
94,30.077,1.0847,-0.07217
95,30.396,1.0869,-0.07304
96,30.741,1.0891,-0.07379
97,31.085,1.0912,-0.07469
98,31.380,1.0934,-0.0755
99,31.749,1.0955,-0.07629
100,32.044,1.0976,-0.07711
101,32.388,1.0997,-0.07788
102,32.683,1.1018,-0.07876
103,33.077,1.1038,-0.07955
104,33.347,1.1060,-0.08035
105,33.667,1.1081,-0.08117
106,33.987,1.1101,-0.08192
107,34.380,1.1122,-0.08271
