current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.000,0.7594,-7.58e-05
2,-0.025,0.7790,-9.166e-05
3,-0.000,0.7928,-0.0001054
4,0.025,0.8043,-0.0001218
5,0.025,0.8146,-0.0001358
6,0.025,0.8229,-0.0001501
7,-0.000,0.8308,-0.0001647
8,0.025,0.8379,-0.0001808
9,-0.000,0.8444,-0.0001974
10,0.049,0.8509,-0.0002157
11,0.049,0.8569,-0.0002365
12,0.049,0.8624,-0.0002709
13,0.246,0.8667,-0.001037
14,0.762,0.8702,-0.002447
15,1.131,0.8736,-0.003821
16,1.525,0.8770,-0.005218
17,1.869,0.8805,-0.006592
18,2.312,0.8838,-0.007941
19,2.730,0.8871,-0.009325
20,3.172,0.8906,-0.01071
21,3.590,0.8938,-0.01206
22,3.935,0.8971,-0.01341
23,4.353,0.9003,-0.01479
24,4.746,0.9037,-0.0161
25,5.164,0.9068,-0.01742
26,5.533,0.9100,-0.0188
27,5.927,0.9133,-0.02012
28,6.345,0.9164,-0.02146
29,6.738,0.9196,-0.0228
30,7.132,0.9227,-0.02411
31,7.476,0.9258,-0.02541
32,7.870,0.9289,-0.02673
33,8.288,0.9319,-0.028
34,8.656,0.9349,-0.02935
35,9.001,0.9380,-0.03063
36,9.394,0.9410,-0.03192
37,9.763,0.9440,-0.03321
38,10.181,0.9469,-0.03448
39,10.550,0.9499,-0.03577
40,10.894,0.9528,-0.03705
41,11.263,0.9557,-0.03828
42,11.657,0.9586,-0.03954
43,12.050,0.9614,-0.04081
44,12.395,0.9642,-0.04206
45,12.788,0.9671,-0.04331
46,13.206,0.9700,-0.04458
47,13.477,0.9727,-0.04578
48,13.895,0.9755,-0.04695
49,14.214,0.9782,-0.04821
50,14.583,0.9809,-0.04944
51,15.001,0.9836,-0.05068
52,15.346,0.9864,-0.05188
53,15.715,0.9890,-0.05311
54,16.133,0.9917,-0.05436
55,16.403,0.9944,-0.05557
56,16.772,0.9970,-0.05675
57,17.166,0.9996,-0.05799
58,17.436,1.0023,-0.05918
59,17.854,1.0049,-0.06037
60,18.198,1.0074,-0.06157
61,18.543,1.0099,-0.06273
62,18.887,1.0125,-0.06393
63,19.231,1.0150,-0.06511
64,19.576,1.0175,-0.06629
65,19.920,1.0199,-0.06743
66,20.289,1.0225,-0.06856
67,20.608,1.0249,-0.06972
68,21.002,1.0273,-0.07083
69,21.297,1.0297,-0.07198
70,21.641,1.0322,-0.07311
71,22.010,1.0346,-0.07422
72,22.355,1.0369,-0.07535
73,22.699,1.0392,-0.07643
74,23.019,1.0416,-0.07757
75,23.338,1.0440,-0.0787
76,23.707,1.0463,-0.07975
77,24.051,1.0485,-0.08081
78,24.396,1.0508,-0.08196
79,24.617,1.0531,-0.08305
80,25.060,1.0554,-0.08419
81,25.330,1.0577,-0.08531
82,25.675,1.0598,-0.08641
