current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.000,0.7598,-7.973e-05
2,0.025,0.7786,-9.599e-05
3,0.025,0.7911,-0.0001098
4,0.025,0.8017,-0.0001254
5,-0.000,0.8106,-0.0001397
6,0.049,0.8185,-0.0001537
7,0.025,0.8254,-0.0001684
8,-0.000,0.8319,-0.0001838
9,0.025,0.8378,-0.0001993
10,0.025,0.8433,-0.0002173
11,0.025,0.8486,-0.0002358
12,0.049,0.8535,-0.0002563
13,0.025,0.8581,-0.0002792
14,0.025,0.8627,-0.000304
15,0.049,0.8669,-0.0003333
16,0.098,0.8711,-0.0003885
17,0.443,0.8741,-0.001061
18,0.934,0.8763,-0.002097
19,1.500,0.8785,-0.003131
20,1.918,0.8808,-0.004161
21,2.410,0.8831,-0.005153
22,2.877,0.8854,-0.006154
23,3.295,0.8877,-0.007133
24,3.812,0.8900,-0.008084
25,4.279,0.8923,-0.009075
26,4.697,0.8948,-0.0101
27,5.115,0.8971,-0.01106
28,5.582,0.8995,-0.01202
29,5.976,0.9018,-0.01299
30,6.419,0.9042,-0.01392
31,6.886,0.9065,-0.01487
32,7.279,0.9089,-0.01583
33,7.648,0.9112,-0.01677
34,8.115,0.9135,-0.01774
35,8.509,0.9159,-0.01867
36,8.927,0.9182,-0.01957
37,9.296,0.9205,-0.02052
38,9.714,0.9228,-0.02144
39,10.107,0.9252,-0.02238
40,10.526,0.9275,-0.02332
41,10.993,0.9298,-0.02423
42,11.288,0.9321,-0.02514
43,11.681,0.9344,-0.02606
44,12.124,0.9367,-0.02699
45,12.493,0.9390,-0.02792
46,12.911,0.9413,-0.02885
47,13.304,0.9436,-0.02974
48,13.698,0.9458,-0.03063
49,14.067,0.9481,-0.03156
50,14.485,0.9503,-0.03247
51,14.878,0.9526,-0.03336
52,15.247,0.9548,-0.03431
53,15.616,0.9570,-0.03518
54,16.034,0.9593,-0.03608
55,16.403,0.9615,-0.03699
56,16.723,0.9636,-0.03787
57,17.190,0.9658,-0.0388
58,17.559,0.9681,-0.03971
59,17.928,0.9702,-0.04061
60,18.297,0.9725,-0.04149
61,18.666,0.9747,-0.04241
62,19.108,0.9768,-0.04329
63,19.428,0.9790,-0.0442
64,19.871,0.9811,-0.04509
65,20.190,0.9833,-0.04597
66,20.608,0.9854,-0.04684
67,20.928,0.9876,-0.04773
68,21.272,0.9897,-0.04857
69,21.691,0.9918,-0.04945
70,22.010,0.9940,-0.05036
71,22.478,0.9961,-0.05123
72,22.846,0.9982,-0.05208
73,23.142,1.0003,-0.05292
74,23.510,1.0025,-0.05379
75,23.953,1.0045,-0.05467
76,24.273,1.0066,-0.05554
77,24.642,1.0087,-0.05638
78,25.011,1.0107,-0.05724
79,25.355,1.0127,-0.05808
80,25.748,1.0148,-0.05899
81,26.117,1.0169,-0.05989
82,26.462,1.0189,-0.06072
83,26.757,1.0209,-0.06159
84,27.150,1.0230,-0.06246
85,27.519,1.0250,-0.06331
86,27.888,1.0270,-0.06416
87,28.257,1.0290,-0.06499
88,28.576,1.0310,-0.06586
89,28.970,1.0330,-0.0667
90,29.314,1.0350,-0.06748
91,29.659,1.0369,-0.06835
