current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.000,0.7663,-7.823e-05
2,-0.000,0.7846,-9.342e-05
3,-0.000,0.7977,-0.000106
4,0.049,0.8088,-0.0001205
5,-0.000,0.8183,-0.0001337
6,-0.000,0.8267,-0.0001472
7,0.049,0.8346,-0.0001613
8,-0.000,0.8417,-0.0001757
9,0.025,0.8481,-0.0001904
10,0.049,0.8543,-0.0002072
11,0.025,0.8603,-0.0002255
12,0.025,0.8659,-0.000245
13,0.049,0.8713,-0.0002667
14,0.025,0.8765,-0.000291
15,0.049,0.8814,-0.0003171
16,0.098,0.8862,-0.0003481
17,0.098,0.8910,-0.0003829
18,0.123,0.8954,-0.0004316
19,0.320,0.8996,-0.00069
20,0.713,0.9028,-0.001605
21,1.279,0.9056,-0.00268
22,1.844,0.9085,-0.003802
23,2.410,0.9115,-0.004875
24,2.803,0.9144,-0.005901
25,3.443,0.9174,-0.006945
26,3.959,0.9205,-0.007935
27,4.451,0.9233,-0.008941
28,4.869,0.9263,-0.009939
29,5.287,0.9294,-0.01095
30,5.779,0.9323,-0.01188
31,6.222,0.9354,-0.01286
32,6.738,0.9384,-0.01382
33,7.132,0.9413,-0.01477
34,7.574,0.9443,-0.01571
35,8.091,0.9473,-0.01669
36,8.460,0.9503,-0.0176
37,8.878,0.9533,-0.01854
38,9.370,0.9562,-0.01949
39,9.788,0.9592,-0.02043
40,10.181,0.9622,-0.02136
41,10.624,0.9650,-0.02229
42,11.091,0.9680,-0.02321
43,11.509,0.9710,-0.02414
44,11.854,0.9738,-0.02504
45,12.321,0.9768,-0.026
46,12.739,0.9797,-0.02693
47,13.206,0.9826,-0.02778
48,13.526,0.9855,-0.0287
49,13.919,0.9883,-0.02962
50,14.313,0.9912,-0.03052
51,14.731,0.9940,-0.03144
52,15.174,0.9969,-0.03233
53,15.567,0.9997,-0.03322
54,15.985,1.0026,-0.03413
55,16.354,1.0054,-0.03502
56,16.723,1.0082,-0.03588
57,17.166,1.0109,-0.03677
58,17.584,1.0137,-0.03769
59,17.952,1.0165,-0.03856
60,18.346,1.0192,-0.03941
61,18.764,1.0219,-0.04033
62,19.207,1.0245,-0.04121
63,19.576,1.0273,-0.04207
64,19.969,1.0301,-0.04297
65,20.338,1.0327,-0.04382
66,20.731,1.0354,-0.04473
67,21.100,1.0381,-0.04561
68,21.494,1.0408,-0.04649
69,21.863,1.0434,-0.04731
70,22.281,1.0460,-0.04825
71,22.674,1.0485,-0.04909
72,23.043,1.0513,-0.04997
73,23.412,1.0538,-0.05079
74,23.756,1.0564,-0.05165
75,24.174,1.0590,-0.05251
76,24.543,1.0615,-0.05335
77,24.937,1.0640,-0.0542
78,25.330,1.0666,-0.05506
79,25.650,1.0692,-0.05591
80,26.043,1.0717,-0.05673
81,26.388,1.0742,-0.05764
82,26.781,1.0767,-0.05847
83,27.150,1.0792,-0.05927
84,27.568,1.0817,-0.06012
85,27.962,1.0841,-0.06094
86,28.281,1.0866,-0.06183
87,28.601,1.0890,-0.06272
88,29.044,1.0915,-0.06349
89,29.388,1.0939,-0.06433
90,29.732,1.0963,-0.06517
91,30.101,1.0986,-0.06596
92,30.495,1.1011,-0.06682
93,30.839,1.1035,-0.06769
94,31.208,1.1058,-0.06846
95,31.552,1.1082,-0.06934
96,31.921,1.1106,-0.07012
97,32.315,1.1129,-0.07096
98,32.634,1.1152,-0.07177
99,32.979,1.1176,-0.07254
100,33.372,1.1199,-0.07342
101,33.667,1.1222,-0.07421
102,34.036,1.1246,-0.07503
103,34.405,1.1268,-0.07584
104,34.749,1.1292,-0.07662
105,35.093,1.1314,-0.0774
106,35.487,1.1336,-0.07819
107,35.807,1.1359,-0.079
108,36.176,1.1381,-0.07985
109,36.471,1.1404,-0.08061
110,36.864,1.1426,-0.08143
111,37.184,1.1448,-0.08222
112,37.504,1.1469,-0.08305
113,37.897,1.1492,-0.08382
114,38.241,1.1514,-0.08456
115,38.659,1.1535,-0.08548
116,38.930,1.1557,-0.08624
117,39.274,1.1579,-0.08695
118,39.569,1.1601,-0.08775
119,39.987,1.1622,-0.08854
120,40.307,1.1643,-0.08929
121,40.676,1.1664,-0.09006
122,40.947,1.1685,-0.0908
123,41.340,1.1706,-0.0916
