current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.000,0.7631,-7.519e-05
2,0.025,0.7803,-8.875e-05
3,-0.000,0.7927,-0.0001003
4,-0.000,0.8024,-0.0001139
5,-0.025,0.8112,-0.0001258
6,0.025,0.8186,-0.000138
7,-0.000,0.8254,-0.0001513
8,0.049,0.8316,-0.0001653
9,0.025,0.8374,-0.0001798
10,0.025,0.8427,-0.0001963
11,0.049,0.8477,-0.0002138
12,0.074,0.8525,-0.0002335
13,0.049,0.8571,-0.0002557
14,0.025,0.8616,-0.00028
15,0.074,0.8656,-0.0003087
16,0.123,0.8697,-0.0003579
17,0.320,0.8729,-0.0008526
18,0.738,0.8753,-0.001735
19,1.131,0.8778,-0.002638
20,1.500,0.8803,-0.003559
21,1.943,0.8827,-0.004401
22,2.287,0.8852,-0.005285
23,2.681,0.8877,-0.006129
24,3.123,0.8901,-0.006923
25,3.467,0.8925,-0.007753
26,3.861,0.8951,-0.008551
27,4.230,0.8975,-0.009327
28,4.574,0.8999,-0.01011
29,4.968,0.9024,-0.01086
30,5.312,0.9048,-0.01156
31,5.632,0.9073,-0.01229
32,6.099,0.9098,-0.01298
33,6.369,0.9122,-0.01363
34,6.689,0.9147,-0.01428
35,7.058,0.9171,-0.01491
36,7.329,0.9196,-0.01551
37,7.722,0.9220,-0.01608
38,8.017,0.9244,-0.01662
39,8.361,0.9269,-0.01716
40,8.706,0.9293,-0.01766
41,8.952,0.9317,-0.01814
42,9.247,0.9341,-0.0186
43,9.345,0.9369,-0.01741
44,9.837,0.9389,-0.01827
45,10.280,0.9409,-0.01916
46,10.722,0.9429,-0.02003
47,11.116,0.9449,-0.02087
48,11.608,0.9469,-0.02174
49,12.001,0.9489,-0.0226
50,12.419,0.9509,-0.02344
51,12.813,0.9530,-0.02431
52,13.304,0.9550,-0.02517
53,13.723,0.9570,-0.02597
54,14.141,0.9591,-0.0268
55,14.583,0.9611,-0.02767
56,14.977,0.9630,-0.02846
57,15.370,0.9650,-0.02929
58,15.813,0.9671,-0.03013
59,16.133,0.9691,-0.03093
60,16.575,0.9710,-0.03176
61,17.018,0.9730,-0.03253
62,17.387,0.9749,-0.0333
63,17.805,0.9769,-0.03411
64,18.149,0.9789,-0.03491
65,18.567,0.9808,-0.03571
66,18.961,0.9829,-0.03649
67,19.354,0.9849,-0.03731
68,19.723,0.9867,-0.03807
69,20.117,0.9887,-0.03889
70,20.510,0.9908,-0.03971
71,20.904,0.9927,-0.04043
72,21.223,0.9947,-0.04121
73,21.641,0.9965,-0.042
74,22.059,0.9985,-0.04278
75,22.428,1.0005,-0.04357
