current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.000,0.7551,-6.996e-05
2,-0.025,0.7763,-8.483e-05
3,-0.025,0.7906,-9.818e-05
4,-0.000,0.8026,-0.0001108
5,0.049,0.8128,-0.0001249
6,-0.000,0.8214,-0.0001378
7,-0.000,0.8295,-0.0001518
8,0.025,0.8369,-0.0001665
9,0.049,0.8436,-0.0001819
10,0.025,0.8501,-0.0001989
11,0.025,0.8560,-0.0002176
12,0.025,0.8616,-0.0002381
13,0.025,0.8670,-0.0002622
14,0.074,0.8722,-0.0003013
15,0.320,0.8762,-0.0008929
16,0.738,0.8798,-0.001964
17,1.131,0.8832,-0.003038
18,1.623,0.8865,-0.004038
19,1.992,0.8899,-0.005087
20,2.361,0.8933,-0.006104
21,2.828,0.8966,-0.007083
22,3.246,0.8999,-0.008107
23,3.689,0.9033,-0.009095
24,4.082,0.9065,-0.01005
25,4.476,0.9097,-0.01099
26,4.869,0.9129,-0.01194
27,5.238,0.9161,-0.01286
28,5.607,0.9193,-0.01378
29,6.099,0.9225,-0.0147
30,6.468,0.9257,-0.01556
31,6.812,0.9288,-0.01647
32,7.255,0.9319,-0.01733
33,7.624,0.9350,-0.01816
34,8.042,0.9381,-0.01899
35,8.411,0.9411,-0.01981
36,8.829,0.9441,-0.02057
37,9.148,0.9471,-0.0214
38,9.271,0.9503,-0.01879
39,9.714,0.9533,-0.01967
40,10.107,0.9561,-0.02055
41,10.550,0.9589,-0.02139
42,10.944,0.9618,-0.02226
43,11.362,0.9646,-0.02314
44,11.755,0.9673,-0.02397
45,12.149,0.9701,-0.02482
46,12.542,0.9729,-0.02568
47,13.009,0.9756,-0.0265
48,13.354,0.9783,-0.02734
49,13.772,0.9810,-0.02819
50,14.141,0.9836,-0.02899
51,14.510,0.9863,-0.0298
52,14.928,0.9890,-0.03066
53,15.296,0.9916,-0.03147
54,15.690,0.9942,-0.0323
55,16.083,0.9968,-0.03312
56,16.477,0.9994,-0.03395
57,16.821,1.0021,-0.03476
58,17.239,1.0047,-0.03559
59,17.559,1.0073,-0.03636
60,17.952,1.0098,-0.03722
61,18.321,1.0124,-0.03798
62,18.690,1.0148,-0.03875
63,19.059,1.0173,-0.0396
64,19.453,1.0198,-0.0404
65,19.797,1.0223,-0.04115
66,20.166,1.0247,-0.04192
67,20.535,1.0271,-0.0427
68,20.904,1.0295,-0.04347
69,21.248,1.0319,-0.04425
70,21.617,1.0343,-0.04507
71,21.986,1.0367,-0.04584
72,22.404,1.0391,-0.0466
73,22.723,1.0413,-0.0473
74,23.092,1.0436,-0.0481
75,23.486,1.0460,-0.04886
76,23.806,1.0482,-0.04961
77,24.076,1.0505,-0.05038
78,24.470,1.0528,-0.05113
79,24.765,1.0550,-0.05184
80,25.134,1.0573,-0.05264
81,25.453,1.0595,-0.0534
82,25.920,1.0617,-0.05409
83,26.191,1.0640,-0.05482
84,26.535,1.0662,-0.05558
85,26.904,1.0683,-0.0563
86,27.199,1.0706,-0.05705
87,27.544,1.0727,-0.05778
88,27.863,1.0748,-0.0585
89,28.208,1.0769,-0.0592
90,28.527,1.0791,-0.05995
91,28.921,1.0812,-0.06068
92,29.191,1.0832,-0.06138
93,29.560,1.0854,-0.0621
94,29.904,1.0874,-0.0628
95,30.200,1.0894,-0.06346
96,30.519,1.0915,-0.06418
97,30.888,1.0936,-0.06489
98,31.208,1.0956,-0.06562
99,31.503,1.0976,-0.06624
100,31.823,1.0996,-0.06694
101,32.142,1.1016,-0.06766
102,32.511,1.1036,-0.06833
103,32.782,1.1056,-0.06906
104,33.102,1.1076,-0.06973
105,33.372,1.1095,-0.0704
106,33.692,1.1114,-0.07111
107,34.011,1.1134,-0.07179
108,34.356,1.1153,-0.07239
109,34.626,1.1172,-0.07314
110,34.971,1.1191,-0.07377
111,35.290,1.1209,-0.07446
112,35.585,1.1229,-0.0751
113,35.930,1.1247,-0.07576
114,36.225,1.1265,-0.07643
115,36.544,1.1284,-0.07705
116,36.864,1.1303,-0.07773
117,37.135,1.1321,-0.07835
118,37.454,1.1340,-0.07902
119,37.749,1.1358,-0.07972
120,38.045,1.1376,-0.08037
121,38.364,1.1394,-0.08096
122,38.659,1.1411,-0.08161
123,38.930,1.1429,-0.08221
124,39.225,1.1447,-0.08292
125,39.496,1.1465,-0.08351
126,39.791,1.1482,-0.0841
127,40.061,1.1499,-0.08476
128,40.405,1.1517,-0.08541
129,40.676,1.1534,-0.08602
130,40.996,1.1551,-0.08672
131,41.242,1.1569,-0.08728
132,41.537,1.1585,-0.08799
133,41.807,1.1603,-0.0885
134,42.152,1.1620,-0.08915
135,42.397,1.1636,-0.08986
136,42.619,1.1653,-0.09034
137,42.963,1.1670,-0.09099
138,43.258,1.1686,-0.09162
139,43.480,1.1703,-0.09222
140,43.824,1.1719,-0.09279
141,44.070,1.1735,-0.09341
142,44.365,1.1752,-0.09403
143,44.635,1.1768,-0.09465
144,44.906,1.1784,-0.09518
145,45.176,1.1800,-0.09576
146,45.447,1.1816,-0.09638
147,45.717,1.1832,-0.09689
148,45.939,1.1848,-0.09752
149,46.283,1.1863,-0.0981
150,46.578,1.1879,-0.09867
151,46.824,1.1895,-0.09922
152,47.095,1.1910,-0.09975
153,47.365,1.1926,-0.1004
154,47.562,1.1941,-0.1009
155,47.832,1.1956,-0.1015
156,48.103,1.1972,-0.102
157,48.373,1.1987,-0.1027
158,48.644,1.2002,-0.1032
159,48.915,1.2017,-0.1038
160,49.185,1.2032,-0.1044
161,49.382,1.2047,-0.1049
162,49.603,1.2063,-0.1054
163,49.997,1.2078,-0.106
164,50.218,1.2092,-0.1066
165,50.390,1.2107,-0.107
166,50.710,1.2122,-0.1076
167,50.980,1.2136,-0.1082
168,51.226,1.2151,-0.1087
169,51.472,1.2165,-0.1093
170,51.718,1.2180,-0.1098
171,51.890,1.2194,-0.1103
172,52.185,1.2208,-0.1109
173,52.407,1.2223,-0.1113
174,52.726,1.2237,-0.1119
175,52.948,1.2251,-0.1124
176,53.169,1.2265,-0.113
177,53.366,1.2280,-0.1134
178,53.612,1.2293,-0.114
179,53.931,1.2307,-0.1146
180,54.153,1.2321,-0.115
181,54.399,1.2335,-0.1155
182,54.595,1.2349,-0.1161
183,54.841,1.2363,-0.1166
184,55.112,1.2376,-0.1171
