current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.000,0.7670,-7.653e-05
2,-0.000,0.7848,-8.948e-05
3,-0.000,0.7976,-0.0001007
4,-0.025,0.8087,-0.0001121
5,-0.000,0.8180,-0.0001221
6,-0.000,0.8263,-0.0001316
7,0.025,0.8339,-0.0001411
8,-0.000,0.8409,-0.000151
9,-0.000,0.8474,-0.0001605
10,0.025,0.8535,-0.0001708
11,0.049,0.8593,-0.0001818
12,0.025,0.8648,-0.0001935
13,0.049,0.8702,-0.0002061
14,0.074,0.8753,-0.00022
15,0.049,0.8801,-0.0002351
16,0.049,0.8849,-0.0002517
17,0.098,0.8895,-0.0002702
18,0.123,0.8938,-0.0002913
19,0.074,0.8981,-0.0003401
20,0.393,0.9016,-0.0008102
21,0.910,0.9043,-0.001482
22,1.426,0.9073,-0.002166
23,1.844,0.9102,-0.002802
24,2.287,0.9130,-0.003424
25,2.754,0.9160,-0.004057
26,3.172,0.9189,-0.004679
27,3.541,0.9218,-0.005278
28,4.033,0.9248,-0.005877
29,4.402,0.9277,-0.006457
30,4.820,0.9306,-0.007029
31,5.164,0.9335,-0.007617
32,5.632,0.9365,-0.008196
33,6.025,0.9394,-0.008741
34,6.394,0.9423,-0.009313
35,6.763,0.9452,-0.009874
36,7.181,0.9481,-0.01044
37,7.550,0.9510,-0.011
38,7.968,0.9538,-0.01152
39,8.337,0.9567,-0.01207
40,8.730,0.9596,-0.01262
41,9.075,0.9625,-0.01316
42,9.468,0.9653,-0.01369
43,9.812,0.9681,-0.01424
44,10.206,0.9710,-0.01476
45,10.501,0.9738,-0.01527
46,10.894,0.9766,-0.01582
47,11.288,0.9794,-0.01632
48,11.583,0.9822,-0.01682
49,12.001,0.9849,-0.01739
50,12.370,0.9877,-0.01788
51,12.665,0.9905,-0.01841
52,13.083,0.9932,-0.01891
53,13.403,0.9959,-0.01942
54,13.772,0.9987,-0.01994
55,14.116,1.0014,-0.02045
56,14.485,1.0041,-0.02094
57,14.878,1.0068,-0.02143
58,15.223,1.0094,-0.02197
59,15.518,1.0121,-0.02247
60,15.862,1.0148,-0.02295
61,16.231,1.0175,-0.02348
62,16.575,1.0201,-0.02397
63,16.895,1.0227,-0.02447
64,17.239,1.0253,-0.02496
65,17.608,1.0279,-0.02545
66,17.977,1.0305,-0.02592
67,18.346,1.0331,-0.02643
68,18.592,1.0356,-0.02692
69,18.961,1.0382,-0.02739
70,19.280,1.0408,-0.02788
71,19.649,1.0433,-0.02839
72,19.994,1.0458,-0.02886
73,20.313,1.0483,-0.02935
74,20.707,1.0509,-0.02984
75,20.977,1.0534,-0.03035
76,21.346,1.0559,-0.03082
77,21.666,1.0584,-0.0313
78,22.010,1.0608,-0.03175
79,22.330,1.0632,-0.03228
80,22.699,1.0657,-0.03272
81,22.994,1.0681,-0.03322
82,23.289,1.0705,-0.03368
83,23.633,1.0729,-0.03415
84,24.002,1.0754,-0.03463
85,24.322,1.0777,-0.0351
86,24.568,1.0801,-0.03561
87,24.986,1.0825,-0.03604
88,25.256,1.0849,-0.03655
89,25.601,1.0872,-0.03698
90,25.945,1.0896,-0.03748
91,26.314,1.0919,-0.03796
92,26.535,1.0943,-0.03842
93,26.855,1.0966,-0.03886
94,27.199,1.0988,-0.03932
95,27.519,1.1011,-0.0398
96,27.888,1.1035,-0.04023
97,28.183,1.1057,-0.04069
98,28.454,1.1080,-0.04113
99,28.847,1.1102,-0.04161
100,29.142,1.1125,-0.04208
101,29.486,1.1147,-0.04255
102,29.757,1.1170,-0.04299
103,30.077,1.1192,-0.04347
104,30.396,1.1214,-0.04384
105,30.667,1.1237,-0.04432
106,31.011,1.1259,-0.04478
107,31.306,1.1281,-0.04519
108,31.626,1.1302,-0.04569
109,31.921,1.1324,-0.04614
110,32.241,1.1346,-0.04659
111,32.585,1.1367,-0.047
112,32.831,1.1389,-0.0475
113,33.151,1.1410,-0.04793
114,33.495,1.1431,-0.04836
115,33.765,1.1453,-0.04882
116,34.085,1.1474,-0.04925
117,34.380,1.1494,-0.04971
118,34.675,1.1516,-0.05013
119,34.995,1.1537,-0.05057
120,35.339,1.1557,-0.05102
121,35.610,1.1578,-0.05146
122,35.880,1.1599,-0.0519
123,36.176,1.1619,-0.05222
124,36.495,1.1640,-0.0527
125,36.790,1.1660,-0.05316
126,37.110,1.1680,-0.05358
127,37.381,1.1701,-0.05402
128,37.651,1.1721,-0.05444
129,37.995,1.1741,-0.05483
130,38.241,1.1760,-0.05531
131,38.536,1.1781,-0.05566
132,38.782,1.1800,-0.05608
133,39.151,1.1820,-0.05656
134,39.397,1.1840,-0.05697
135,39.668,1.1859,-0.05731
136,39.963,1.1879,-0.0578
137,40.307,1.1899,-0.05819
138,40.553,1.1918,-0.05866
139,40.897,1.1937,-0.059
140,41.168,1.1957,-0.05949
141,41.389,1.1976,-0.05984
142,41.709,1.1995,-0.06023
143,42.004,1.2014,-0.06058
144,42.299,1.2033,-0.06109
145,42.570,1.2051,-0.06149
146,42.840,1.2070,-0.0619
147,43.160,1.2089,-0.06229
148,43.357,1.2107,-0.06276
149,43.701,1.2126,-0.06314
150,43.922,1.2144,-0.06352
151,44.193,1.2163,-0.06398
152,44.463,1.2181,-0.0643
153,44.758,1.2199,-0.06471
154,45.078,1.2218,-0.06517
155,45.398,1.2236,-0.06551
156,45.619,1.2254,-0.06592
157,45.865,1.2273,-0.06634
158,46.111,1.2290,-0.06672
159,46.431,1.2308,-0.06714
160,46.652,1.2326,-0.06744
161,46.996,1.2344,-0.06786
162,47.193,1.2362,-0.06829
163,47.513,1.2379,-0.06864
164,47.709,1.2396,-0.069
165,48.029,1.2414,-0.06942
166,48.373,1.2432,-0.06978
167,48.521,1.2449,-0.07014
168,48.841,1.2467,-0.0706
169,49.111,1.2484,-0.07091
170,49.431,1.2501,-0.0713
171,49.628,1.2519,-0.07167
172,49.898,1.2536,-0.07212
173,50.120,1.2553,-0.07245
174,50.415,1.2570,-0.07286
175,50.734,1.2587,-0.0733
176,50.980,1.2604,-0.07362
177,51.177,1.2621,-0.074
178,51.472,1.2637,-0.07435
179,51.669,1.2654,-0.07469
180,51.939,1.2671,-0.07522
181,52.210,1.2687,-0.07552
182,52.431,1.2704,-0.07588
183,52.751,1.2720,-0.07627
184,52.948,1.2737,-0.07661
185,53.218,1.2753,-0.07694
186,53.415,1.2770,-0.0774
187,53.685,1.2786,-0.07773
188,54.005,1.2803,-0.0781
