current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.000,0.7602,-6.764e-05
2,-0.000,0.7821,-8.055e-05
3,-0.000,0.7968,-9.246e-05
4,-0.000,0.8086,-0.0001034
5,0.025,0.8189,-0.000116
6,-0.000,0.8280,-0.0001276
7,0.025,0.8362,-0.0001398
8,-0.025,0.8437,-0.0001527
9,-0.000,0.8504,-0.0001666
10,-0.025,0.8570,-0.0001819
11,0.025,0.8632,-0.0001986
12,0.025,0.8689,-0.0002165
13,0.074,0.8745,-0.0002368
14,0.049,0.8798,-0.0002599
15,0.049,0.8848,-0.000284
16,0.098,0.8897,-0.0003134
17,0.098,0.8945,-0.0003456
18,0.123,0.8990,-0.0003944
19,0.344,0.9028,-0.0009553
20,0.934,0.9059,-0.00211
21,1.451,0.9090,-0.003209
22,1.967,0.9121,-0.004293
23,2.484,0.9152,-0.005355
24,2.951,0.9183,-0.006388
25,3.418,0.9215,-0.007397
26,3.861,0.9246,-0.008429
27,4.353,0.9277,-0.009423
28,4.820,0.9310,-0.01044
29,5.238,0.9341,-0.01143
30,5.656,0.9372,-0.01237
31,6.074,0.9403,-0.01335
32,6.542,0.9434,-0.01435
33,6.935,0.9465,-0.01527
34,7.378,0.9496,-0.01624
35,7.771,0.9527,-0.01719
36,8.214,0.9556,-0.01812
37,8.534,0.9586,-0.01904
38,8.952,0.9615,-0.01995
39,9.370,0.9646,-0.02089
40,9.739,0.9676,-0.02182
41,10.132,0.9705,-0.02274
42,10.575,0.9735,-0.02364
43,10.993,0.9765,-0.02459
44,11.337,0.9793,-0.02548
45,11.706,0.9823,-0.02636
46,12.149,0.9851,-0.02728
47,12.542,0.9879,-0.02818
48,12.886,0.9908,-0.02908
49,13.231,0.9936,-0.02997
50,13.673,0.9964,-0.03088
51,14.018,0.9992,-0.03171
52,14.387,1.0021,-0.03264
53,14.805,1.0049,-0.0335
54,15.198,1.0076,-0.0344
55,15.542,1.0104,-0.03527
56,15.862,1.0130,-0.03612
57,16.256,1.0157,-0.03697
58,16.624,1.0185,-0.03784
59,16.969,1.0211,-0.0387
60,17.362,1.0238,-0.03956
61,17.731,1.0264,-0.04042
62,18.100,1.0289,-0.04128
63,18.469,1.0315,-0.04213
64,18.862,1.0342,-0.04303
65,19.133,1.0367,-0.04379
66,19.477,1.0393,-0.04464
67,19.822,1.0418,-0.04548
68,20.190,1.0443,-0.04634
69,20.584,1.0468,-0.04721
70,20.928,1.0494,-0.04798
71,21.248,1.0517,-0.0488
72,21.592,1.0542,-0.04964
73,21.936,1.0566,-0.05039
74,22.330,1.0590,-0.05126
75,22.674,1.0614,-0.05203
76,22.945,1.0638,-0.05285
77,23.338,1.0661,-0.05372
78,23.658,1.0686,-0.05449
79,24.002,1.0709,-0.05526
80,24.322,1.0732,-0.05608
81,24.642,1.0756,-0.05689
82,25.011,1.0778,-0.05766
83,25.355,1.0801,-0.0584
84,25.699,1.0824,-0.05925
85,26.019,1.0846,-0.05999
86,26.314,1.0869,-0.06082
87,26.707,1.0891,-0.06159
88,27.003,1.0913,-0.06233
89,27.298,1.0935,-0.06313
90,27.667,1.0957,-0.06391
91,27.986,1.0978,-0.06459
92,28.306,1.1000,-0.06544
93,28.601,1.1022,-0.06624
94,28.921,1.1043,-0.06693
95,29.265,1.1065,-0.06768
96,29.585,1.1086,-0.0685
97,29.929,1.1107,-0.06923
98,30.200,1.1128,-0.06995
99,30.519,1.1149,-0.07071
100,30.864,1.1169,-0.07145
101,31.183,1.1190,-0.07216
102,31.503,1.1211,-0.07294
103,31.798,1.1231,-0.07359
104,32.118,1.1251,-0.07436
105,32.438,1.1271,-0.07511
106,32.733,1.1291,-0.07579
107,33.003,1.1312,-0.0765
108,33.347,1.1331,-0.07722
109,33.643,1.1351,-0.07792
110,33.962,1.1370,-0.07865
111,34.282,1.1389,-0.07936
112,34.552,1.1409,-0.08012
113,34.872,1.1428,-0.08077
114,35.192,1.1446,-0.08153
115,35.487,1.1465,-0.08217
116,35.733,1.1485,-0.08295
117,36.028,1.1503,-0.0836
118,36.372,1.1522,-0.08439
119,36.717,1.1541,-0.08502
120,36.913,1.1559,-0.08569
121,37.258,1.1577,-0.08639
122,37.528,1.1596,-0.08702
123,37.823,1.1614,-0.08775
124,38.069,1.1632,-0.08838
125,38.413,1.1650,-0.08907
126,38.684,1.1668,-0.0897
127,39.004,1.1686,-0.0904
128,39.274,1.1703,-0.09098
129,39.545,1.1721,-0.09166
130,39.840,1.1738,-0.09229
131,40.086,1.1756,-0.09303
132,40.405,1.1773,-0.09359
