current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.000,0.7676,-7.685e-05
2,-0.000,0.7857,-9.218e-05
3,0.025,0.7993,-0.000105
4,0.025,0.8105,-0.0001199
5,0.025,0.8201,-0.0001332
6,-0.000,0.8286,-0.0001468
7,0.025,0.8365,-0.0001611
8,0.025,0.8439,-0.0001765
9,0.049,0.8505,-0.0001927
10,0.025,0.8569,-0.0002101
11,0.025,0.8630,-0.0002301
12,0.049,0.8685,-0.0002533
13,0.074,0.8741,-0.0003418
14,0.393,0.8780,-0.001421
15,0.787,0.8815,-0.002739
16,1.180,0.8851,-0.004082
17,1.598,0.8886,-0.005384
18,1.992,0.8921,-0.006708
19,2.385,0.8956,-0.007989
20,2.803,0.8990,-0.00932
21,3.197,0.9024,-0.0106
22,3.566,0.9059,-0.0119
23,3.984,0.9093,-0.01321
24,4.353,0.9126,-0.01448
25,4.722,0.9160,-0.01577
26,5.164,0.9194,-0.01708
27,5.484,0.9227,-0.01829
28,5.878,0.9260,-0.0196
29,6.320,0.9294,-0.02087
30,6.714,0.9326,-0.02214
31,7.083,0.9358,-0.02334
32,7.476,0.9390,-0.02463
33,7.820,0.9421,-0.02582
34,8.214,0.9453,-0.0271
35,8.558,0.9486,-0.02831
36,8.952,0.9517,-0.02951
37,9.394,0.9548,-0.03079
38,9.665,0.9578,-0.03197
39,10.083,0.9609,-0.03321
40,10.476,0.9640,-0.03441
41,10.821,0.9670,-0.03561
42,11.214,0.9701,-0.03682
43,11.583,0.9731,-0.03806
44,11.927,0.9760,-0.03922
45,12.321,0.9790,-0.04043
46,12.690,0.9819,-0.04163
47,13.034,0.9848,-0.04278
48,13.403,0.9878,-0.04396
49,13.747,0.9907,-0.04519
50,14.067,0.9935,-0.04631
51,14.460,0.9964,-0.0475
52,14.829,0.9993,-0.04868
53,15.198,1.0022,-0.04987
54,15.493,1.0050,-0.05102
55,15.887,1.0078,-0.0522
56,16.256,1.0106,-0.05334
57,16.551,1.0133,-0.05454
58,16.969,1.0162,-0.05573
59,17.338,1.0188,-0.05684
60,17.657,1.0216,-0.05795
61,18.026,1.0242,-0.05904
62,18.346,1.0269,-0.06018
63,18.690,1.0296,-0.06133
64,19.035,1.0322,-0.06253
65,19.379,1.0348,-0.06354
66,19.748,1.0374,-0.06465
67,20.117,1.0401,-0.06582
68,20.436,1.0426,-0.06687
69,20.781,1.0452,-0.06799
70,21.076,1.0477,-0.06908
71,21.445,1.0503,-0.0702
72,21.764,1.0528,-0.07135
73,22.059,1.0553,-0.07239
74,22.453,1.0578,-0.07347
75,22.748,1.0603,-0.07457
76,23.068,1.0627,-0.07555
77,23.363,1.0652,-0.07664
78,23.732,1.0677,-0.07782
79,24.076,1.0701,-0.07883
80,24.371,1.0725,-0.07995
81,24.765,1.0749,-0.081
82,25.060,1.0773,-0.08196
83,25.355,1.0796,-0.08312
84,25.724,1.0820,-0.08413
85,25.945,1.0842,-0.08514
86,26.314,1.0866,-0.08616
87,26.609,1.0889,-0.08724
88,26.929,1.0912,-0.08822
89,27.248,1.0935,-0.08931
90,27.593,1.0958,-0.09036
91,27.888,1.0981,-0.09129
92,28.208,1.1004,-0.09237
93,28.503,1.1026,-0.09342
94,28.872,1.1048,-0.09432
95,29.093,1.1070,-0.09535
96,29.413,1.1093,-0.09637
97,29.757,1.1114,-0.09732
98,30.027,1.1136,-0.09831
99,30.372,1.1158,-0.09936
100,30.593,1.1179,-0.1005
101,30.937,1.1201,-0.1014
102,31.257,1.1222,-0.1023
103,31.503,1.1243,-0.1033
104,31.823,1.1264,-0.1043
105,32.167,1.1285,-0.1053
106,32.462,1.1306,-0.1063
107,32.733,1.1327,-0.1072
108,32.979,1.1347,-0.1081
109,33.298,1.1368,-0.1091
110,33.618,1.1389,-0.1101
111,33.839,1.1410,-0.111
112,34.184,1.1430,-0.112
113,34.479,1.1451,-0.113
114,34.774,1.1470,-0.1138
115,35.069,1.1491,-0.1147
116,35.315,1.1511,-0.1158
117,35.635,1.1530,-0.1167
118,35.880,1.1550,-0.1176
119,36.200,1.1570,-0.1186
