current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.000,0.7632,-7.697e-05
2,-0.000,0.7828,-9.312e-05
3,0.025,0.7960,-0.0001072
4,0.025,0.8073,-0.0001222
5,0.025,0.8166,-0.0001363
6,-0.000,0.8249,-0.00015
7,0.025,0.8324,-0.0001648
8,-0.000,0.8394,-0.0001805
9,0.049,0.8458,-0.0001967
10,0.025,0.8518,-0.0002149
11,0.049,0.8577,-0.0002343
12,0.049,0.8630,-0.0002556
13,0.049,0.8683,-0.0002799
14,0.049,0.8733,-0.0003068
15,0.098,0.8780,-0.0003369
16,0.074,0.8826,-0.0003703
17,0.123,0.8869,-0.0004201
18,0.369,0.8907,-0.0008759
19,0.738,0.8938,-0.001792
20,1.107,0.8970,-0.002692
21,1.475,0.8999,-0.003563
22,1.820,0.9029,-0.004426
23,2.287,0.9060,-0.005279
24,2.582,0.9089,-0.00612
25,2.976,0.9120,-0.006931
26,3.320,0.9150,-0.007732
27,3.713,0.9179,-0.008506
28,4.033,0.9208,-0.009276
29,4.402,0.9237,-0.01006
30,4.771,0.9266,-0.01078
31,5.115,0.9295,-0.01152
32,5.435,0.9325,-0.01223
33,5.779,0.9353,-0.0129
34,6.099,0.9382,-0.01356
35,6.468,0.9410,-0.01422
36,6.787,0.9439,-0.01483
37,7.107,0.9466,-0.01546
38,7.451,0.9494,-0.01606
39,7.722,0.9522,-0.01666
40,8.066,0.9550,-0.01722
41,8.411,0.9577,-0.01776
42,8.681,0.9604,-0.0183
43,9.001,0.9631,-0.01885
44,9.222,0.9658,-0.01934
45,9.517,0.9685,-0.01984
46,9.837,0.9712,-0.02032
47,10.034,0.9738,-0.02028
48,10.403,0.9763,-0.02077
49,10.747,0.9787,-0.02173
50,11.239,0.9810,-0.02259
51,11.706,0.9834,-0.02352
52,12.075,0.9857,-0.02441
53,12.468,0.9880,-0.02528
54,12.911,0.9903,-0.02619
55,13.329,0.9926,-0.02707
56,13.723,0.9949,-0.02791
57,14.042,0.9972,-0.02882
58,14.485,0.9996,-0.02967
59,14.805,1.0018,-0.0305
60,15.247,1.0040,-0.03134
61,15.641,1.0063,-0.03219
62,15.985,1.0085,-0.03302
63,16.403,1.0107,-0.03387
64,16.747,1.0130,-0.03468
65,17.141,1.0152,-0.03551
66,17.534,1.0174,-0.03632
67,17.879,1.0196,-0.03716
68,18.248,1.0217,-0.03793
69,18.567,1.0239,-0.03874
70,18.985,1.0261,-0.03955
71,19.379,1.0282,-0.04037
72,19.699,1.0304,-0.04118
73,20.043,1.0325,-0.04193
74,20.387,1.0346,-0.0427
75,20.731,1.0367,-0.0435
76,21.076,1.0388,-0.04431
77,21.469,1.0408,-0.04507
78,21.789,1.0429,-0.04581
79,22.109,1.0449,-0.04661
80,22.453,1.0470,-0.04738
81,22.797,1.0491,-0.04815
82,23.166,1.0511,-0.04892
83,23.461,1.0531,-0.04964
84,23.855,1.0551,-0.05045
85,24.174,1.0571,-0.05121
86,24.543,1.0591,-0.05194
87,24.838,1.0611,-0.05271
88,25.183,1.0630,-0.05343
89,25.478,1.0651,-0.05418
90,25.798,1.0670,-0.05492
91,26.166,1.0689,-0.05563
92,26.486,1.0708,-0.05639
93,26.806,1.0728,-0.05711
94,27.126,1.0746,-0.05785
95,27.421,1.0765,-0.05858
96,27.790,1.0785,-0.05927
97,28.085,1.0803,-0.05991
98,28.404,1.0822,-0.06064
99,28.675,1.0840,-0.06137
100,29.044,1.0859,-0.06212
101,29.388,1.0878,-0.06282
102,29.634,1.0896,-0.06345
103,30.003,1.0914,-0.0642
104,30.249,1.0932,-0.06494
105,30.618,1.0951,-0.06559
106,30.913,1.0968,-0.06626
107,31.208,1.0986,-0.06696
108,31.528,1.1004,-0.06772
109,31.847,1.1022,-0.06839
110,32.167,1.1040,-0.06906
111,32.413,1.1057,-0.06974
112,32.659,1.1074,-0.07047
113,33.052,1.1092,-0.0711
114,33.298,1.1109,-0.07173
115,33.618,1.1126,-0.0724
116,33.913,1.1144,-0.0731
117,34.208,1.1161,-0.07376
118,34.454,1.1177,-0.07443
119,34.823,1.1195,-0.07504
120,35.093,1.1211,-0.07568
121,35.364,1.1228,-0.07634
122,35.635,1.1245,-0.07705
123,35.930,1.1261,-0.07768
124,36.249,1.1278,-0.07832
125,36.544,1.1295,-0.07895
126,36.766,1.1311,-0.07965
127,37.110,1.1327,-0.08027
128,37.356,1.1343,-0.08085
129,37.700,1.1359,-0.08154
130,37.946,1.1375,-0.0822
131,38.192,1.1392,-0.08282
132,38.512,1.1407,-0.0834
133,38.782,1.1423,-0.08409
134,39.127,1.1440,-0.08476
135,39.348,1.1455,-0.0853
136,39.569,1.1471,-0.08592
137,39.864,1.1486,-0.08654
138,40.184,1.1501,-0.08722
139,40.430,1.1518,-0.08774
140,40.676,1.1533,-0.0884
141,40.996,1.1548,-0.08898
142,41.242,1.1563,-0.08954
143,41.488,1.1578,-0.09013
144,41.733,1.1594,-0.09073
145,42.004,1.1609,-0.09134
146,42.324,1.1623,-0.09195
147,42.594,1.1639,-0.09255
148,42.840,1.1654,-0.09321
149,43.037,1.1668,-0.09378
150,43.357,1.1683,-0.09431
151,43.627,1.1698,-0.0949
152,43.848,1.1712,-0.09558
153,44.094,1.1727,-0.09607
154,44.365,1.1742,-0.09669
155,44.611,1.1756,-0.09727
156,44.881,1.1771,-0.09788
157,45.152,1.1785,-0.09839
158,45.422,1.1799,-0.09895
159,45.668,1.1813,-0.09957
160,45.914,1.1828,-0.1002
161,46.185,1.1842,-0.1007
162,46.381,1.1857,-0.1013
163,46.701,1.1871,-0.1017
164,46.923,1.1884,-0.1023
165,47.095,1.1898,-0.1029
166,47.414,1.1912,-0.1034
167,47.660,1.1926,-0.1039
168,47.857,1.1940,-0.1046
169,48.201,1.1954,-0.1051
170,48.398,1.1967,-0.1056
171,48.644,1.1981,-0.1062
172,48.915,1.1995,-0.1067
173,49.111,1.2008,-0.1073
174,49.333,1.2022,-0.1078
175,49.579,1.2035,-0.1083
176,49.824,1.2048,-0.1089
177,50.070,1.2062,-0.1094
178,50.292,1.2075,-0.1099
179,50.562,1.2088,-0.1104
180,50.759,1.2102,-0.1109
181,51.005,1.2114,-0.1115
182,51.300,1.2128,-0.1121
183,51.521,1.2141,-0.1126
184,51.693,1.2154,-0.113
185,51.939,1.2167,-0.1136
186,52.161,1.2180,-0.1142
187,52.382,1.2193,-0.1146
188,52.579,1.2206,-0.1152
189,52.825,1.2219,-0.1156
190,53.046,1.2231,-0.1161
191,53.292,1.2244,-0.1165
192,53.513,1.2257,-0.1171
193,53.759,1.2269,-0.1176
194,53.882,1.2283,-0.1181
195,54.153,1.2295,-0.1186
196,54.423,1.2308,-0.1191
197,54.620,1.2320,-0.1196
198,54.891,1.2333,-0.1201
199,55.063,1.2345,-0.1206
200,55.284,1.2357,-0.121
201,55.481,1.2369,-0.1216
202,55.702,1.2382,-0.1221
203,55.899,1.2394,-0.1226
204,56.145,1.2407,-0.123
205,56.415,1.2418,-0.1236
206,56.612,1.2431,-0.1241
207,56.784,1.2443,-0.1246
208,57.005,1.2455,-0.125
209,57.178,1.2467,-0.1255
210,57.424,1.2479,-0.1259
