current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.000,0.7655,-8e-05
2,-0.000,0.7819,-9.54e-05
3,-0.000,0.7936,-0.0001087
4,0.049,0.8035,-0.0001236
5,0.049,0.8123,-0.0001373
6,0.025,0.8196,-0.0001513
7,0.025,0.8265,-0.0001659
8,0.025,0.8328,-0.0001816
9,-0.000,0.8385,-0.0001975
10,0.049,0.8440,-0.0002161
11,0.025,0.8491,-0.0002365
12,0.025,0.8539,-0.0002593
13,0.098,0.8584,-0.0003353
14,0.443,0.8613,-0.001279
15,0.836,0.8638,-0.002514
16,1.254,0.8663,-0.003782
17,1.648,0.8688,-0.005007
18,2.017,0.8711,-0.006262
19,2.459,0.8736,-0.007488
20,2.853,0.8761,-0.008759
21,3.271,0.8785,-0.009935
22,3.664,0.8809,-0.01123
23,4.107,0.8834,-0.01246
24,4.427,0.8858,-0.01367
25,4.894,0.8882,-0.01493
26,5.287,0.8906,-0.01615
27,5.632,0.8931,-0.01736
28,6.050,0.8955,-0.01855
29,6.419,0.8979,-0.01976
30,6.812,0.9002,-0.02095
31,7.181,0.9026,-0.0222
32,7.599,0.9050,-0.02342
33,7.993,0.9074,-0.02462
34,8.411,0.9097,-0.0258
35,8.804,0.9121,-0.02701
36,9.198,0.9144,-0.02819
37,9.542,0.9168,-0.02939
38,9.886,0.9191,-0.03057
39,10.304,0.9214,-0.03177
40,10.747,0.9237,-0.03296
41,11.042,0.9260,-0.03409
42,11.485,0.9283,-0.03533
43,11.854,0.9306,-0.0365
44,12.222,0.9329,-0.03765
45,12.591,0.9351,-0.03884
46,12.985,0.9374,-0.04
47,13.354,0.9397,-0.04118
48,13.723,0.9419,-0.04231
49,14.067,0.9442,-0.04354
50,14.411,0.9464,-0.04468
51,14.829,0.9487,-0.04583
52,15.247,0.9509,-0.04699
53,15.616,0.9531,-0.04811
54,15.960,0.9553,-0.04926
55,16.329,0.9575,-0.05046
56,16.747,0.9597,-0.05157
57,17.067,0.9618,-0.05274
58,17.436,0.9641,-0.05391
59,17.805,0.9662,-0.05505
60,18.198,0.9684,-0.05617
61,18.543,0.9706,-0.05734
62,18.936,0.9727,-0.05847
63,19.280,0.9749,-0.05962
64,19.625,0.9770,-0.06078
65,19.969,0.9791,-0.06185
66,20.387,0.9812,-0.06294
67,20.707,0.9833,-0.06412
68,21.100,0.9854,-0.06525
69,21.494,0.9876,-0.0664
70,21.838,0.9897,-0.06756
71,22.232,0.9917,-0.06858
72,22.502,0.9938,-0.06973
73,22.896,0.9959,-0.07084
