current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.025,0.7632,-8.27e-05
2,-0.000,0.7803,-9.801e-05
3,-0.000,0.7924,-0.0001107
4,0.025,0.8027,-0.0001243
5,0.025,0.8112,-0.0001364
6,-0.000,0.8187,-0.0001481
7,-0.000,0.8255,-0.0001604
8,-0.000,0.8317,-0.0001728
9,0.025,0.8373,-0.0001863
10,0.025,0.8429,-0.0002008
11,0.025,0.8480,-0.0002167
12,0.074,0.8528,-0.000234
13,0.098,0.8575,-0.0002538
14,0.049,0.8619,-0.0002786
15,0.123,0.8658,-0.000422
16,0.566,0.8683,-0.001133
17,1.033,0.8707,-0.001927
18,1.451,0.8730,-0.002684
19,1.894,0.8754,-0.00345
20,2.287,0.8778,-0.004238
21,2.754,0.8801,-0.005007
22,3.172,0.8825,-0.005755
23,3.590,0.8848,-0.006514
24,3.959,0.8871,-0.00724
25,4.427,0.8894,-0.008
26,4.820,0.8918,-0.008752
27,5.287,0.8941,-0.00949
28,5.681,0.8965,-0.01026
29,6.025,0.8988,-0.01099
30,6.419,0.9011,-0.01173
31,6.837,0.9034,-0.01246
32,7.279,0.9058,-0.01317
33,7.648,0.9080,-0.01389
34,8.042,0.9103,-0.01462
35,8.460,0.9127,-0.01536
36,8.902,0.9149,-0.01605
37,9.222,0.9172,-0.01678
38,9.665,0.9195,-0.0175
39,9.984,0.9218,-0.0182
40,10.403,0.9241,-0.01894
41,10.771,0.9263,-0.01961
42,11.140,0.9285,-0.02032
43,11.608,0.9308,-0.02103
44,11.952,0.9330,-0.02175
45,12.370,0.9352,-0.02245
46,12.690,0.9375,-0.02317
47,13.108,0.9397,-0.02384
48,13.526,0.9419,-0.02454
49,13.821,0.9441,-0.02523
50,14.214,0.9462,-0.02591
51,14.583,0.9484,-0.02661
52,15.051,0.9506,-0.02734
53,15.395,0.9528,-0.02804
54,15.715,0.9550,-0.0287
55,16.083,0.9572,-0.02939
56,16.477,0.9592,-0.03008
57,16.870,0.9615,-0.0308
58,17.288,0.9636,-0.03145
59,17.608,0.9657,-0.03214
60,18.002,0.9678,-0.03283
61,18.346,0.9700,-0.03353
62,18.715,0.9721,-0.03417
63,19.108,0.9742,-0.03486
64,19.428,0.9764,-0.03556
65,19.822,0.9784,-0.03622
66,20.215,0.9804,-0.03692
67,20.584,0.9826,-0.03756
68,20.928,0.9846,-0.03828
69,21.322,0.9867,-0.03893
70,21.666,0.9889,-0.03962
71,22.059,0.9909,-0.04024
72,22.330,0.9929,-0.04094
73,22.748,0.9950,-0.04158
74,23.117,0.9970,-0.04228
75,23.510,0.9991,-0.04295
76,23.855,1.0011,-0.04357
77,24.150,1.0031,-0.04423
78,24.617,1.0052,-0.04493
79,24.937,1.0072,-0.04556
80,25.306,1.0092,-0.04624
81,25.601,1.0113,-0.04694
82,26.043,1.0132,-0.04758
83,26.339,1.0152,-0.04822
84,26.683,1.0172,-0.04884
85,27.052,1.0192,-0.04946
86,27.396,1.0211,-0.05016
87,27.790,1.0231,-0.05076
88,28.158,1.0250,-0.05142
89,28.478,1.0270,-0.05207
90,28.847,1.0289,-0.0527
91,29.167,1.0309,-0.05338
92,29.560,1.0328,-0.05403
93,29.880,1.0347,-0.05466
94,30.200,1.0366,-0.05525
95,30.593,1.0386,-0.05588
96,30.913,1.0405,-0.05659
97,31.232,1.0424,-0.05721
98,31.577,1.0442,-0.05783
99,31.970,1.0461,-0.05842
100,32.265,1.0480,-0.05906
101,32.634,1.0499,-0.05971
102,32.979,1.0518,-0.06036
103,33.347,1.0537,-0.06098
104,33.569,1.0556,-0.0616
105,34.011,1.0574,-0.0622
106,34.307,1.0593,-0.06282
107,34.675,1.0612,-0.06341
108,35.020,1.0630,-0.06408
109,35.364,1.0648,-0.06475
110,35.684,1.0667,-0.06531
111,36.028,1.0685,-0.06587
112,36.299,1.0703,-0.06656
113,36.717,1.0722,-0.06716
114,37.012,1.0739,-0.06782
115,37.356,1.0758,-0.06842
116,37.700,1.0776,-0.06895
117,37.995,1.0794,-0.06952
118,38.364,1.0812,-0.07021
119,38.659,1.0830,-0.07088
120,39.004,1.0848,-0.0714
121,39.373,1.0865,-0.07202
122,39.741,1.0883,-0.07255
123,39.987,1.0901,-0.0732
124,40.332,1.0918,-0.07387
125,40.627,1.0936,-0.07448
126,40.996,1.0953,-0.07503
127,41.266,1.0971,-0.07559
128,41.611,1.0989,-0.07615
129,41.955,1.1006,-0.07684
130,42.225,1.1024,-0.07736
131,42.594,1.1041,-0.07795
