current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.000,0.7661,-7.477e-05
2,-0.000,0.7847,-9.129e-05
3,0.025,0.7980,-0.0001055
4,-0.000,0.8089,-0.0001207
5,0.025,0.8185,-0.000135
6,0.025,0.8268,-0.0001494
7,0.025,0.8346,-0.000164
8,0.025,0.8418,-0.0001791
9,0.049,0.8481,-0.0001952
10,0.074,0.8544,-0.0002127
11,0.025,0.8603,-0.0002319
12,0.025,0.8658,-0.0002522
13,0.025,0.8712,-0.0002749
14,0.049,0.8763,-0.000301
15,0.049,0.8811,-0.0003374
16,0.344,0.8852,-0.0009267
17,0.861,0.8884,-0.00201
18,1.303,0.8914,-0.003061
19,1.820,0.8946,-0.004121
20,2.287,0.8977,-0.005189
21,2.681,0.9008,-0.006205
22,3.074,0.9038,-0.007269
23,3.566,0.9070,-0.008325
24,4.009,0.9102,-0.009335
25,4.476,0.9133,-0.01039
26,4.869,0.9164,-0.01145
27,5.263,0.9194,-0.01243
28,5.730,0.9226,-0.01347
29,6.197,0.9257,-0.01448
30,6.542,0.9287,-0.01545
31,6.935,0.9318,-0.01648
32,7.378,0.9349,-0.01751
33,7.722,0.9379,-0.01849
34,8.189,0.9410,-0.01948
35,8.607,0.9440,-0.0205
36,9.025,0.9470,-0.02149
37,9.443,0.9500,-0.02248
38,9.812,0.9530,-0.02343
39,10.230,0.9559,-0.02444
40,10.624,0.9590,-0.02546
41,10.993,0.9619,-0.02644
42,11.386,0.9650,-0.02741
43,11.804,0.9679,-0.02843
44,12.222,0.9709,-0.02943
45,12.567,0.9738,-0.03038
46,13.009,0.9768,-0.03138
47,13.378,0.9797,-0.03232
48,13.772,0.9825,-0.0333
49,14.190,0.9854,-0.03429
50,14.559,0.9882,-0.03526
51,14.928,0.9911,-0.03622
52,15.321,0.9939,-0.03719
53,15.665,0.9967,-0.0381
54,16.034,0.9996,-0.03909
55,16.403,1.0025,-0.04005
56,16.821,1.0052,-0.04101
57,17.239,1.0081,-0.04195
58,17.633,1.0108,-0.04293
59,17.977,1.0136,-0.04385
60,18.346,1.0163,-0.04481
61,18.764,1.0191,-0.04577
62,19.158,1.0217,-0.04671
63,19.477,1.0244,-0.04765
64,19.822,1.0272,-0.04857
65,20.215,1.0298,-0.04953
66,20.633,1.0325,-0.05048
67,20.977,1.0352,-0.05146
68,21.395,1.0378,-0.05231
69,21.740,1.0405,-0.05327
70,22.133,1.0432,-0.05421
71,22.453,1.0457,-0.05513
72,22.896,1.0484,-0.05608
73,23.191,1.0509,-0.05695
74,23.560,1.0535,-0.05788
75,23.904,1.0561,-0.05879
76,24.297,1.0587,-0.05971
77,24.666,1.0612,-0.06061
78,24.986,1.0638,-0.06155
79,25.429,1.0662,-0.06242
80,25.798,1.0688,-0.06336
81,26.068,1.0713,-0.06426
82,26.462,1.0738,-0.06513
83,26.830,1.0763,-0.06607
84,27.175,1.0788,-0.06699
85,27.568,1.0813,-0.06786
86,27.937,1.0838,-0.06879
87,28.281,1.0862,-0.06973
88,28.576,1.0886,-0.07049
89,28.970,1.0910,-0.07144
90,29.314,1.0935,-0.07234
91,29.659,1.0958,-0.0732
92,30.003,1.0983,-0.07409
93,30.372,1.1007,-0.07498
94,30.716,1.1030,-0.07587
95,31.085,1.1055,-0.07677
96,31.405,1.1078,-0.07754
97,31.798,1.1101,-0.07846
98,32.093,1.1125,-0.07935
99,32.413,1.1149,-0.08024
100,32.782,1.1172,-0.08105
101,33.151,1.1194,-0.08193
102,33.520,1.1218,-0.08282
103,33.815,1.1240,-0.08362
104,34.184,1.1263,-0.08455
105,34.528,1.1286,-0.08542
106,34.848,1.1308,-0.08625
107,35.167,1.1331,-0.0871
108,35.487,1.1353,-0.08794
109,35.905,1.1375,-0.08878
110,36.225,1.1398,-0.08961
111,36.520,1.1419,-0.09043
112,36.864,1.1442,-0.09129
113,37.184,1.1464,-0.09221
114,37.627,1.1485,-0.09292
115,37.897,1.1508,-0.09372
116,38.192,1.1529,-0.09465
117,38.536,1.1551,-0.09543
118,38.881,1.1573,-0.09629
119,39.200,1.1594,-0.09713
120,39.496,1.1616,-0.09793
121,39.889,1.1637,-0.09876
122,40.209,1.1658,-0.09962
123,40.504,1.1679,-0.1004
124,40.848,1.1701,-0.1013
125,41.168,1.1722,-0.1021
126,41.463,1.1742,-0.1029
127,41.832,1.1763,-0.1037
128,42.102,1.1784,-0.1045
129,42.422,1.1804,-0.1053
130,42.742,1.1825,-0.1061
131,43.086,1.1845,-0.1069
132,43.381,1.1866,-0.1077
133,43.701,1.1886,-0.1085
134,44.021,1.1906,-0.1093
135,44.389,1.1926,-0.11
136,44.660,1.1946,-0.1108
137,44.955,1.1966,-0.1117
138,45.299,1.1986,-0.1124
139,45.668,1.2006,-0.1132
140,45.939,1.2026,-0.114
141,46.234,1.2046,-0.1147
142,46.529,1.2066,-0.1155
143,46.824,1.2084,-0.1163
144,47.144,1.2104,-0.1171
145,47.439,1.2123,-0.1179
146,47.783,1.2142,-0.1187
147,48.103,1.2162,-0.1195
148,48.398,1.2181,-0.1202
149,48.718,1.2200,-0.1209
150,48.964,1.2219,-0.1217
151,49.357,1.2238,-0.1225
152,49.628,1.2257,-0.1232
153,49.898,1.2276,-0.1239
154,50.218,1.2294,-0.1246
155,50.513,1.2313,-0.1254
156,50.808,1.2331,-0.1262
157,51.079,1.2350,-0.1268
158,51.398,1.2368,-0.1278
159,51.669,1.2387,-0.1283
160,51.989,1.2405,-0.1292
161,52.259,1.2423,-0.1298
162,52.579,1.2442,-0.1306
163,52.898,1.2460,-0.1313
164,53.120,1.2478,-0.132
165,53.440,1.2495,-0.1328
166,53.735,1.2513,-0.1336
167,54.079,1.2531,-0.1342
168,54.276,1.2549,-0.135
169,54.620,1.2567,-0.1357
170,54.915,1.2585,-0.1364
171,55.235,1.2603,-0.1371
172,55.530,1.2620,-0.1378
173,55.776,1.2638,-0.1385
174,56.022,1.2655,-0.1392
175,56.317,1.2672,-0.14
176,56.563,1.2690,-0.1406
177,56.858,1.2707,-0.1413
178,57.128,1.2724,-0.1421
179,57.424,1.2741,-0.1428
180,57.719,1.2759,-0.1435
181,57.989,1.2775,-0.1442
182,58.309,1.2793,-0.1448
183,58.604,1.2810,-0.1456
184,58.801,1.2827,-0.1462
185,59.047,1.2843,-0.1469
186,59.416,1.2860,-0.1476
187,59.686,1.2877,-0.1482
188,59.957,1.2893,-0.1489
189,60.227,1.2910,-0.1497
190,60.473,1.2926,-0.1502
191,60.744,1.2943,-0.1509
192,60.989,1.2959,-0.1517
193,61.285,1.2976,-0.1523
194,61.506,1.2992,-0.153
195,61.875,1.3008,-0.1537
196,62.096,1.3024,-0.1543
197,62.416,1.3041,-0.1549
198,62.588,1.3057,-0.1556
199,62.858,1.3073,-0.1563
200,63.104,1.3089,-0.157
201,63.424,1.3105,-0.1576
202,63.670,1.3121,-0.1581
203,63.990,1.3137,-0.1588
204,64.211,1.3153,-0.1594
205,64.408,1.3169,-0.1601
206,64.703,1.3184,-0.1607
207,65.023,1.3200,-0.1614
208,65.269,1.3215,-0.1621
209,65.465,1.3231,-0.1626
210,65.760,1.3247,-0.1634
211,66.056,1.3262,-0.164
212,66.252,1.3277,-0.1647
213,66.523,1.3293,-0.1653
214,66.769,1.3308,-0.1659
215,67.039,1.3324,-0.1665
216,67.261,1.3339,-0.1671
217,67.556,1.3354,-0.1677
218,67.802,1.3369,-0.1682
219,68.023,1.3384,-0.1689
220,68.244,1.3399,-0.1696
221,68.490,1.3414,-0.1701
222,68.736,1.3429,-0.1707
223,69.007,1.3444,-0.1713
224,69.203,1.3459,-0.1721
225,69.474,1.3474,-0.1727
