current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.025,0.7635,-6.781e-05
2,-0.049,0.7841,-8.176e-05
3,-0.000,0.7980,-9.433e-05
4,-0.000,0.8097,-0.0001059
5,-0.000,0.8196,-0.0001192
6,-0.025,0.8282,-0.0001314
7,-0.000,0.8359,-0.0001446
8,0.025,0.8433,-0.0001584
9,-0.000,0.8498,-0.0001734
10,0.025,0.8562,-0.0001897
11,0.025,0.8623,-0.0002073
12,0.025,0.8678,-0.0002267
13,0.025,0.8732,-0.0002502
14,0.025,0.8784,-0.000293
15,0.295,0.8823,-0.001142
16,0.713,0.8858,-0.002453
17,1.156,0.8892,-0.003799
18,1.525,0.8926,-0.005079
19,1.918,0.8959,-0.006388
20,2.336,0.8993,-0.007709
21,2.705,0.9025,-0.008991
22,3.148,0.9058,-0.01029
23,3.541,0.9091,-0.0116
24,3.959,0.9124,-0.0129
25,4.353,0.9156,-0.01418
26,4.722,0.9189,-0.01548
27,5.140,0.9220,-0.01674
28,5.533,0.9253,-0.01803
29,5.878,0.9284,-0.0193
30,6.296,0.9315,-0.02052
31,6.665,0.9346,-0.02178
32,7.009,0.9377,-0.02305
33,7.427,0.9407,-0.02427
34,7.771,0.9438,-0.02554
35,8.165,0.9469,-0.02676
36,8.558,0.9498,-0.028
37,8.952,0.9528,-0.02921
38,9.296,0.9557,-0.03041
39,9.689,0.9587,-0.03165
40,10.058,0.9617,-0.03291
41,10.427,0.9646,-0.0341
42,10.771,0.9675,-0.03533
43,11.140,0.9704,-0.03657
44,11.534,0.9733,-0.03772
45,11.854,0.9761,-0.0389
46,12.247,0.9789,-0.04008
47,12.616,0.9817,-0.0413
48,12.985,0.9845,-0.04248
49,13.304,0.9873,-0.04371
50,13.673,0.9901,-0.04478
51,14.067,0.9927,-0.04595
52,14.411,0.9955,-0.04713
53,14.805,0.9982,-0.04829
54,15.100,1.0010,-0.04949
55,15.444,1.0036,-0.05061
56,15.813,1.0062,-0.05171
57,16.182,1.0088,-0.05287
58,16.526,1.0115,-0.05405
59,16.895,1.0140,-0.05521
60,17.215,1.0166,-0.05631
61,17.584,1.0192,-0.05749
62,17.952,1.0217,-0.05864
63,18.248,1.0243,-0.05976
64,18.567,1.0269,-0.06087
65,18.936,1.0293,-0.06201
66,19.280,1.0318,-0.06315
67,19.625,1.0344,-0.06425
68,19.994,1.0367,-0.06536
69,20.338,1.0392,-0.06648
70,20.658,1.0416,-0.06758
71,21.051,1.0439,-0.06862
72,21.322,1.0464,-0.06973
73,21.666,1.0487,-0.07081
74,22.010,1.0511,-0.07183
75,22.330,1.0534,-0.07287
76,22.674,1.0558,-0.07398
