current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.000,0.7594,-7.229e-05
2,0.025,0.7793,-8.76e-05
3,0.025,0.7932,-0.0001009
4,-0.000,0.8044,-0.0001154
5,0.025,0.8140,-0.0001288
6,0.025,0.8224,-0.0001422
7,-0.000,0.8302,-0.0001562
8,0.025,0.8372,-0.0001718
9,-0.000,0.8438,-0.0001873
10,-0.000,0.8499,-0.0002048
11,0.025,0.8557,-0.0002234
12,0.074,0.8610,-0.0002447
13,0.049,0.8664,-0.0002706
14,0.197,0.8710,-0.0005684
15,0.615,0.8741,-0.001596
16,1.057,0.8773,-0.00265
17,1.549,0.8804,-0.003716
18,1.967,0.8835,-0.004756
19,2.435,0.8867,-0.005809
20,2.853,0.8899,-0.006825
21,3.295,0.8928,-0.007867
22,3.738,0.8961,-0.008904
23,4.156,0.8992,-0.009916
24,4.599,0.9022,-0.01094
25,4.992,0.9053,-0.01196
26,5.410,0.9083,-0.01296
27,5.828,0.9114,-0.01395
28,6.222,0.9144,-0.01497
29,6.640,0.9175,-0.01598
30,7.058,0.9205,-0.01694
31,7.525,0.9234,-0.01796
32,7.820,0.9264,-0.01891
33,8.214,0.9292,-0.01991
34,8.607,0.9322,-0.02089
35,9.075,0.9351,-0.02189
36,9.493,0.9380,-0.02284
37,9.812,0.9409,-0.02381
38,10.206,0.9437,-0.02478
39,10.599,0.9465,-0.02574
40,10.993,0.9494,-0.02672
41,11.386,0.9522,-0.02768
42,11.780,0.9550,-0.02868
43,12.149,0.9578,-0.02963
44,12.542,0.9605,-0.03057
45,12.886,0.9632,-0.03153
46,13.280,0.9660,-0.03247
47,13.673,0.9687,-0.03341
48,14.042,0.9714,-0.03439
49,14.411,0.9741,-0.03533
50,14.780,0.9767,-0.03619
51,15.149,0.9793,-0.03713
52,15.469,0.9820,-0.03807
53,15.911,0.9846,-0.03897
54,16.256,0.9872,-0.03993
55,16.624,0.9897,-0.04086
56,17.018,0.9923,-0.04173
57,17.362,0.9948,-0.04264
58,17.756,0.9974,-0.04354
59,18.100,0.9999,-0.04445
60,18.420,1.0024,-0.04535
61,18.739,1.0049,-0.04626
62,19.133,1.0073,-0.04717
63,19.502,1.0099,-0.04806
64,19.871,1.0123,-0.04897
65,20.190,1.0147,-0.04983
66,20.608,1.0172,-0.05075
67,20.953,1.0195,-0.05163
68,21.297,1.0219,-0.05253
69,21.641,1.0243,-0.05342
70,22.010,1.0267,-0.05434
71,22.330,1.0290,-0.05519
72,22.650,1.0314,-0.05603
73,23.019,1.0336,-0.05692
74,23.363,1.0359,-0.05778
75,23.732,1.0382,-0.05865
76,24.051,1.0405,-0.05948
77,24.371,1.0428,-0.06037
78,24.740,1.0450,-0.0612
79,25.060,1.0473,-0.06206
80,25.355,1.0495,-0.06291
81,25.748,1.0517,-0.06376
82,26.068,1.0539,-0.0645
83,26.462,1.0561,-0.06538
84,26.757,1.0583,-0.06626
85,27.052,1.0604,-0.06706
86,27.347,1.0626,-0.06789
87,27.716,1.0648,-0.0687
88,28.011,1.0669,-0.06953
89,28.404,1.0690,-0.07029
90,28.699,1.0711,-0.07113
91,29.019,1.0732,-0.07198
92,29.314,1.0753,-0.07274
93,29.683,1.0773,-0.07355
94,29.978,1.0794,-0.07438
95,30.347,1.0814,-0.07519
96,30.691,1.0834,-0.07597
97,31.011,1.0854,-0.07679
98,31.257,1.0875,-0.0776
99,31.577,1.0895,-0.07843
100,31.872,1.0915,-0.07921
101,32.192,1.0935,-0.08
102,32.487,1.0954,-0.08076
103,32.831,1.0973,-0.08147
104,33.151,1.0993,-0.08234
105,33.446,1.1013,-0.08316
106,33.765,1.1032,-0.08383
107,34.085,1.1051,-0.08462
108,34.356,1.1070,-0.08538
109,34.700,1.1089,-0.08612
110,34.971,1.1108,-0.08687
111,35.216,1.1126,-0.08755
112,35.536,1.1145,-0.08833
113,35.831,1.1164,-0.0891
114,36.151,1.1182,-0.08984
115,36.471,1.1201,-0.09054
116,36.766,1.1219,-0.09129
117,37.061,1.1237,-0.09206
118,37.331,1.1255,-0.09281
119,37.651,1.1274,-0.09357
120,37.922,1.1291,-0.09423
121,38.266,1.1309,-0.09501
122,38.512,1.1327,-0.09577
123,38.782,1.1345,-0.09644
124,39.077,1.1362,-0.0972
125,39.373,1.1380,-0.09794
126,39.643,1.1397,-0.09871
127,39.914,1.1415,-0.09933
128,40.233,1.1432,-0.1
129,40.479,1.1449,-0.1008
130,40.799,1.1466,-0.1016
131,41.069,1.1484,-0.1022
132,41.365,1.1501,-0.1029
133,41.611,1.1518,-0.1036
134,41.881,1.1535,-0.1042
135,42.201,1.1551,-0.1049
136,42.447,1.1568,-0.1056
137,42.693,1.1585,-0.1063
138,43.012,1.1601,-0.107
139,43.283,1.1617,-0.1077
140,43.504,1.1634,-0.1084
141,43.725,1.1650,-0.1091
142,44.045,1.1666,-0.1096
143,44.340,1.1682,-0.1103
144,44.635,1.1698,-0.111
145,44.857,1.1714,-0.1117
146,45.127,1.1730,-0.1124
147,45.398,1.1746,-0.1129
148,45.668,1.1762,-0.1137
149,45.939,1.1777,-0.1143
150,46.234,1.1793,-0.115
151,46.480,1.1809,-0.1156
152,46.677,1.1824,-0.1163
153,46.923,1.1839,-0.1169
154,47.193,1.1855,-0.1176
155,47.439,1.1870,-0.1182
156,47.636,1.1885,-0.1189
157,47.980,1.1901,-0.1194
158,48.251,1.1915,-0.1201
159,48.496,1.1931,-0.1208
160,48.718,1.1946,-0.1214
161,49.037,1.1961,-0.1219
162,49.259,1.1976,-0.1225
163,49.480,1.1991,-0.1231
164,49.751,1.2006,-0.1237
165,49.972,1.2020,-0.1244
166,50.243,1.2035,-0.1251
167,50.464,1.2049,-0.1257
168,50.759,1.2064,-0.1263
169,50.956,1.2079,-0.1268
170,51.202,1.2093,-0.1275
171,51.497,1.2108,-0.1281
172,51.693,1.2122,-0.1287
173,51.890,1.2136,-0.1294
174,52.136,1.2151,-0.1299
175,52.407,1.2165,-0.1305
176,52.653,1.2179,-0.131
177,52.849,1.2193,-0.1317
178,53.095,1.2207,-0.1323
179,53.341,1.2221,-0.1328
180,53.538,1.2235,-0.1334
181,53.759,1.2248,-0.134
182,54.030,1.2262,-0.1346
183,54.276,1.2276,-0.1352
184,54.497,1.2290,-0.1357
185,54.718,1.2304,-0.1362
186,54.964,1.2317,-0.1368
187,55.186,1.2331,-0.1374
188,55.407,1.2345,-0.1379
189,55.604,1.2358,-0.1385
190,55.899,1.2371,-0.139
191,56.096,1.2385,-0.1397
192,56.317,1.2398,-0.1401
193,56.538,1.2411,-0.1407
194,56.760,1.2425,-0.1413
195,56.981,1.2439,-0.1418
196,57.178,1.2451,-0.1424
197,57.448,1.2464,-0.143
198,57.669,1.2477,-0.1435
199,57.842,1.2490,-0.1441
200,58.112,1.2503,-0.1446
201,58.260,1.2516,-0.1452
202,58.506,1.2529,-0.1458
203,58.727,1.2542,-0.1463
204,58.899,1.2555,-0.1468
205,59.145,1.2567,-0.1474
206,59.317,1.2580,-0.1478
207,59.563,1.2593,-0.1484
208,59.784,1.2605,-0.1489
209,59.981,1.2618,-0.1493
210,60.227,1.2631,-0.1498
211,60.448,1.2643,-0.1504
212,60.645,1.2655,-0.1509
213,60.817,1.2668,-0.1513
214,61.039,1.2681,-0.1519
215,61.260,1.2693,-0.1523
216,61.457,1.2705,-0.1528
217,61.653,1.2717,-0.1533
218,61.850,1.2730,-0.1538
219,62.096,1.2741,-0.1544
220,62.219,1.2754,-0.1549
221,62.490,1.2766,-0.1554
222,62.613,1.2778,-0.156
223,62.858,1.2790,-0.1565
224,63.031,1.2802,-0.157
225,63.227,1.2814,-0.1575
226,63.400,1.2826,-0.158
227,63.596,1.2838,-0.1584
228,63.818,1.2850,-0.1589
229,64.039,1.2861,-0.1593
