current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.025,0.7638,-7.497e-05
2,-0.000,0.7827,-9.016e-05
3,-0.000,0.7961,-0.0001031
4,-0.000,0.8070,-0.0001176
5,-0.000,0.8165,-0.0001308
6,-0.000,0.8248,-0.0001435
7,-0.000,0.8323,-0.0001575
8,-0.000,0.8393,-0.0001723
9,0.025,0.8457,-0.0001875
10,0.025,0.8519,-0.0002048
11,-0.000,0.8576,-0.0002233
12,0.025,0.8628,-0.0002429
13,0.049,0.8679,-0.0002658
14,0.049,0.8729,-0.000292
15,0.049,0.8775,-0.0003262
16,0.221,0.8817,-0.0005937
17,0.639,0.8848,-0.001564
18,1.057,0.8876,-0.002528
19,1.525,0.8905,-0.003551
20,2.017,0.8935,-0.004523
21,2.385,0.8963,-0.005489
22,2.803,0.8992,-0.006481
23,3.271,0.9020,-0.007468
24,3.713,0.9049,-0.008412
25,4.156,0.9077,-0.009366
26,4.599,0.9105,-0.01037
27,4.968,0.9133,-0.01133
28,5.435,0.9161,-0.0123
29,5.779,0.9189,-0.01327
30,6.197,0.9216,-0.0142
31,6.640,0.9244,-0.01516
32,7.009,0.9272,-0.0161
33,7.476,0.9298,-0.01703
34,7.870,0.9325,-0.01798
35,8.288,0.9353,-0.01893
36,8.656,0.9379,-0.01987
37,9.099,0.9405,-0.02079
38,9.468,0.9431,-0.02173
39,9.862,0.9458,-0.02265
40,10.255,0.9485,-0.02356
41,10.575,0.9510,-0.02448
42,11.042,0.9536,-0.02542
43,11.435,0.9562,-0.02635
44,11.804,0.9587,-0.02725
45,12.247,0.9612,-0.02813
46,12.591,0.9638,-0.02906
47,12.960,0.9663,-0.02995
48,13.354,0.9688,-0.0309
49,13.747,0.9714,-0.0318
50,14.067,0.9738,-0.03266
51,14.485,0.9763,-0.03355
52,14.878,0.9787,-0.03444
53,15.223,0.9810,-0.03528
54,15.616,0.9835,-0.03618
55,15.985,0.9859,-0.03707
56,16.354,0.9883,-0.03794
57,16.797,0.9907,-0.03883
58,17.141,0.9930,-0.0397
59,17.436,0.9953,-0.04054
60,17.830,0.9977,-0.04139
61,18.223,0.9999,-0.04227
62,18.567,1.0023,-0.04309
63,18.936,1.0046,-0.04396
64,19.330,1.0069,-0.04484
65,19.600,1.0091,-0.04565
66,20.018,1.0113,-0.04646
67,20.363,1.0136,-0.04738
68,20.707,1.0158,-0.04823
69,21.051,1.0180,-0.04911
70,21.420,1.0203,-0.04991
71,21.715,1.0224,-0.05076
72,22.084,1.0246,-0.05155
73,22.502,1.0267,-0.05241
74,22.797,1.0289,-0.05323
75,23.166,1.0310,-0.05405
76,23.510,1.0331,-0.05489
77,23.879,1.0353,-0.05569
78,24.248,1.0374,-0.05655
79,24.470,1.0394,-0.05735
80,24.888,1.0415,-0.05818
81,25.183,1.0436,-0.05896
82,25.552,1.0456,-0.05975
83,25.896,1.0477,-0.06056
84,26.240,1.0497,-0.06133
85,26.535,1.0517,-0.06211
86,26.880,1.0538,-0.06289
87,27.224,1.0558,-0.06372
88,27.544,1.0577,-0.06444
89,27.888,1.0597,-0.06526
90,28.232,1.0617,-0.06607
91,28.527,1.0636,-0.06678
92,28.872,1.0656,-0.06758
93,29.167,1.0675,-0.06833
94,29.560,1.0694,-0.0691
95,29.855,1.0714,-0.06991
96,30.175,1.0733,-0.07067
97,30.445,1.0752,-0.07146
98,30.790,1.0771,-0.07222
99,31.109,1.0790,-0.07299
100,31.429,1.0808,-0.07368
101,31.798,1.0827,-0.0745
102,32.069,1.0845,-0.07526
103,32.413,1.0863,-0.07597
104,32.683,1.0881,-0.07673
105,32.954,1.0900,-0.07746
106,33.298,1.0917,-0.07816
107,33.618,1.0935,-0.07896
108,33.839,1.0954,-0.07961
109,34.184,1.0971,-0.08033
110,34.503,1.0989,-0.0811
111,34.872,1.1006,-0.08179
112,35.118,1.1024,-0.0825
113,35.438,1.1042,-0.08317
114,35.733,1.1059,-0.0839
115,36.053,1.1076,-0.08462
116,36.372,1.1094,-0.08534
117,36.594,1.1111,-0.08604
118,36.889,1.1128,-0.08671
119,37.258,1.1145,-0.08746
120,37.528,1.1162,-0.08813
121,37.799,1.1179,-0.08889
122,38.094,1.1195,-0.08957
123,38.413,1.1212,-0.09026
124,38.684,1.1228,-0.09097
125,38.979,1.1245,-0.09162
126,39.274,1.1261,-0.0924
127,39.520,1.1278,-0.09303
128,39.840,1.1294,-0.09378
129,40.135,1.1310,-0.09446
130,40.405,1.1326,-0.0951
131,40.701,1.1342,-0.09575
132,40.971,1.1358,-0.09643
133,41.242,1.1374,-0.0971
134,41.512,1.1390,-0.09776
135,41.758,1.1405,-0.09838
136,42.102,1.1421,-0.09897
137,42.324,1.1437,-0.09975
138,42.594,1.1452,-0.1003
139,42.939,1.1468,-0.101
140,43.135,1.1484,-0.1016
141,43.455,1.1499,-0.1023
142,43.701,1.1514,-0.1029
143,43.971,1.1529,-0.1035
144,44.242,1.1544,-0.1042
145,44.537,1.1560,-0.1049
146,44.758,1.1575,-0.1056
147,45.078,1.1589,-0.1061
148,45.349,1.1604,-0.1068
149,45.619,1.1619,-0.1073
150,45.890,1.1634,-0.1081
151,46.136,1.1649,-0.1087
152,46.357,1.1663,-0.1093
153,46.677,1.1678,-0.11
154,46.898,1.1693,-0.1105
155,47.168,1.1707,-0.1112
156,47.464,1.1722,-0.1118
157,47.709,1.1737,-0.1124
158,47.931,1.1751,-0.113
159,48.226,1.1765,-0.1136
160,48.447,1.1780,-0.1142
161,48.693,1.1794,-0.1149
162,48.964,1.1808,-0.1154
163,49.185,1.1822,-0.1161
164,49.456,1.1835,-0.1165
165,49.628,1.1850,-0.1172
166,49.947,1.1864,-0.1177
167,50.267,1.1877,-0.1183
168,50.439,1.1891,-0.1189
169,50.710,1.1905,-0.1196
170,50.931,1.1919,-0.1202
171,51.152,1.1932,-0.1207
172,51.423,1.1946,-0.1214
173,51.644,1.1959,-0.122
174,51.939,1.1973,-0.1226
175,52.136,1.1986,-0.1231
176,52.407,1.2000,-0.1236
177,52.628,1.2013,-0.1243
178,52.898,1.2027,-0.1249
179,53.095,1.2040,-0.1254
180,53.341,1.2053,-0.1259
181,53.612,1.2066,-0.1265
182,53.808,1.2079,-0.1271
183,54.005,1.2092,-0.1276
184,54.251,1.2105,-0.1281
185,54.571,1.2118,-0.1286
186,54.792,1.2131,-0.1292
