current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.025,0.7643,-7.757e-05
2,0.025,0.7811,-9.211e-05
3,-0.025,0.7930,-0.0001048
4,-0.000,0.8031,-0.0001189
5,-0.000,0.8119,-0.0001322
6,0.025,0.8194,-0.000145
7,-0.000,0.8262,-0.0001593
8,0.025,0.8327,-0.0001744
9,0.049,0.8384,-0.0001897
10,0.025,0.8440,-0.0002073
11,0.049,0.8491,-0.0002266
12,0.049,0.8539,-0.0002466
13,0.074,0.8586,-0.0002696
14,0.074,0.8631,-0.0002958
15,0.098,0.8673,-0.000324
16,0.123,0.8714,-0.0003571
17,0.147,0.8755,-0.0004026
18,0.270,0.8787,-0.0007636
19,0.787,0.8810,-0.001769
20,1.279,0.8832,-0.002779
21,1.869,0.8854,-0.003746
22,2.361,0.8876,-0.004724
23,2.853,0.8900,-0.005719
24,3.271,0.8921,-0.006635
25,3.787,0.8945,-0.007618
26,4.230,0.8968,-0.008564
27,4.623,0.8990,-0.0095
28,5.115,0.9014,-0.01046
29,5.582,0.9037,-0.01138
30,6.025,0.9060,-0.01228
31,6.468,0.9083,-0.01322
32,6.886,0.9106,-0.01413
33,7.378,0.9128,-0.015
34,7.796,0.9152,-0.01591
35,8.189,0.9174,-0.01683
36,8.681,0.9197,-0.0177
37,9.025,0.9220,-0.01859
38,9.443,0.9242,-0.01946
39,9.886,0.9265,-0.02036
40,10.304,0.9288,-0.02123
41,10.698,0.9310,-0.02211
42,11.091,0.9332,-0.023
43,11.509,0.9355,-0.02389
44,11.952,0.9377,-0.02473
45,12.345,0.9400,-0.02565
46,12.714,0.9423,-0.02651
47,13.182,0.9445,-0.02736
48,13.550,0.9467,-0.02822
49,13.919,0.9490,-0.0291
50,14.337,0.9511,-0.02995
51,14.731,0.9533,-0.03084
52,15.174,0.9556,-0.03175
53,15.567,0.9578,-0.03257
54,15.960,0.9600,-0.03342
55,16.354,0.9622,-0.03432
56,16.747,0.9643,-0.03514
57,17.141,0.9665,-0.03601
58,17.510,0.9687,-0.03688
59,17.903,0.9708,-0.03769
60,18.272,0.9730,-0.03858
61,18.739,0.9751,-0.03942
62,19.059,0.9772,-0.04024
63,19.428,0.9794,-0.04107
64,19.871,0.9815,-0.04189
65,20.215,0.9836,-0.04275
66,20.608,0.9857,-0.04361
67,20.977,0.9878,-0.04443
68,21.371,0.9899,-0.04524
69,21.764,0.9920,-0.04608
70,22.084,0.9941,-0.04694
71,22.478,0.9961,-0.04772
72,22.846,0.9982,-0.04856
73,23.264,1.0003,-0.04936
74,23.633,1.0024,-0.05019
75,23.953,1.0045,-0.05105
76,24.371,1.0065,-0.05185
77,24.715,1.0086,-0.05272
78,25.134,1.0107,-0.05352
79,25.502,1.0126,-0.05433
80,25.847,1.0147,-0.05516
81,26.265,1.0168,-0.05599
82,26.634,1.0188,-0.05677
83,27.027,1.0208,-0.05762
84,27.396,1.0228,-0.05844
85,27.740,1.0248,-0.05925
86,28.109,1.0268,-0.06004
87,28.478,1.0287,-0.06083
88,28.847,1.0307,-0.06161
89,29.216,1.0327,-0.06242
90,29.560,1.0347,-0.06324
91,29.880,1.0366,-0.06398
92,30.224,1.0386,-0.06486
93,30.642,1.0406,-0.06559
94,30.987,1.0425,-0.06642
95,31.405,1.0445,-0.06718
96,31.675,1.0464,-0.06797
97,32.093,1.0483,-0.06879
98,32.487,1.0502,-0.06956
99,32.782,1.0521,-0.0704
100,33.126,1.0541,-0.07108
101,33.495,1.0560,-0.07195
102,33.864,1.0579,-0.07269
103,34.184,1.0597,-0.07342
104,34.626,1.0617,-0.07421
105,34.921,1.0636,-0.07505
106,35.266,1.0654,-0.07581
107,35.585,1.0673,-0.07659
108,35.930,1.0691,-0.07737
109,36.299,1.0710,-0.07812
110,36.594,1.0729,-0.07886
111,37.012,1.0747,-0.07963
112,37.356,1.0766,-0.08047
113,37.700,1.0784,-0.0812
114,37.995,1.0802,-0.08193
115,38.364,1.0821,-0.08265
116,38.758,1.0839,-0.08346
117,39.053,1.0857,-0.08419
118,39.373,1.0875,-0.08497
119,39.741,1.0894,-0.08572
120,40.110,1.0912,-0.08645
121,40.455,1.0930,-0.08719
122,40.774,1.0948,-0.08795
123,41.045,1.0965,-0.08863
124,41.414,1.0983,-0.08943
125,41.758,1.1001,-0.09022
126,42.127,1.1018,-0.09084
127,42.397,1.1036,-0.09166
128,42.742,1.1054,-0.09246
129,43.061,1.1072,-0.0932
130,43.406,1.1090,-0.09389
131,43.725,1.1107,-0.09464
132,44.144,1.1124,-0.09532
133,44.439,1.1142,-0.09607
134,44.758,1.1159,-0.09683
135,45.078,1.1177,-0.09753
136,45.398,1.1193,-0.09819
137,45.717,1.1211,-0.09899
138,46.037,1.1228,-0.09967
139,46.381,1.1244,-0.1004
140,46.652,1.1262,-0.1011
141,46.996,1.1279,-0.1018
142,47.341,1.1296,-0.1025
143,47.685,1.1312,-0.1032
144,47.980,1.1329,-0.1039
145,48.300,1.1346,-0.1047
146,48.619,1.1363,-0.1054
147,48.915,1.1380,-0.1061
148,49.234,1.1397,-0.1068
149,49.603,1.1413,-0.1075
150,49.947,1.1430,-0.1082
151,50.193,1.1447,-0.1089
152,50.488,1.1463,-0.1096
153,50.784,1.1479,-0.1103
154,51.128,1.1496,-0.111
155,51.472,1.1512,-0.1117
156,51.743,1.1529,-0.1123
157,52.062,1.1545,-0.113
158,52.431,1.1561,-0.1137
159,52.702,1.1578,-0.1144
160,53.046,1.1594,-0.1151
161,53.317,1.1610,-0.1158
162,53.562,1.1626,-0.1164
163,53.882,1.1642,-0.1171
164,54.251,1.1658,-0.1178
165,54.448,1.1674,-0.1186
166,54.817,1.1690,-0.1191
167,55.161,1.1706,-0.1197
168,55.407,1.1722,-0.1205
169,55.702,1.1738,-0.1211
170,56.022,1.1752,-0.1217
171,56.268,1.1768,-0.1225
172,56.637,1.1784,-0.123
173,56.907,1.1800,-0.1237
174,57.178,1.1816,-0.1244
175,57.448,1.1831,-0.1251
176,57.817,1.1846,-0.1257
177,58.088,1.1862,-0.1263
178,58.383,1.1878,-0.1271
179,58.629,1.1893,-0.1276
180,58.997,1.1908,-0.1282
181,59.219,1.1923,-0.129
182,59.514,1.1939,-0.1296
183,59.784,1.1954,-0.1303
184,60.153,1.1969,-0.1308
185,60.350,1.1984,-0.1314
186,60.670,1.1999,-0.1322
187,60.940,1.2014,-0.1328
188,61.211,1.2029,-0.1334
189,61.506,1.2045,-0.134
190,61.826,1.2060,-0.1346
191,62.121,1.2075,-0.1353
192,62.342,1.2090,-0.136
193,62.662,1.2105,-0.1366
194,62.932,1.2120,-0.1371
195,63.252,1.2134,-0.1378
196,63.522,1.2149,-0.1384
197,63.818,1.2164,-0.139
198,64.014,1.2178,-0.1396
199,64.309,1.2192,-0.1402
200,64.605,1.2207,-0.1408
201,64.826,1.2222,-0.1414
202,65.121,1.2236,-0.1419
203,65.441,1.2251,-0.1426
204,65.687,1.2265,-0.1432
205,65.982,1.2280,-0.1438
206,66.252,1.2294,-0.1444
207,66.474,1.2309,-0.145
208,66.744,1.2323,-0.1456
209,67.015,1.2337,-0.1462
210,67.310,1.2351,-0.1468
211,67.580,1.2365,-0.1474
212,67.802,1.2380,-0.148
213,68.072,1.2394,-0.1485
214,68.367,1.2408,-0.1492
215,68.712,1.2422,-0.1497
216,68.933,1.2435,-0.1503
217,69.154,1.2449,-0.1509
218,69.400,1.2464,-0.1514
219,69.671,1.2478,-0.1519
220,69.966,1.2491,-0.1525
221,70.236,1.2506,-0.1531
222,70.433,1.2519,-0.1537
223,70.679,1.2533,-0.1542
224,70.999,1.2547,-0.1549
225,71.195,1.2561,-0.1554
226,71.441,1.2575,-0.1559
227,71.761,1.2588,-0.1566
228,71.958,1.2601,-0.1571
229,72.277,1.2615,-0.1576
230,72.523,1.2629,-0.1581
231,72.720,1.2642,-0.1588
232,73.015,1.2656,-0.1593
233,73.286,1.2670,-0.1599
234,73.458,1.2683,-0.1604
235,73.753,1.2696,-0.1609
236,73.950,1.2710,-0.1614
237,74.196,1.2723,-0.1621
238,74.515,1.2736,-0.1626
239,74.761,1.2750,-0.1631
240,74.884,1.2763,-0.1637
241,75.179,1.2776,-0.1642
242,75.450,1.2790,-0.1648
243,75.720,1.2802,-0.1653
244,75.942,1.2816,-0.1658
245,76.163,1.2829,-0.1663
246,76.458,1.2842,-0.1669
247,76.655,1.2855,-0.1673
248,76.901,1.2869,-0.1679
249,77.171,1.2881,-0.1685
250,77.368,1.2894,-0.169
251,77.540,1.2907,-0.1695
252,77.860,1.2920,-0.1699
253,78.032,1.2933,-0.1704
254,78.253,1.2946,-0.171
255,78.524,1.2959,-0.1715
256,78.794,1.2972,-0.172
257,79.016,1.2984,-0.1726
258,79.188,1.2997,-0.1732
259,79.409,1.3010,-0.1736
260,79.606,1.3022,-0.1742
261,79.950,1.3035,-0.1747
262,80.122,1.3048,-0.1752
263,80.344,1.3060,-0.1756
264,80.590,1.3073,-0.1762
265,80.786,1.3086,-0.1765
266,81.008,1.3098,-0.1772
267,81.352,1.3111,-0.1777
268,81.500,1.3123,-0.1781
269,81.746,1.3135,-0.1785
270,81.967,1.3148,-0.179
271,82.139,1.3161,-0.1795
272,82.385,1.3173,-0.1801
273,82.557,1.3185,-0.1805
274,82.803,1.3198,-0.1809
275,82.951,1.3210,-0.1814
276,83.270,1.3222,-0.1819
277,83.467,1.3235,-0.1823
278,83.615,1.3247,-0.1829
279,83.885,1.3259,-0.1834
280,84.106,1.3272,-0.1838
281,84.328,1.3284,-0.1844
282,84.500,1.3296,-0.1847
283,84.721,1.3308,-0.1852
284,84.967,1.3320,-0.1857
285,85.189,1.3332,-0.186
286,85.336,1.3344,-0.1866
287,85.557,1.3356,-0.187
288,85.828,1.3368,-0.1874
289,86.025,1.3380,-0.1879
290,86.221,1.3392,-0.1884
291,86.394,1.3404,-0.1888
292,86.639,1.3416,-0.1894
293,86.812,1.3428,-0.1897
294,86.984,1.3440,-0.1902
295,87.254,1.3452,-0.1906
296,87.451,1.3463,-0.1911
297,87.599,1.3475,-0.1915
298,87.820,1.3486,-0.192
299,88.017,1.3498,-0.1924
300,88.213,1.3510,-0.1927
301,88.386,1.3522,-0.1933
302,88.631,1.3534,-0.1936
303,88.779,1.3545,-0.1942
304,89.000,1.3557,-0.1945
305,89.173,1.3568,-0.1948
306,89.418,1.3580,-0.1954
307,89.591,1.3592,-0.1959
308,89.763,1.3603,-0.1963
309,89.984,1.3615,-0.1967
