current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.025,0.7572,-7.609e-05
2,-0.000,0.7774,-9.396e-05
3,0.025,0.7917,-0.0001089
4,-0.000,0.8031,-0.0001244
5,-0.025,0.8128,-0.0001392
6,-0.049,0.8214,-0.0001533
7,-0.000,0.8291,-0.000169
8,0.025,0.8362,-0.0001845
9,0.025,0.8426,-0.0002014
10,0.025,0.8490,-0.0002197
11,-0.000,0.8548,-0.00024
12,0.074,0.8602,-0.0002618
13,0.049,0.8656,-0.000294
14,0.320,0.8699,-0.0008224
15,0.713,0.8730,-0.002028
16,1.131,0.8763,-0.003267
17,1.549,0.8795,-0.0045
18,1.992,0.8826,-0.00569
19,2.459,0.8859,-0.0069
20,2.877,0.8891,-0.008109
21,3.271,0.8922,-0.009292
22,3.689,0.8953,-0.01049
23,4.156,0.8984,-0.01167
24,4.574,0.9014,-0.01281
25,4.943,0.9045,-0.01402
26,5.410,0.9076,-0.01523
27,5.755,0.9106,-0.01635
28,6.148,0.9137,-0.01753
29,6.615,0.9167,-0.01868
30,6.984,0.9197,-0.01984
31,7.378,0.9227,-0.02101
32,7.820,0.9257,-0.02215
33,8.214,0.9285,-0.02329
34,8.607,0.9315,-0.02443
35,8.976,0.9344,-0.02556
36,9.419,0.9372,-0.02667
37,9.763,0.9401,-0.02783
38,10.181,0.9429,-0.02894
39,10.575,0.9458,-0.03006
40,10.944,0.9486,-0.03117
41,11.312,0.9512,-0.03225
42,11.706,0.9542,-0.03341
43,12.099,0.9569,-0.03451
44,12.444,0.9597,-0.03562
45,12.862,0.9624,-0.03673
46,13.206,0.9652,-0.03784
47,13.600,0.9678,-0.03891
48,14.042,0.9705,-0.04
49,14.288,0.9732,-0.04105
50,14.731,0.9758,-0.04215
51,15.100,0.9784,-0.0432
52,15.444,0.9810,-0.04431
53,15.862,0.9836,-0.04537
54,16.231,0.9862,-0.04645
55,16.575,0.9888,-0.0475
56,16.969,0.9913,-0.04859
57,17.338,0.9939,-0.04963
58,17.707,0.9965,-0.0507
59,18.051,0.9989,-0.05172
60,18.444,1.0015,-0.05275
61,18.789,1.0040,-0.05384
62,19.108,1.0064,-0.05487
63,19.502,1.0089,-0.0559
64,19.895,1.0114,-0.05694
65,20.190,1.0137,-0.05794
66,20.584,1.0162,-0.05898
67,20.904,1.0186,-0.05999
68,21.223,1.0210,-0.06102
69,21.617,1.0233,-0.0621
70,21.961,1.0257,-0.06304
71,22.330,1.0280,-0.06407
72,22.748,1.0304,-0.06508
73,23.019,1.0326,-0.06609
74,23.363,1.0350,-0.06708
75,23.732,1.0372,-0.06806
76,24.051,1.0395,-0.06908
77,24.371,1.0418,-0.07014
78,24.740,1.0440,-0.07109
79,25.084,1.0462,-0.07203
80,25.429,1.0485,-0.07303
81,25.798,1.0507,-0.07401
82,26.093,1.0528,-0.07499
83,26.437,1.0550,-0.07596
84,26.732,1.0572,-0.07686
85,27.076,1.0594,-0.07782
86,27.396,1.0616,-0.07879
87,27.691,1.0637,-0.07979
88,28.134,1.0658,-0.08075
89,28.355,1.0679,-0.08164
90,28.798,1.0700,-0.0826
91,29.044,1.0720,-0.0835
92,29.413,1.0741,-0.08449
93,29.732,1.0763,-0.08534
94,30.052,1.0782,-0.08631
95,30.347,1.0803,-0.08725
96,30.691,1.0824,-0.08822
97,30.987,1.0843,-0.08913
98,31.331,1.0863,-0.09001
99,31.626,1.0883,-0.0909
100,31.970,1.0903,-0.09183
101,32.241,1.0923,-0.09274
102,32.610,1.0943,-0.09368
103,32.856,1.0962,-0.09455
104,33.274,1.0981,-0.09546
105,33.520,1.1001,-0.0964
106,33.815,1.1020,-0.09722
107,34.134,1.1040,-0.0981
108,34.405,1.1058,-0.09901
109,34.774,1.1077,-0.09995
110,34.995,1.1096,-0.1008
111,35.315,1.1115,-0.1016
112,35.659,1.1133,-0.1025
113,35.979,1.1153,-0.1033
114,36.225,1.1171,-0.1042
115,36.520,1.1189,-0.1051
116,36.840,1.1207,-0.1059
117,37.159,1.1225,-0.1068
118,37.430,1.1244,-0.1076
119,37.749,1.1262,-0.1084
120,38.020,1.1280,-0.1093
121,38.291,1.1298,-0.1101
122,38.586,1.1316,-0.1109
123,38.905,1.1333,-0.1118
124,39.225,1.1350,-0.1126
125,39.569,1.1368,-0.1135
126,39.791,1.1386,-0.1144
127,40.086,1.1403,-0.1151
128,40.356,1.1421,-0.1159
129,40.651,1.1437,-0.1167
130,40.922,1.1455,-0.1176
131,41.217,1.1472,-0.1184
132,41.488,1.1489,-0.1191
133,41.733,1.1506,-0.12
134,42.029,1.1523,-0.1209
135,42.299,1.1539,-0.1216
136,42.619,1.1556,-0.1224
137,42.889,1.1572,-0.1232
138,43.209,1.1588,-0.1241
139,43.406,1.1605,-0.1249
140,43.725,1.1621,-0.1255
141,43.971,1.1637,-0.1263
142,44.242,1.1654,-0.1272
143,44.463,1.1669,-0.1279
144,44.832,1.1686,-0.1286
145,45.103,1.1702,-0.1294
146,45.299,1.1718,-0.1302
147,45.570,1.1733,-0.131
148,45.890,1.1750,-0.1317
149,46.111,1.1765,-0.1325
150,46.381,1.1781,-0.1332
151,46.627,1.1796,-0.1339
152,46.947,1.1811,-0.1346
153,47.144,1.1827,-0.1355
154,47.464,1.1843,-0.1362
155,47.734,1.1858,-0.1369
156,47.980,1.1873,-0.1377
157,48.226,1.1888,-0.1384
158,48.447,1.1904,-0.1393
159,48.693,1.1919,-0.1399
160,48.915,1.1933,-0.1406
161,49.185,1.1948,-0.1413
162,49.456,1.1964,-0.1421
163,49.726,1.1979,-0.1428
164,49.997,1.1993,-0.1435
165,50.218,1.2008,-0.1443
166,50.464,1.2023,-0.1449
167,50.734,1.2037,-0.1456
168,50.931,1.2052,-0.1463
169,51.202,1.2067,-0.1471
170,51.472,1.2081,-0.1477
171,51.767,1.2095,-0.1484
172,51.939,1.2109,-0.1491
173,52.210,1.2123,-0.1498
174,52.456,1.2138,-0.1504
175,52.653,1.2152,-0.1512
176,52.923,1.2166,-0.1519
177,53.120,1.2181,-0.1525
178,53.415,1.2194,-0.1532
179,53.636,1.2208,-0.1539
180,53.858,1.2222,-0.1546
181,54.153,1.2236,-0.1552
182,54.349,1.2250,-0.1559
183,54.571,1.2263,-0.1567
184,54.817,1.2277,-0.1573
185,55.038,1.2290,-0.1579
186,55.259,1.2304,-0.1586
187,55.481,1.2317,-0.1593
188,55.702,1.2331,-0.1599
189,55.948,1.2345,-0.1605
190,56.218,1.2358,-0.1612
191,56.440,1.2371,-0.1618
192,56.587,1.2385,-0.1624
193,56.809,1.2398,-0.1631
194,57.055,1.2412,-0.1638
195,57.301,1.2425,-0.1643
196,57.571,1.2438,-0.165
197,57.743,1.2451,-0.1658
198,57.940,1.2464,-0.1663
199,58.210,1.2477,-0.1669
200,58.456,1.2490,-0.1676
201,58.629,1.2503,-0.1683
202,58.924,1.2515,-0.1689
203,59.096,1.2529,-0.1694
204,59.268,1.2541,-0.1702
205,59.514,1.2554,-0.1707
206,59.735,1.2567,-0.1713
207,59.907,1.2579,-0.172
208,60.129,1.2592,-0.1724
209,60.325,1.2605,-0.1731
210,60.596,1.2617,-0.1737
211,60.719,1.2629,-0.1743
212,60.989,1.2642,-0.1748
213,61.211,1.2654,-0.1755
214,61.383,1.2667,-0.1761
215,61.629,1.2679,-0.1766
216,61.776,1.2691,-0.1771
217,62.022,1.2703,-0.1778
218,62.219,1.2716,-0.1784
219,62.440,1.2728,-0.1789
220,62.637,1.2740,-0.1796
221,62.834,1.2752,-0.1803
222,63.031,1.2764,-0.1807
223,63.301,1.2776,-0.1813
224,63.424,1.2788,-0.1819
225,63.695,1.2800,-0.1825
226,63.842,1.2812,-0.183
227,64.064,1.2824,-0.1836
228,64.260,1.2836,-0.1842
229,64.432,1.2848,-0.1847
230,64.629,1.2860,-0.1852
231,64.875,1.2871,-0.1858
232,65.023,1.2883,-0.1862
233,65.219,1.2895,-0.1868
234,65.441,1.2907,-0.1874
235,65.662,1.2918,-0.1878
236,65.859,1.2930,-0.1884
237,65.957,1.2941,-0.189
238,66.178,1.2953,-0.1895
239,66.400,1.2964,-0.1901
240,66.597,1.2976,-0.1908
241,66.744,1.2987,-0.1913
242,66.965,1.2998,-0.1918
243,67.187,1.3010,-0.1923
244,67.384,1.3021,-0.1929
245,67.580,1.3032,-0.1934
246,67.777,1.3043,-0.1941
247,67.851,1.3055,-0.1944
