current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.000,0.7643,-7.18e-05
2,-0.000,0.7837,-8.621e-05
3,-0.000,0.7970,-9.963e-05
4,-0.000,0.8087,-0.0001122
5,0.025,0.8182,-0.0001261
6,0.025,0.8266,-0.000139
7,0.025,0.8343,-0.0001531
8,0.025,0.8415,-0.0001677
9,0.025,0.8479,-0.0001829
10,0.049,0.8541,-0.0002003
11,0.049,0.8599,-0.0002191
12,0.025,0.8655,-0.0002393
13,0.074,0.8708,-0.0002627
14,0.049,0.8760,-0.0002898
15,0.074,0.8809,-0.0003188
16,0.049,0.8857,-0.0003545
17,0.172,0.8900,-0.0005041
18,0.615,0.8930,-0.001653
19,1.156,0.8958,-0.003034
20,1.721,0.8988,-0.00438
21,2.164,0.9016,-0.005645
22,2.705,0.9045,-0.006919
23,3.172,0.9075,-0.00819
24,3.566,0.9104,-0.00935
25,4.033,0.9133,-0.01067
26,4.476,0.9164,-0.01185
27,4.845,0.9193,-0.01303
28,5.312,0.9222,-0.01424
29,5.730,0.9251,-0.01544
30,6.148,0.9280,-0.01659
31,6.566,0.9310,-0.01776
32,6.910,0.9339,-0.01894
33,7.378,0.9368,-0.02008
34,7.747,0.9396,-0.02124
35,8.165,0.9425,-0.02241
36,8.558,0.9453,-0.02351
37,9.001,0.9481,-0.02467
38,9.370,0.9509,-0.02578
39,9.714,0.9537,-0.02692
40,10.157,0.9566,-0.02805
41,10.550,0.9593,-0.02916
42,10.919,0.9621,-0.03029
43,11.312,0.9649,-0.03141
44,11.657,0.9676,-0.03253
45,12.026,0.9703,-0.03365
46,12.370,0.9731,-0.03477
47,12.763,0.9757,-0.03581
48,13.182,0.9783,-0.03693
49,13.526,0.9810,-0.03798
50,13.919,0.9836,-0.03904
51,14.288,0.9862,-0.04011
52,14.583,0.9888,-0.04119
53,14.977,0.9914,-0.04222
54,15.395,0.9940,-0.04335
55,15.764,0.9966,-0.0444
56,16.108,0.9991,-0.04543
57,16.477,1.0018,-0.0465
58,16.797,1.0043,-0.04754
59,17.166,1.0067,-0.04858
60,17.559,1.0092,-0.04959
61,17.854,1.0117,-0.05066
62,18.272,1.0142,-0.05167
63,18.592,1.0166,-0.05276
64,18.887,1.0191,-0.05378
65,19.354,1.0215,-0.05478
66,19.649,1.0239,-0.05581
67,19.944,1.0263,-0.05684
68,20.338,1.0286,-0.05787
69,20.682,1.0310,-0.05888
70,21.027,1.0334,-0.05991
71,21.371,1.0356,-0.06092
72,21.740,1.0380,-0.06192
73,22.059,1.0402,-0.0629
74,22.379,1.0426,-0.06386
75,22.723,1.0449,-0.06485
76,23.092,1.0471,-0.06582
77,23.412,1.0494,-0.06678
78,23.707,1.0516,-0.06779
79,24.076,1.0538,-0.06869
80,24.420,1.0561,-0.06965
81,24.715,1.0582,-0.07061
82,25.060,1.0603,-0.07151
83,25.379,1.0626,-0.07251
84,25.675,1.0647,-0.07345
85,26.043,1.0668,-0.07436
86,26.339,1.0690,-0.07528
87,26.707,1.0711,-0.07628
88,27.003,1.0732,-0.07721
89,27.322,1.0754,-0.07813
90,27.642,1.0775,-0.07905
91,27.962,1.0795,-0.07995
92,28.306,1.0816,-0.08089
93,28.626,1.0837,-0.08186
94,28.872,1.0856,-0.08275
95,29.216,1.0877,-0.08367
96,29.536,1.0897,-0.08458
97,29.855,1.0917,-0.08549
98,30.200,1.0937,-0.08638
99,30.421,1.0957,-0.08725
100,30.765,1.0977,-0.08811
101,31.085,1.0996,-0.08903
102,31.405,1.1016,-0.0899
103,31.675,1.1035,-0.09075
104,32.019,1.1055,-0.09165
105,32.339,1.1074,-0.0925
106,32.610,1.1093,-0.09325
107,32.831,1.1112,-0.0941
108,33.224,1.1130,-0.09502
109,33.520,1.1150,-0.0959
110,33.839,1.1168,-0.0967
111,34.134,1.1187,-0.0975
112,34.430,1.1205,-0.09834
113,34.675,1.1224,-0.09922
114,34.995,1.1241,-0.1
115,35.266,1.1260,-0.1008
116,35.561,1.1279,-0.1017
117,35.880,1.1296,-0.1025
118,36.176,1.1315,-0.1034
119,36.446,1.1333,-0.1042
120,36.790,1.1350,-0.105
121,37.061,1.1368,-0.1059
122,37.331,1.1386,-0.1067
123,37.602,1.1403,-0.1075
124,37.897,1.1421,-0.1083
125,38.168,1.1439,-0.1091
126,38.413,1.1455,-0.1099
127,38.733,1.1472,-0.1107
128,39.028,1.1490,-0.1114
129,39.250,1.1506,-0.1122
130,39.594,1.1524,-0.113
131,39.791,1.1541,-0.1137
132,40.135,1.1557,-0.1145
133,40.356,1.1574,-0.1152
134,40.676,1.1590,-0.1159
135,40.947,1.1607,-0.1168
136,41.217,1.1624,-0.1175
137,41.463,1.1641,-0.1183
138,41.758,1.1657,-0.1189
139,42.004,1.1673,-0.1197
140,42.324,1.1689,-0.1205
141,42.570,1.1705,-0.1213
142,42.865,1.1721,-0.1221
143,43.135,1.1737,-0.1228
144,43.357,1.1753,-0.1235
145,43.578,1.1769,-0.1242
146,43.848,1.1784,-0.125
147,44.168,1.1801,-0.1257
148,44.365,1.1816,-0.1265
149,44.709,1.1831,-0.1272
150,44.980,1.1847,-0.1279
151,45.176,1.1862,-0.1286
152,45.422,1.1877,-0.1293
153,45.668,1.1893,-0.13
154,45.963,1.1908,-0.1307
155,46.234,1.1924,-0.1313
156,46.455,1.1939,-0.132
157,46.701,1.1954,-0.1328
158,46.972,1.1968,-0.1334
159,47.218,1.1984,-0.1341
160,47.488,1.1999,-0.1348
161,47.734,1.2013,-0.1355
162,47.980,1.2028,-0.1362
163,48.226,1.2043,-0.1368
164,48.423,1.2057,-0.1375
165,48.718,1.2072,-0.1382
166,48.939,1.2087,-0.1389
167,49.210,1.2101,-0.1395
168,49.456,1.2115,-0.1402
169,49.652,1.2130,-0.1409
170,49.972,1.2144,-0.1416
171,50.169,1.2158,-0.1423
172,50.415,1.2173,-0.143
173,50.636,1.2186,-0.1435
174,50.882,1.2201,-0.1442
175,51.128,1.2215,-0.1448
176,51.325,1.2228,-0.1454
177,51.644,1.2243,-0.1461
178,51.841,1.2256,-0.1467
179,52.087,1.2270,-0.1474
180,52.333,1.2284,-0.148
