current[mA],power[mW],voltage[V],mpd_current[mA]
1,0.025,0.7648,-8.111e-05
2,-0.000,0.7815,-9.718e-05
3,-0.025,0.7936,-0.0001118
4,0.025,0.8042,-0.0001267
5,-0.000,0.8128,-0.0001411
6,0.025,0.8204,-0.0001553
7,0.025,0.8274,-0.00017
8,0.049,0.8339,-0.0001857
9,-0.000,0.8397,-0.0002018
10,0.025,0.8452,-0.0002201
11,0.049,0.8505,-0.0002395
12,0.025,0.8553,-0.0002604
13,0.049,0.8602,-0.0002851
14,0.098,0.8644,-0.0003716
15,0.418,0.8675,-0.001115
16,0.861,0.8700,-0.002152
17,1.328,0.8725,-0.003161
18,1.820,0.8751,-0.004164
19,2.213,0.8776,-0.00516
20,2.631,0.8802,-0.00619
21,3.123,0.8827,-0.007144
22,3.492,0.8852,-0.008149
23,3.910,0.8878,-0.009183
24,4.328,0.8902,-0.01017
25,4.771,0.8928,-0.01115
26,5.189,0.8953,-0.01215
27,5.582,0.8978,-0.01311
28,6.025,0.9003,-0.01412
29,6.443,0.9028,-0.0151
30,6.812,0.9052,-0.01609
31,7.206,0.9078,-0.01705
32,7.624,0.9102,-0.01805
33,8.042,0.9127,-0.01899
34,8.411,0.9151,-0.01995
35,8.853,0.9176,-0.02094
36,9.222,0.9200,-0.02191
37,9.616,0.9224,-0.02289
38,10.009,0.9248,-0.02385
39,10.427,0.9273,-0.02482
40,10.894,0.9297,-0.02578
41,11.190,0.9321,-0.02674
42,11.632,0.9345,-0.02772
43,11.976,0.9369,-0.02867
44,12.395,0.9392,-0.02963
45,12.788,0.9416,-0.03057
46,13.182,0.9440,-0.03156
47,13.600,0.9463,-0.03246
48,14.018,0.9486,-0.03345
49,14.337,0.9509,-0.03437
50,14.706,0.9533,-0.03529
51,15.124,0.9556,-0.03629
52,15.493,0.9579,-0.03717
53,15.911,0.9601,-0.03816
54,16.256,0.9624,-0.03909
55,16.649,0.9647,-0.04004
56,17.018,0.9670,-0.04092
57,17.387,0.9692,-0.04189
58,17.780,0.9715,-0.04284
59,18.149,0.9737,-0.04375
60,18.543,0.9759,-0.04472
61,18.985,0.9782,-0.04562
62,19.305,0.9804,-0.04655
63,19.699,0.9826,-0.04745
64,20.043,0.9848,-0.04839
65,20.412,0.9870,-0.04929
66,20.756,0.9892,-0.0502
67,21.223,0.9914,-0.05112
68,21.494,0.9936,-0.05204
69,21.814,0.9957,-0.05294
70,22.232,0.9980,-0.05384
71,22.625,1.0001,-0.05481
72,23.019,1.0023,-0.05568
73,23.412,1.0044,-0.05657
74,23.756,1.0065,-0.05745
75,24.101,1.0087,-0.05845
76,24.494,1.0108,-0.05925
77,24.838,1.0129,-0.06017
78,25.183,1.0150,-0.0611
79,25.527,1.0170,-0.06196
80,25.896,1.0192,-0.06287
81,26.289,1.0212,-0.06373
82,26.658,1.0233,-0.06464
83,26.978,1.0253,-0.0655
84,27.347,1.0274,-0.06639
85,27.642,1.0294,-0.06729
86,28.035,1.0315,-0.06817
87,28.355,1.0335,-0.06904
88,28.749,1.0355,-0.06991
89,29.117,1.0375,-0.07086
90,29.486,1.0395,-0.07161
91,29.732,1.0415,-0.07253
92,30.150,1.0435,-0.07341
93,30.519,1.0455,-0.07437
94,30.864,1.0475,-0.07524
95,31.257,1.0495,-0.07605
96,31.577,1.0515,-0.07691
97,31.847,1.0535,-0.07774
98,32.265,1.0554,-0.07858
99,32.634,1.0574,-0.07946
100,32.929,1.0593,-0.08027
101,33.274,1.0613,-0.08117
102,33.593,1.0632,-0.082
103,33.938,1.0651,-0.08286
104,34.257,1.0671,-0.0837
105,34.651,1.0690,-0.08457
106,34.946,1.0709,-0.08542
107,35.290,1.0728,-0.0862
108,35.684,1.0747,-0.08708
109,36.028,1.0766,-0.08795
110,36.348,1.0785,-0.0888
111,36.643,1.0804,-0.08953
112,37.012,1.0822,-0.0904
113,37.356,1.0841,-0.09126
114,37.676,1.0859,-0.09215
115,37.995,1.0878,-0.09284
116,38.364,1.0897,-0.09371
117,38.733,1.0915,-0.09453
118,38.955,1.0933,-0.09529
119,39.299,1.0951,-0.09614
120,39.594,1.0969,-0.09699
121,39.963,1.0987,-0.09773
122,40.283,1.1005,-0.09859
123,40.651,1.1023,-0.09933
124,40.971,1.1042,-0.1002
125,41.315,1.1060,-0.1011
126,41.611,1.1078,-0.1019
127,41.881,1.1096,-0.1026
128,42.299,1.1114,-0.1035
129,42.545,1.1131,-0.1042
130,42.840,1.1149,-0.1051
131,43.209,1.1166,-0.1058
132,43.529,1.1184,-0.1066
133,43.824,1.1201,-0.1074
134,44.094,1.1219,-0.1082
135,44.439,1.1236,-0.109
136,44.734,1.1253,-0.1098
137,45.078,1.1271,-0.1106
138,45.422,1.1288,-0.1113
139,45.742,1.1305,-0.1121
140,45.988,1.1322,-0.1128
141,46.357,1.1339,-0.1136
142,46.652,1.1356,-0.1144
143,46.972,1.1373,-0.1152
144,47.267,1.1390,-0.1159
145,47.611,1.1407,-0.1167
146,47.832,1.1424,-0.1175
147,48.201,1.1441,-0.1182
148,48.496,1.1458,-0.119
149,48.816,1.1474,-0.1197
150,49.087,1.1491,-0.1205
151,49.382,1.1508,-0.1213
152,49.701,1.1524,-0.1219
153,49.997,1.1540,-0.1228
154,50.341,1.1557,-0.1235
155,50.611,1.1573,-0.1243
156,50.857,1.1590,-0.125
157,51.226,1.1606,-0.1257
158,51.423,1.1622,-0.1265
159,51.767,1.1638,-0.1273
160,52.112,1.1655,-0.1279
161,52.407,1.1670,-0.1287
162,52.677,1.1687,-0.1294
163,52.923,1.1703,-0.1301
164,53.267,1.1718,-0.1308
165,53.562,1.1734,-0.1316
166,53.808,1.1750,-0.1323
167,54.054,1.1766,-0.1329
168,54.399,1.1782,-0.1337
169,54.694,1.1797,-0.1344
170,54.964,1.1813,-0.1351
171,55.259,1.1829,-0.1358
172,55.579,1.1844,-0.1365
173,55.825,1.1860,-0.1372
174,56.169,1.1875,-0.1379
175,56.415,1.1891,-0.1387
176,56.637,1.1906,-0.1394
177,56.956,1.1922,-0.1401
178,57.227,1.1938,-0.1408
179,57.473,1.1953,-0.1415
180,57.817,1.1968,-0.1421
181,58.063,1.1983,-0.1429
182,58.333,1.1998,-0.1435
183,58.604,1.2013,-0.1442
184,58.825,1.2028,-0.1449
185,59.145,1.2043,-0.1455
186,59.440,1.2058,-0.1462
187,59.661,1.2073,-0.1468
188,59.907,1.2087,-0.1476
189,60.153,1.2103,-0.1482
190,60.448,1.2117,-0.1488
191,60.744,1.2132,-0.1495
192,61.014,1.2147,-0.1502
193,61.285,1.2161,-0.1509
194,61.481,1.2176,-0.1516
195,61.850,1.2191,-0.1522
196,62.047,1.2205,-0.1529
197,62.391,1.2220,-0.1535
198,62.637,1.2234,-0.1541
199,62.858,1.2248,-0.1548
200,63.129,1.2263,-0.1555
201,63.400,1.2278,-0.1562
202,63.645,1.2292,-0.1568
203,63.867,1.2306,-0.1573
