current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.000,0.7528,-7.117e-05
2,-0.049,0.7751,-8.664e-05
3,-0.025,0.7899,-9.968e-05
4,-0.025,0.8020,-0.000114
5,-0.000,0.8120,-0.0001274
6,0.025,0.8206,-0.0001404
7,0.049,0.8286,-0.0001548
8,0.025,0.8358,-0.0001698
9,0.025,0.8425,-0.000185
10,0.049,0.8488,-0.0002024
11,0.025,0.8548,-0.0002211
12,0.074,0.8602,-0.0002414
13,0.098,0.8655,-0.0002651
14,0.049,0.8708,-0.0002975
15,0.172,0.8751,-0.0006565
16,0.639,0.8785,-0.001889
17,1.082,0.8817,-0.003156
18,1.475,0.8848,-0.004366
19,1.918,0.8880,-0.005583
20,2.361,0.8912,-0.006833
21,2.754,0.8944,-0.008022
22,3.197,0.8975,-0.009252
23,3.640,0.9007,-0.01048
24,4.009,0.9038,-0.01167
25,4.476,0.9069,-0.01284
26,4.894,0.9100,-0.014
27,5.238,0.9130,-0.01517
28,5.681,0.9160,-0.01637
29,6.148,0.9191,-0.01752
30,6.517,0.9221,-0.01869
31,6.910,0.9251,-0.01986
32,7.255,0.9282,-0.02101
33,7.722,0.9311,-0.02213
34,8.066,0.9340,-0.02328
35,8.534,0.9370,-0.02441
36,8.927,0.9398,-0.02552
37,9.296,0.9428,-0.02665
38,9.640,0.9456,-0.02776
39,10.058,0.9485,-0.02888
40,10.427,0.9514,-0.02999
41,10.870,0.9541,-0.03104
42,11.190,0.9569,-0.03212
43,11.558,0.9597,-0.03321
44,11.976,0.9624,-0.03431
45,12.345,0.9652,-0.0354
46,12.739,0.9680,-0.03648
47,13.132,0.9707,-0.03756
48,13.501,0.9734,-0.03861
49,13.895,0.9761,-0.0397
50,14.239,0.9787,-0.04074
51,14.657,0.9815,-0.04178
52,14.952,0.9841,-0.04287
53,15.321,0.9867,-0.04386
54,15.715,0.9893,-0.04487
55,16.133,0.9919,-0.04596
56,16.477,0.9945,-0.04697
57,16.870,0.9970,-0.04802
58,17.264,0.9996,-0.04897
59,17.559,1.0021,-0.04998
60,17.879,1.0047,-0.05101
61,18.321,1.0072,-0.05203
62,18.641,1.0097,-0.05294
63,19.010,1.0121,-0.054
64,19.428,1.0147,-0.05497
65,19.772,1.0170,-0.0559
66,20.141,1.0195,-0.05687
67,20.461,1.0219,-0.05789
68,20.830,1.0243,-0.05883
69,21.248,1.0267,-0.05973
70,21.518,1.0291,-0.06073
71,21.912,1.0314,-0.0617
72,22.281,1.0338,-0.06261
73,22.576,1.0360,-0.06354
74,22.945,1.0384,-0.0645
75,23.289,1.0408,-0.0654
76,23.609,1.0430,-0.06631
77,23.953,1.0452,-0.06723
78,24.297,1.0475,-0.06817
79,24.691,1.0497,-0.06898
80,24.986,1.0521,-0.06999
81,25.306,1.0543,-0.07082
82,25.699,1.0564,-0.07173
83,25.970,1.0587,-0.0726
84,26.339,1.0609,-0.07351
85,26.683,1.0630,-0.07435
86,27.052,1.0652,-0.07522
87,27.371,1.0673,-0.07608
88,27.691,1.0694,-0.07692
89,28.011,1.0716,-0.07782
90,28.281,1.0737,-0.0786
91,28.650,1.0757,-0.07955
92,29.044,1.0779,-0.08032
93,29.290,1.0800,-0.08116
94,29.659,1.0820,-0.08194
95,29.978,1.0841,-0.08281
96,30.273,1.0861,-0.08357
97,30.593,1.0881,-0.08437
98,30.937,1.0901,-0.08514
99,31.306,1.0921,-0.08589
100,31.577,1.0941,-0.08673
101,31.946,1.0961,-0.08756
102,32.216,1.0981,-0.08829
103,32.536,1.1000,-0.08906
104,32.831,1.1020,-0.08985
105,33.200,1.1040,-0.0906
106,33.470,1.1059,-0.09137
107,33.765,1.1078,-0.09203
108,34.061,1.1097,-0.09283
109,34.380,1.1116,-0.09356
110,34.700,1.1135,-0.09426
111,35.020,1.1154,-0.09489
112,35.315,1.1172,-0.0956
113,35.610,1.1191,-0.09636
114,35.930,1.1210,-0.09707
115,36.249,1.1228,-0.09768
116,36.495,1.1247,-0.09849
117,36.815,1.1265,-0.09911
118,37.110,1.1284,-0.09968
119,37.381,1.1302,-0.1004
120,37.725,1.1319,-0.1011
121,37.995,1.1338,-0.1017
122,38.340,1.1356,-0.1023
123,38.659,1.1373,-0.1029
124,38.266,1.1391,-0.08654
125,38.561,1.1408,-0.08709
126,38.832,1.1425,-0.08781
127,39.176,1.1442,-0.08845
128,39.422,1.1460,-0.08912
129,39.692,1.1477,-0.0898
130,39.987,1.1494,-0.09054
131,40.332,1.1511,-0.09121
132,40.578,1.1528,-0.09182
133,40.873,1.1545,-0.09244
134,41.168,1.1562,-0.09312
135,41.414,1.1578,-0.09379
136,41.684,1.1595,-0.09448
137,41.979,1.1612,-0.09512
138,42.250,1.1628,-0.09582
139,42.496,1.1644,-0.09643
140,42.816,1.1661,-0.09708
141,43.086,1.1677,-0.09777
142,43.332,1.1693,-0.09835
143,43.578,1.1709,-0.09901
144,43.824,1.1725,-0.09955
145,44.144,1.1742,-0.1002
146,44.389,1.1758,-0.1008
147,44.709,1.1773,-0.1014
148,44.980,1.1789,-0.1021
149,45.201,1.1805,-0.1027
150,45.447,1.1820,-0.1033
151,45.767,1.1836,-0.1039
152,46.037,1.1851,-0.1045
153,46.283,1.1867,-0.1052
154,46.529,1.1883,-0.1057
155,46.800,1.1898,-0.1064
156,47.095,1.1913,-0.107
157,47.316,1.1929,-0.1076
158,47.587,1.1944,-0.1082
159,47.882,1.1959,-0.1089
160,48.103,1.1974,-0.1095
161,48.349,1.1989,-0.11
162,48.595,1.2004,-0.1106
163,48.841,1.2019,-0.1112
164,49.111,1.2034,-0.1118
165,49.382,1.2048,-0.1124
166,49.628,1.2063,-0.113
167,49.874,1.2078,-0.1135
168,50.144,1.2093,-0.1141
169,50.365,1.2108,-0.1148
170,50.636,1.2121,-0.1153
171,50.857,1.2136,-0.1159
172,51.079,1.2150,-0.1164
173,51.374,1.2165,-0.117
174,51.570,1.2179,-0.1175
175,51.866,1.2193,-0.1182
176,52.038,1.2207,-0.1187
177,52.308,1.2222,-0.1192
178,52.530,1.2236,-0.1198
179,52.800,1.2249,-0.1204
180,53.021,1.2264,-0.121
181,53.267,1.2277,-0.1215
182,53.464,1.2291,-0.122
183,53.759,1.2306,-0.1227
184,53.907,1.2319,-0.1232
185,54.202,1.2333,-0.1238
186,54.423,1.2346,-0.1244
187,54.669,1.2360,-0.1248
188,54.891,1.2373,-0.1254
189,55.136,1.2387,-0.1259
