current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.000,0.7676,-8.234e-05
2,-0.025,0.7855,-9.874e-05
3,-0.000,0.7981,-0.0001128
4,-0.000,0.8089,-0.000128
5,-0.000,0.8180,-0.0001426
6,0.025,0.8262,-0.0001567
7,-0.000,0.8337,-0.0001714
8,0.025,0.8405,-0.0001866
9,0.025,0.8467,-0.0002024
10,0.049,0.8526,-0.0002198
11,0.049,0.8583,-0.0002386
12,-0.000,0.8635,-0.0002588
13,0.074,0.8688,-0.0002815
14,0.025,0.8737,-0.000308
15,0.172,0.8782,-0.0004881
16,0.590,0.8813,-0.001473
17,0.984,0.8842,-0.002496
18,1.402,0.8871,-0.003495
19,1.844,0.8901,-0.004507
20,2.312,0.8930,-0.005491
21,2.681,0.8959,-0.006489
22,3.099,0.8989,-0.007484
23,3.517,0.9018,-0.008492
24,3.935,0.9048,-0.009445
25,4.304,0.9077,-0.0105
26,4.648,0.9107,-0.01148
27,5.066,0.9136,-0.01246
28,5.410,0.9165,-0.01345
29,5.878,0.9195,-0.01442
30,6.271,0.9223,-0.01537
31,6.615,0.9251,-0.01633
32,7.058,0.9281,-0.0173
33,7.451,0.9309,-0.01828
34,7.820,0.9337,-0.01927
35,8.140,0.9366,-0.02021
36,8.583,0.9393,-0.02116
37,8.952,0.9422,-0.02214
38,9.271,0.9449,-0.02307
39,9.640,0.9477,-0.02402
40,10.009,0.9505,-0.02501
41,10.403,0.9533,-0.02594
42,10.698,0.9560,-0.0269
43,11.140,0.9588,-0.02783
44,11.509,0.9614,-0.02877
45,11.829,0.9642,-0.02975
46,12.149,0.9670,-0.0307
47,12.567,0.9695,-0.03161
48,12.911,0.9722,-0.03252
49,13.231,0.9749,-0.0335
50,13.673,0.9776,-0.03439
51,13.968,0.9801,-0.03529
52,14.337,0.9828,-0.03622
53,14.706,0.9853,-0.03716
54,15.026,0.9880,-0.03809
55,15.395,0.9906,-0.03899
56,15.764,0.9931,-0.03992
57,16.108,0.9957,-0.04084
58,16.428,0.9983,-0.04175
59,16.797,1.0009,-0.04266
60,17.215,1.0034,-0.04357
61,17.534,1.0059,-0.0445
62,17.830,1.0084,-0.04539
63,18.174,1.0109,-0.04632
64,18.543,1.0135,-0.04722
65,18.862,1.0159,-0.04811
66,19.207,1.0183,-0.04898
67,19.526,1.0208,-0.04989
68,19.871,1.0232,-0.05075
69,20.264,1.0256,-0.05163
70,20.584,1.0280,-0.0525
71,20.928,1.0304,-0.05344
72,21.223,1.0328,-0.05431
73,21.568,1.0352,-0.05517
74,21.887,1.0375,-0.05602
75,22.281,1.0399,-0.05691
76,22.600,1.0422,-0.05782
77,22.896,1.0446,-0.05869
78,23.240,1.0469,-0.05954
79,23.535,1.0492,-0.06037
80,23.879,1.0515,-0.06122
81,24.248,1.0538,-0.06208
82,24.568,1.0560,-0.06292
83,24.888,1.0584,-0.0638
84,25.256,1.0606,-0.0647
