current[mA],power[mW],voltage[V],mpd_current[mA]
1,0.025,0.7644,-8.084e-05
2,0.025,0.7815,-9.722e-05
3,-0.000,0.7937,-0.0001105
4,-0.000,0.8033,-0.0001255
5,-0.000,0.8117,-0.0001399
6,0.025,0.8190,-0.0001535
7,-0.000,0.8258,-0.0001683
8,0.049,0.8320,-0.0001842
9,0.025,0.8376,-0.0002001
10,0.049,0.8429,-0.0002185
11,0.025,0.8479,-0.0002385
12,0.049,0.8525,-0.0002627
13,0.098,0.8569,-0.0004197
14,0.467,0.8596,-0.00147
15,0.861,0.8619,-0.002683
16,1.353,0.8644,-0.003904
17,1.771,0.8668,-0.005144
18,2.164,0.8692,-0.006296
19,2.533,0.8715,-0.00751
20,3.000,0.8740,-0.008752
21,3.418,0.8763,-0.009917
22,3.861,0.8787,-0.01114
23,4.230,0.8811,-0.01232
24,4.623,0.8834,-0.01347
25,5.017,0.8857,-0.01468
26,5.459,0.8881,-0.01592
27,5.853,0.8904,-0.01709
28,6.320,0.8929,-0.01825
29,6.640,0.8951,-0.01946
30,7.058,0.8975,-0.02061
31,7.476,0.8998,-0.02176
32,7.870,0.9021,-0.02291
33,8.214,0.9043,-0.02407
34,8.656,0.9066,-0.02529
35,9.001,0.9090,-0.02643
36,9.419,0.9112,-0.02758
37,9.788,0.9135,-0.02875
38,10.230,0.9157,-0.02987
39,10.599,0.9179,-0.03104
40,10.993,0.9202,-0.03219
41,11.362,0.9224,-0.03333
42,11.706,0.9247,-0.0345
43,12.149,0.9270,-0.03565
44,12.518,0.9291,-0.03678
45,12.985,0.9314,-0.03791
46,13.329,0.9336,-0.03908
47,13.698,0.9357,-0.04014
48,14.067,0.9379,-0.0413
49,14.460,0.9401,-0.04245
50,14.903,0.9423,-0.04355
51,15.223,0.9444,-0.0447
52,15.641,0.9467,-0.04582
53,16.010,0.9488,-0.04692
54,16.379,0.9509,-0.04805
55,16.797,0.9531,-0.04912
56,17.166,0.9551,-0.05022
57,17.510,0.9573,-0.05136
58,17.879,0.9594,-0.05243
59,18.248,0.9615,-0.05348
60,18.666,0.9636,-0.0546
61,18.985,0.9657,-0.05571
62,19.379,0.9678,-0.05678
63,19.797,0.9699,-0.0579
64,20.215,0.9720,-0.05896
65,20.510,0.9740,-0.06003
66,20.904,0.9761,-0.06111
67,21.248,0.9781,-0.0622
68,21.691,0.9802,-0.06323
69,22.035,0.9822,-0.06433
70,22.404,0.9842,-0.06543
71,22.797,0.9862,-0.06645
72,23.117,0.9883,-0.06751
73,23.461,0.9903,-0.06856
74,23.806,0.9923,-0.06969
75,24.224,0.9943,-0.07074
76,24.543,0.9963,-0.0718
77,25.011,0.9983,-0.07288
78,25.330,1.0004,-0.07397
79,25.675,1.0023,-0.07503
80,26.068,1.0044,-0.07607
81,26.388,1.0063,-0.07716
82,26.781,1.0082,-0.07819
83,27.126,1.0103,-0.07925
84,27.470,1.0122,-0.08032
85,27.814,1.0141,-0.08129
86,28.281,1.0160,-0.08236
87,28.576,1.0180,-0.08346
88,28.921,1.0199,-0.08442
89,29.339,1.0219,-0.08546
90,29.683,1.0238,-0.08649
91,29.978,1.0256,-0.08754
92,30.323,1.0275,-0.08855
93,30.716,1.0295,-0.08951
94,31.036,1.0313,-0.09048
95,31.380,1.0332,-0.09151
96,31.675,1.0351,-0.09254
97,32.142,1.0370,-0.09355
98,32.438,1.0388,-0.09452
99,32.856,1.0407,-0.09557
100,33.175,1.0426,-0.09647
101,33.544,1.0444,-0.09747
102,33.888,1.0463,-0.09849
103,34.233,1.0481,-0.09952
104,34.577,1.0499,-0.1005
105,34.921,1.0518,-0.1015
106,35.290,1.0537,-0.1025
107,35.585,1.0554,-0.1035
108,35.979,1.0572,-0.1044
109,36.323,1.0591,-0.1055
110,36.594,1.0609,-0.1064
111,36.987,1.0626,-0.1074
112,37.307,1.0645,-0.1083
113,37.651,1.0663,-0.1094
114,37.922,1.0680,-0.1104
115,38.315,1.0698,-0.1113
116,38.659,1.0716,-0.1122
117,39.004,1.0733,-0.1132
118,39.299,1.0751,-0.1143
119,39.668,1.0769,-0.1151
120,40.012,1.0787,-0.1161
121,40.430,1.0804,-0.117
122,40.725,1.0821,-0.1179
123,40.996,1.0839,-0.1189
124,41.340,1.0857,-0.1199
125,41.684,1.0874,-0.1207
126,41.979,1.0891,-0.1217
127,42.348,1.0908,-0.1227
128,42.668,1.0926,-0.1235
129,43.037,1.0943,-0.1244
130,43.332,1.0960,-0.1253
131,43.603,1.0977,-0.1262
132,44.045,1.0993,-0.1272
133,44.316,1.1011,-0.1281
134,44.635,1.1027,-0.129
135,44.980,1.1044,-0.1299
136,45.226,1.1061,-0.1309
137,45.644,1.1078,-0.1318
138,45.939,1.1094,-0.1327
139,46.283,1.1111,-0.1336
140,46.603,1.1128,-0.1346
