current[mA],power[mW],voltage[V],mpd_current[mA]
1,-0.000,0.7633,-7.798e-05
2,-0.000,0.7814,-9.44e-05
3,-0.000,0.7946,-0.0001078
4,-0.025,0.8052,-0.0001235
5,-0.000,0.8148,-0.0001377
6,-0.000,0.8229,-0.0001522
7,0.025,0.8305,-0.0001667
8,-0.000,0.8374,-0.0001826
9,0.025,0.8436,-0.000199
10,-0.000,0.8497,-0.0002169
11,0.025,0.8553,-0.0002388
12,0.074,0.8603,-0.0004319
13,0.443,0.8637,-0.001822
14,0.836,0.8670,-0.003332
15,1.180,0.8703,-0.00476
16,1.648,0.8735,-0.00623
17,1.967,0.8767,-0.007681
18,2.410,0.8798,-0.009098
19,2.705,0.8829,-0.01058
20,3.148,0.8861,-0.01205
21,3.517,0.8892,-0.01346
22,3.935,0.8923,-0.01491
23,4.304,0.8954,-0.01635
24,4.697,0.8984,-0.01773
25,5.017,0.9014,-0.0192
26,5.435,0.9045,-0.02064
27,5.853,0.9075,-0.02201
28,6.197,0.9104,-0.02344
29,6.591,0.9134,-0.02487
30,6.984,0.9164,-0.0263
31,7.378,0.9193,-0.02771
32,7.771,0.9223,-0.02909
33,8.091,0.9251,-0.03049
34,8.435,0.9280,-0.03187
35,8.829,0.9309,-0.03327
36,9.173,0.9338,-0.03463
37,9.616,0.9366,-0.03604
38,9.984,0.9394,-0.03741
39,10.304,0.9423,-0.03877
40,10.698,0.9450,-0.04017
41,11.091,0.9478,-0.04152
42,11.435,0.9507,-0.04293
43,11.804,0.9534,-0.04432
44,12.222,0.9561,-0.04566
45,12.542,0.9590,-0.04705
46,12.936,0.9617,-0.04839
47,13.329,0.9643,-0.0497
48,13.698,0.9671,-0.05113
49,14.091,0.9698,-0.05247
50,14.411,0.9725,-0.05381
51,14.755,0.9751,-0.05513
52,15.149,0.9777,-0.05648
53,15.542,0.9804,-0.05777
54,15.862,0.9831,-0.05916
55,16.256,0.9857,-0.06046
56,16.600,0.9882,-0.06178
57,16.920,0.9908,-0.06317
58,17.313,0.9934,-0.06447
59,17.682,0.9959,-0.06577
60,18.051,0.9985,-0.06709
61,18.395,1.0011,-0.06843
62,18.739,1.0036,-0.0697
63,19.084,1.0061,-0.07104
64,19.477,1.0087,-0.07241
65,19.797,1.0112,-0.07356
66,20.141,1.0136,-0.07492
67,20.535,1.0161,-0.07628
68,20.904,1.0186,-0.07754
69,21.223,1.0210,-0.07888
70,21.518,1.0235,-0.08012
71,21.936,1.0259,-0.08137
72,22.256,1.0284,-0.08266
73,22.625,1.0307,-0.08393
74,22.945,1.0331,-0.08516
75,23.314,1.0355,-0.08648
76,23.584,1.0378,-0.08769
77,24.002,1.0402,-0.08896
78,24.273,1.0425,-0.09025
79,24.617,1.0448,-0.09148
80,25.035,1.0472,-0.09278
81,25.330,1.0496,-0.09406
82,25.650,1.0518,-0.09528
83,26.019,1.0542,-0.0965
84,26.363,1.0565,-0.09779
85,26.683,1.0587,-0.09901
86,27.052,1.0610,-0.1002
87,27.421,1.0633,-0.1015
88,27.716,1.0655,-0.1027
89,28.085,1.0677,-0.1039
90,28.404,1.0699,-0.1053
91,28.749,1.0722,-0.1064
92,29.044,1.0744,-0.1076
93,29.462,1.0766,-0.1088
94,29.708,1.0787,-0.11
95,30.077,1.0810,-0.1112
96,30.372,1.0832,-0.1124
97,30.691,1.0853,-0.1136
98,31.011,1.0875,-0.1148
99,31.355,1.0897,-0.1161
100,31.651,1.0918,-0.1172
101,32.019,1.0939,-0.1185
102,32.339,1.0960,-0.1195
103,32.659,1.0981,-0.1207
104,32.954,1.1002,-0.1219
105,33.323,1.1023,-0.1232
106,33.618,1.1044,-0.1243
107,33.938,1.1064,-0.1254
108,34.257,1.1085,-0.1266
109,34.552,1.1105,-0.1278
110,34.897,1.1126,-0.129
111,35.241,1.1146,-0.13
112,35.561,1.1167,-0.1312
113,35.856,1.1187,-0.1325
114,36.151,1.1207,-0.1336
115,36.495,1.1227,-0.1347
116,36.741,1.1247,-0.1358
117,37.135,1.1267,-0.137
118,37.381,1.1286,-0.1381
119,37.725,1.1306,-0.1392
120,37.971,1.1326,-0.1402
121,38.364,1.1346,-0.1415
122,38.659,1.1365,-0.1426
123,38.930,1.1384,-0.1436
124,39.200,1.1403,-0.1448
125,39.496,1.1423,-0.146
126,39.815,1.1442,-0.147
127,40.135,1.1461,-0.1482
128,40.430,1.1480,-0.1492
129,40.725,1.1499,-0.1504
130,41.094,1.1519,-0.1515
131,41.340,1.1538,-0.1527
132,41.660,1.1556,-0.1538
133,41.979,1.1575,-0.1549
134,42.299,1.1594,-0.1559
135,42.545,1.1612,-0.157
136,42.816,1.1630,-0.1581
137,43.135,1.1649,-0.159
138,43.455,1.1667,-0.1601
139,43.750,1.1686,-0.1613
140,44.021,1.1704,-0.1622
141,44.316,1.1722,-0.1633
142,44.635,1.1740,-0.1643
143,44.881,1.1757,-0.1654
144,45.152,1.1776,-0.1665
145,45.472,1.1793,-0.1676
146,45.717,1.1811,-0.1687
147,46.037,1.1829,-0.1697
148,46.332,1.1847,-0.1707
149,46.578,1.1864,-0.1719
150,46.898,1.1882,-0.173
151,47.193,1.1899,-0.1739
152,47.414,1.1916,-0.175
153,47.808,1.1933,-0.176
154,48.005,1.1951,-0.177
155,48.324,1.1968,-0.1779
156,48.570,1.1985,-0.179
157,48.816,1.2002,-0.18
158,49.136,1.2019,-0.181
159,49.406,1.2036,-0.1819
160,49.726,1.2053,-0.183
161,49.972,1.2070,-0.1839
162,50.193,1.2087,-0.1849
163,50.513,1.2103,-0.186
164,50.833,1.2120,-0.187
165,51.079,1.2137,-0.188
166,51.325,1.2153,-0.189
167,51.644,1.2170,-0.1901
168,51.915,1.2187,-0.1911
169,52.136,1.2203,-0.1921
170,52.382,1.2219,-0.1931
171,52.677,1.2235,-0.1941
172,52.997,1.2252,-0.195
173,53.169,1.2268,-0.196
174,53.489,1.2284,-0.1969
175,53.710,1.2300,-0.1979
176,53.981,1.2316,-0.1988
177,54.226,1.2332,-0.1998
178,54.546,1.2347,-0.2006
179,54.792,1.2363,-0.2015
180,55.038,1.2380,-0.2026
181,55.309,1.2395,-0.2034
182,55.554,1.2411,-0.2043
183,55.800,1.2426,-0.2054
184,56.096,1.2441,-0.2063
185,56.341,1.2457,-0.2072
186,56.587,1.2473,-0.2083
187,56.858,1.2488,-0.2093
188,57.104,1.2503,-0.2102
189,57.325,1.2519,-0.2111
190,57.596,1.2534,-0.2121
191,57.866,1.2549,-0.213
192,58.063,1.2565,-0.2138
193,58.309,1.2579,-0.2148
194,58.629,1.2595,-0.2156
195,58.850,1.2611,-0.2164
196,59.120,1.2625,-0.2174
197,59.342,1.2640,-0.2182
198,59.588,1.2655,-0.2191
199,59.834,1.2670,-0.2199
200,60.030,1.2685,-0.2208
201,60.276,1.2699,-0.2217
202,60.621,1.2714,-0.2229
203,60.793,1.2729,-0.2237
204,61.063,1.2744,-0.2246
205,61.309,1.2758,-0.2255
206,61.530,1.2773,-0.2265
207,61.752,1.2787,-0.2273
208,62.072,1.2801,-0.2282
209,62.244,1.2816,-0.2291
210,62.490,1.2831,-0.23
211,62.736,1.2845,-0.2308
212,63.031,1.2859,-0.2315
213,63.203,1.2874,-0.2324
214,63.473,1.2888,-0.2331
215,63.645,1.2902,-0.2339
216,63.916,1.2916,-0.2346
217,64.162,1.2930,-0.2356
218,64.383,1.2945,-0.2365
219,64.629,1.2959,-0.2374
220,64.826,1.2972,-0.2383
221,65.072,1.2986,-0.2392
222,65.244,1.3000,-0.2401
223,65.490,1.3014,-0.2411
224,65.760,1.3028,-0.2418
225,65.957,1.3041,-0.2427
226,66.178,1.3055,-0.2434
227,66.449,1.3069,-0.2442
228,66.646,1.3083,-0.245
229,66.867,1.3096,-0.2458
230,67.088,1.3110,-0.2465
231,67.310,1.3123,-0.2471
232,67.556,1.3137,-0.2479
233,67.752,1.3150,-0.2486
234,67.949,1.3164,-0.2494
235,68.170,1.3177,-0.2504
236,68.392,1.3191,-0.2511
237,68.638,1.3204,-0.252
238,68.810,1.3217,-0.2531
239,69.031,1.3231,-0.2538
240,69.253,1.3244,-0.2547
241,69.498,1.3257,-0.2554
242,69.695,1.3271,-0.2564
243,69.892,1.3283,-0.2569
244,70.089,1.3297,-0.2576
245,70.359,1.3310,-0.2583
246,70.556,1.3323,-0.259
247,70.753,1.3336,-0.2598
248,71.023,1.3349,-0.2605
249,71.220,1.3361,-0.2612
250,71.368,1.3375,-0.2619
251,71.589,1.3387,-0.2626
252,71.835,1.3400,-0.2634
253,72.032,1.3413,-0.2645
254,72.228,1.3426,-0.2652
255,72.400,1.3438,-0.2661
256,72.646,1.3452,-0.2669
257,72.892,1.3464,-0.2677
258,73.040,1.3477,-0.2683
259,73.237,1.3489,-0.269
260,73.458,1.3502,-0.2697
261,73.679,1.3515,-0.2702
262,73.901,1.3527,-0.2711
263,74.073,1.3540,-0.2717
264,74.269,1.3553,-0.2722
265,74.491,1.3565,-0.2728
266,74.589,1.3577,-0.2737
267,74.835,1.3590,-0.2745
268,75.081,1.3602,-0.2753
269,75.253,1.3614,-0.2762
270,75.450,1.3627,-0.2769
271,75.671,1.3639,-0.2776
272,75.819,1.3651,-0.2783
273,76.040,1.3664,-0.2791
274,76.212,1.3676,-0.2798
275,76.434,1.3688,-0.2803
276,76.630,1.3700,-0.281
277,76.753,1.3712,-0.2816
278,76.950,1.3724,-0.2821
279,77.196,1.3736,-0.2829
280,77.343,1.3748,-0.2837
281,77.565,1.3760,-0.2841
282,77.737,1.3772,-0.2849
283,77.885,1.3784,-0.2857
284,78.106,1.3796,-0.2862
285,78.303,1.3808,-0.2871
286,78.450,1.3820,-0.2877
287,78.622,1.3832,-0.2885
288,78.844,1.3844,-0.2892
289,79.016,1.3855,-0.2897
290,79.188,1.3867,-0.2906
291,79.360,1.3879,-0.2909
292,79.557,1.3891,-0.2916
293,79.778,1.3902,-0.2921
294,79.950,1.3914,-0.2927
295,80.073,1.3926,-0.2934
296,80.270,1.3938,-0.2941
297,80.467,1.3949,-0.2948
298,80.639,1.3961,-0.2953
299,80.836,1.3972,-0.2961
300,81.032,1.3984,-0.2966
301,81.180,1.3995,-0.2974
302,81.352,1.4007,-0.298
303,81.500,1.4019,-0.2988
304,81.672,1.4030,-0.2992
305,81.869,1.4042,-0.2999
306,82.065,1.4053,-0.3005
307,82.188,1.4064,-0.3009
308,82.434,1.4075,-0.3017
309,82.582,1.4087,-0.3021
310,82.680,1.4098,-0.3028
311,82.926,1.4109,-0.3034
312,83.074,1.4120,-0.304
313,83.246,1.4131,-0.3047
314,83.418,1.4143,-0.3052
315,83.492,1.4154,-0.3058
316,83.713,1.4165,-0.3064
317,83.910,1.4176,-0.3071
318,84.057,1.4187,-0.3077
319,84.229,1.4199,-0.3081
320,84.352,1.4210,-0.3086
321,84.623,1.4220,-0.3093
322,84.672,1.4231,-0.3098
323,84.893,1.4242,-0.3104
324,85.066,1.4253,-0.3109
325,85.189,1.4264,-0.3115
326,85.361,1.4275,-0.3121
327,85.508,1.4286,-0.3125
328,85.631,1.4297,-0.3133
329,85.803,1.4308,-0.3139
330,85.975,1.4319,-0.3144
331,86.049,1.4329,-0.315
332,86.320,1.4340,-0.3154
333,86.517,1.4351,-0.316
334,86.615,1.4362,-0.3164
335,86.762,1.4372,-0.3169
336,86.935,1.4383,-0.3175
337,87.082,1.4394,-0.318
338,87.205,1.4405,-0.3185
339,87.377,1.4415,-0.319
340,87.574,1.4425,-0.3196
341,87.648,1.4436,-0.3204
342,87.820,1.4447,-0.3209
343,87.967,1.4457,-0.3214
344,88.164,1.4468,-0.3221
345,88.287,1.4479,-0.3224
346,88.459,1.4489,-0.3231
347,88.607,1.4500,-0.3234
348,88.730,1.4510,-0.3238
349,88.877,1.4520,-0.3242
350,88.976,1.4531,-0.3246
351,89.148,1.4541,-0.3251
352,89.271,1.4552,-0.3257
353,89.468,1.4562,-0.3263
354,89.640,1.4572,-0.3269
355,89.664,1.4582,-0.3275
356,89.837,1.4593,-0.3281
357,90.009,1.4603,-0.3287
358,90.181,1.4613,-0.3292
359,90.255,1.4623,-0.3294
360,90.451,1.4634,-0.3298
361,90.525,1.4644,-0.3302
362,90.648,1.4654,-0.3305
363,90.845,1.4664,-0.3309
364,90.968,1.4674,-0.3314
365,91.091,1.4684,-0.3317
366,91.238,1.4695,-0.3323
367,91.386,1.4705,-0.3329
368,91.533,1.4715,-0.3334
369,91.656,1.4725,-0.3342
370,91.779,1.4735,-0.3347
371,91.878,1.4745,-0.3351
372,92.050,1.4755,-0.3355
373,92.148,1.4765,-0.3358
374,92.271,1.4774,-0.3361
375,92.394,1.4784,-0.3365
376,92.542,1.4794,-0.3367
377,92.738,1.4804,-0.337
378,92.837,1.4814,-0.3375
379,92.984,1.4824,-0.338
380,93.058,1.4834,-0.3385
381,93.181,1.4844,-0.3393
382,93.329,1.4853,-0.3397
383,93.476,1.4863,-0.3403
384,93.575,1.4873,-0.3409
385,93.698,1.4883,-0.3412
386,93.821,1.4892,-0.3415
387,93.943,1.4902,-0.3417
388,94.042,1.4911,-0.3421
389,94.214,1.4921,-0.3421
390,94.312,1.4931,-0.3425
391,94.411,1.4941,-0.3428
392,94.558,1.4950,-0.3432
393,94.681,1.4959,-0.3438
394,94.804,1.4969,-0.3444
395,94.952,1.4978,-0.345
396,95.026,1.4988,-0.3455
397,95.124,1.4997,-0.346
398,95.296,1.5007,-0.3464
399,95.419,1.5017,-0.3466
400,95.517,1.5026,-0.3469
401,95.640,1.5035,-0.3471
402,95.739,1.5045,-0.3474
403,95.837,1.5054,-0.3476
404,95.935,1.5064,-0.3479
405,96.083,1.5073,-0.3483
406,96.206,1.5082,-0.3487
407,96.255,1.5091,-0.3493
408,96.427,1.5101,-0.3498
409,96.575,1.5110,-0.3502
410,96.624,1.5119,-0.3507
411,96.772,1.5129,-0.3513
412,96.870,1.5138,-0.3515
413,96.968,1.5147,-0.3518
414,97.067,1.5156,-0.3517
415,97.214,1.5165,-0.352
416,97.313,1.5175,-0.3524
417,97.386,1.5184,-0.3526
418,97.534,1.5193,-0.3529
419,97.632,1.5202,-0.3533
420,97.706,1.5211,-0.3538
421,97.829,1.5220,-0.3543
422,97.977,1.5229,-0.3547
423,98.026,1.5238,-0.3551
424,98.149,1.5247,-0.3554
425,98.223,1.5256,-0.3559
426,98.370,1.5265,-0.3561
427,98.493,1.5274,-0.3563
428,98.518,1.5283,-0.3566
429,98.665,1.5292,-0.3565
430,98.788,1.5301,-0.357
431,98.837,1.5310,-0.3571
432,98.960,1.5319,-0.3575
