FixtureName,Position,SN,InsertDateRounded,Burn In,tempC,current,pd_current,voltage
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.055926000000000003,1.4115999999999998e-4,1.233
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.056171,1.41794e-4,1.234
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.056416,1.42424e-4,1.236
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.056661,1.43053e-4,1.237
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.056906,1.43678e-4,1.237
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.05709,1.44302e-4,1.238
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.057396,1.44922e-4,1.24
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.057641,1.4554099999999998e-4,1.241
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.05788600000000001,1.46165e-4,1.241
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.058131,1.46795e-4,1.243
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.058376,1.47424e-4,1.243
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.05862,1.48054e-4,1.244
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.058865,1.48684e-4,1.245
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.05911,1.49318e-4,1.247
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.059355,1.49953e-4,1.248
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.0596,1.5058799999999998e-4,1.248
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.059845,1.51227e-4,1.25
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.060090000000000005,1.51872e-4,1.251
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.060335,1.52517e-4,1.252
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.060641,1.53152e-4,1.253
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.060825000000000004,1.53776e-4,1.253
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.06107,1.54401e-4,1.254
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.061253,1.5502999999999998e-4,1.255
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.061558999999999996,1.5566499999999998e-4,1.257
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.061804000000000005,1.5629499999999998e-4,1.257
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.062049,1.56924e-4,1.258
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.062293999999999995,1.57554e-4,1.26
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.062539,1.58178e-4,1.261
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.062723,1.58792e-4,1.261
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.06296800000000001,1.59407e-4,1.262
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.063212,1.6002600000000002e-4,1.263
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.063519,1.6065e-4,1.264
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.063825,1.61275e-4,1.265
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.064008,1.61889e-4,1.267
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.064315,1.62493e-4,1.267
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.064559,1.6309200000000002e-4,1.268
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.064804,1.63691e-4,1.27
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.064988,1.6429e-4,1.271
Fixture1,2,XP-1176,2024-05-08T17:00:00Z,0,40,0.065294,1.64883e-4,1.271
